mundial,grupo,posicion,seleccion,pj,pg,pe,pp,gf,gc,dif,pts,clasificado,url,fecha_scraping
2002,F,4,Nigeria,3,0,1,2,1,3,-2,1,No,https://www.losmundialesdefutbol.com/mundiales/2002_grupo_f.php,2026-03-16T23:20:06.073777
2002,G,1,México,3,2,1,0,4,2,2,7,Si,https://www.losmundialesdefutbol.com/mundiales/2002_grupo_g.php,2026-03-16T23:20:08.027476
2002,G,2,Italia,3,1,1,1,4,3,1,4,Si,https://www.losmundialesdefutbol.com/mundiales/2002_grupo_g.php,2026-03-16T23:20:08.027476
2002,G,3,Croacia,3,1,0,2,2,3,-1,3,No,https://www.losmundialesdefutbol.com/mundiales/2002_grupo_g.php,2026-03-16T23:20:08.027476
2002,G,4,Ecuador,3,1,0,2,2,4,-2,3,No,https://www.losmundialesdefutbol.com/mundiales/2002_grupo_g.php,2026-03-16T23:20:08.027476
2002,H,1,Japón,3,2,1,0,5,2,3,7,Si,https://www.losmundialesdefutbol.com/mundiales/2002_grupo_h.php,2026-03-16T23:20:09.974954
2002,H,2,Bélgica,3,1,2,0,6,5,1,5,Si,https://www.losmundialesdefutbol.com/mundiales/2002_grupo_h.php,2026-03-16T23:20:09.974954
2002,H,3,Rusia,3,1,0,2,4,4,0,3,No,https://www.losmundialesdefutbol.com/mundiales/2002_grupo_h.php,2026-03-16T23:20:09.974954
2002,H,4,Túnez,3,0,1,2,1,5,-4,1,No,https://www.losmundialesdefutbol.com/mundiales/2002_grupo_h.php,2026-03-16T23:20:09.974954
2006,A,1,Alemania,3,3,0,0,8,2,6,9,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_a.php,2026-03-16T23:21:20.769192
2006,A,2,Ecuador,3,2,0,1,5,3,2,6,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_a.php,2026-03-16T23:21:20.769192
2006,A,3,Polonia,3,1,0,2,2,4,-2,3,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_a.php,2026-03-16T23:21:20.769192
2006,A,4,Costa Rica,3,0,0,3,3,9,-6,0,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_a.php,2026-03-16T23:21:20.769192
2006,B,1,Inglaterra,3,2,1,0,5,2,3,7,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_b.php,2026-03-16T23:21:22.467857
2006,B,2,Suecia,3,1,2,0,3,2,1,5,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_b.php,2026-03-16T23:21:22.467857
2006,B,3,Paraguay,3,1,0,2,2,2,0,3,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_b.php,2026-03-16T23:21:22.467857
2006,B,4,Trinidad y Tobago,3,0,1,2,0,4,-4,1,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_b.php,2026-03-16T23:21:22.467857
2006,C,1,Argentina,3,2,1,0,8,1,7,7,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_c.php,2026-03-16T23:21:23.702488
2006,C,2,Paises Bajos,3,2,1,0,3,1,2,7,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_c.php,2026-03-16T23:21:23.702488
2006,C,3,Costa de Marfil,3,1,0,2,5,6,-1,3,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_c.php,2026-03-16T23:21:23.702488
2006,C,4,Serbia y Montenegro,3,0,0,3,2,10,-8,0,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_c.php,2026-03-16T23:21:23.702488
2006,D,1,Portugal,3,3,0,0,5,1,4,9,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_d.php,2026-03-16T23:21:25.764516
2006,D,2,México,3,1,1,1,4,3,1,4,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_d.php,2026-03-16T23:21:25.764516
2006,D,3,Angola,3,0,2,1,1,2,-1,2,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_d.php,2026-03-16T23:21:25.764516
2006,D,4,Irán,3,0,1,2,2,6,-4,1,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_d.php,2026-03-16T23:21:25.764516
2006,E,1,Italia,3,2,1,0,5,1,4,7,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_e.php,2026-03-16T23:21:27.702531
2006,E,2,Ghana,3,2,0,1,4,3,1,6,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_e.php,2026-03-16T23:21:27.702531
2006,E,3,República Checa,3,1,0,2,3,4,-1,3,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_e.php,2026-03-16T23:21:27.702531
2006,E,4,Estados Unidos,3,0,1,2,2,6,-4,1,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_e.php,2026-03-16T23:21:27.702531
2006,F,1,Brasil,3,3,0,0,7,1,6,9,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_f.php,2026-03-16T23:21:29.744672
2006,F,2,Australia,3,1,1,1,5,5,0,4,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_f.php,2026-03-16T23:21:29.744672
2006,F,3,Croacia,3,0,2,1,2,3,-1,2,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_f.php,2026-03-16T23:21:29.744672
2006,F,4,Japón,3,0,1,2,2,7,-5,1,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_f.php,2026-03-16T23:21:29.744672
2006,G,1,Suiza,3,2,1,0,4,0,4,7,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_g.php,2026-03-16T23:21:31.644270
2006,G,2,Francia,3,1,2,0,3,1,2,5,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_g.php,2026-03-16T23:21:31.644270
2006,G,3,Corea del Sur,3,1,1,1,3,4,-1,4,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_g.php,2026-03-16T23:21:31.644270
2006,G,4,Togo,3,0,0,3,1,6,-5,0,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_g.php,2026-03-16T23:21:31.644270
2006,H,1,España,3,3,0,0,8,1,7,9,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_h.php,2026-03-16T23:21:32.867802
2006,H,2,Ucrania,3,2,0,1,5,4,1,6,Si,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_h.php,2026-03-16T23:21:32.867802
2006,H,3,Túnez,3,0,1,2,3,6,-3,1,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_h.php,2026-03-16T23:21:32.867802
2006,H,4,Arabia Saudita,3,0,1,2,2,7,-5,1,No,https://www.losmundialesdefutbol.com/mundiales/2006_grupo_h.php,2026-03-16T23:21:32.867802
2010,A,1,Uruguay,3,2,1,0,4,0,4,7,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_a.php,2026-03-16T23:22:46.338874
2010,A,2,México,3,1,1,1,3,2,1,4,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_a.php,2026-03-16T23:22:46.338874
2010,A,3,Sudáfrica,3,1,1,1,3,5,-2,4,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_a.php,2026-03-16T23:22:46.338874
2010,A,4,Francia,3,0,1,2,1,4,-3,1,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_a.php,2026-03-16T23:22:46.338874
2010,B,1,Argentina,3,3,0,0,7,1,6,9,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_b.php,2026-03-16T23:22:49.723234
2010,B,2,Corea del Sur,3,1,1,1,5,6,-1,4,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_b.php,2026-03-16T23:22:49.723234
2010,B,3,Grecia,3,1,0,2,2,5,-3,3,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_b.php,2026-03-16T23:22:49.723234
2010,B,4,Nigeria,3,0,1,2,3,5,-2,1,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_b.php,2026-03-16T23:22:49.723234
2010,C,1,Estados Unidos,3,1,2,0,4,3,1,5,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_c.php,2026-03-16T23:22:49.926186
2010,C,2,Inglaterra,3,1,2,0,2,1,1,5,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_c.php,2026-03-16T23:22:49.926186
2010,C,3,Eslovenia,3,1,1,1,3,3,0,4,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_c.php,2026-03-16T23:22:49.926186
2010,C,4,Argelia,3,0,1,2,0,2,-2,1,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_c.php,2026-03-16T23:22:49.926186
2010,D,1,Alemania,3,2,0,1,5,1,4,6,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_d.php,2026-03-16T23:22:52.063849
2010,D,2,Ghana,3,1,1,1,2,2,0,4,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_d.php,2026-03-16T23:22:52.063849
2010,D,3,Australia,3,1,1,1,3,6,-3,4,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_d.php,2026-03-16T23:22:52.063849
2010,D,4,Serbia,3,1,0,2,2,3,-1,3,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_d.php,2026-03-16T23:22:52.063849
2010,E,1,Paises Bajos,3,3,0,0,5,1,4,9,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_e.php,2026-03-16T23:22:54.330140
2010,E,2,Japón,3,2,0,1,4,2,2,6,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_e.php,2026-03-16T23:22:54.330140
2010,E,3,Dinamarca,3,1,0,2,3,6,-3,3,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_e.php,2026-03-16T23:22:54.330140
2010,E,4,Camerún,3,0,0,3,2,5,-3,0,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_e.php,2026-03-16T23:22:54.330140
2010,F,1,Paraguay,3,1,2,0,3,1,2,5,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_f.php,2026-03-16T23:22:56.987081
2010,F,2,Eslovaquia,3,1,1,1,4,5,-1,4,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_f.php,2026-03-16T23:22:56.987081
2010,F,3,Nueva Zelanda,3,0,3,0,2,2,0,3,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_f.php,2026-03-16T23:22:56.987081
2010,F,4,Italia,3,0,2,1,4,5,-1,2,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_f.php,2026-03-16T23:22:56.987081
2010,G,1,Brasil,3,2,1,0,5,2,3,7,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_g.php,2026-03-16T23:22:57.402987
2010,G,2,Portugal,3,1,2,0,7,0,7,5,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_g.php,2026-03-16T23:22:57.402987
2010,G,3,Costa de Marfil,3,1,1,1,4,3,1,4,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_g.php,2026-03-16T23:22:57.402987
2010,G,4,Corea del Norte,3,0,0,3,1,12,-11,0,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_g.php,2026-03-16T23:22:57.402987
2010,H,1,España,3,2,0,1,4,2,2,6,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_h.php,2026-03-16T23:22:59.445756
2010,H,2,Chile,3,2,0,1,3,2,1,6,Si,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_h.php,2026-03-16T23:22:59.445756
2010,H,3,Suiza,3,1,1,1,1,1,0,4,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_h.php,2026-03-16T23:22:59.445756
2010,H,4,Honduras,3,0,1,2,0,3,-3,1,No,https://www.losmundialesdefutbol.com/mundiales/2010_grupo_h.php,2026-03-16T23:22:59.445756
2014,A,1,Brasil,3,2,1,0,7,2,5,7,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_a.php,2026-03-16T23:24:09.646137
2014,A,2,México,3,2,1,0,4,1,3,7,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_a.php,2026-03-16T23:24:09.646137
2014,A,3,Croacia,3,1,0,2,6,6,0,3,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_a.php,2026-03-16T23:24:09.646137
2014,A,4,Camerún,3,0,0,3,1,9,-8,0,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_a.php,2026-03-16T23:24:09.646137
2014,B,1,Paises Bajos,3,3,0,0,10,3,7,9,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_b.php,2026-03-16T23:24:11.763353
2014,B,2,Chile,3,2,0,1,5,3,2,6,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_b.php,2026-03-16T23:24:11.763353
2014,B,3,España,3,1,0,2,4,7,-3,3,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_b.php,2026-03-16T23:24:11.763353
2014,B,4,Australia,3,0,0,3,3,9,-6,0,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_b.php,2026-03-16T23:24:11.763353
2014,C,1,Colombia,3,3,0,0,9,2,7,9,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_c.php,2026-03-16T23:24:13.052246
2014,C,2,Grecia,3,1,1,1,2,4,-2,4,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_c.php,2026-03-16T23:24:13.052246
2014,C,3,Costa de Marfil,3,1,0,2,4,5,-1,3,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_c.php,2026-03-16T23:24:13.052246
2014,C,4,Japón,3,0,1,2,2,6,-4,1,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_c.php,2026-03-16T23:24:13.052246
2014,D,1,Costa Rica,3,2,1,0,4,1,3,7,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_d.php,2026-03-16T23:24:14.823501
2014,D,2,Uruguay,3,2,0,1,4,4,0,6,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_d.php,2026-03-16T23:24:14.823501
2014,D,3,Italia,3,1,0,2,2,3,-1,3,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_d.php,2026-03-16T23:24:14.823501
2014,D,4,Inglaterra,3,0,1,2,2,4,-2,1,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_d.php,2026-03-16T23:24:14.823501
2014,E,1,Francia,3,2,1,0,8,2,6,7,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_e.php,2026-03-16T23:24:16.766584
2014,E,2,Suiza,3,2,0,1,7,6,1,6,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_e.php,2026-03-16T23:24:16.766584
2014,E,3,Ecuador,3,1,1,1,3,3,0,4,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_e.php,2026-03-16T23:24:16.766584
2014,E,4,Honduras,3,0,0,3,1,8,-7,0,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_e.php,2026-03-16T23:24:16.766584
2014,F,1,Argentina,3,3,0,0,6,3,3,9,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_f.php,2026-03-16T23:24:18.603473
2014,F,2,Nigeria,3,1,1,1,3,3,0,4,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_f.php,2026-03-16T23:24:18.603473
2014,F,3,Bosnia-Herzegovina,3,1,0,2,4,4,0,3,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_f.php,2026-03-16T23:24:18.603473
2014,F,4,Irán,3,0,1,2,1,4,-3,1,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_f.php,2026-03-16T23:24:18.603473
2014,G,1,Alemania,3,2,1,0,7,2,5,7,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_g.php,2026-03-16T23:24:19.644533
2014,G,2,Estados Unidos,3,1,1,1,4,4,0,4,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_g.php,2026-03-16T23:24:19.644533
2014,G,3,Portugal,3,1,1,1,4,7,-3,4,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_g.php,2026-03-16T23:24:19.644533
2014,G,4,Ghana,3,0,1,2,4,6,-2,1,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_g.php,2026-03-16T23:24:19.644533
2014,H,1,Bélgica,3,3,0,0,4,1,3,9,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_h.php,2026-03-16T23:24:21.698818
2014,H,2,Argelia,3,1,1,1,6,5,1,4,Si,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_h.php,2026-03-16T23:24:21.698818
2014,H,3,Rusia,3,0,2,1,2,3,-1,2,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_h.php,2026-03-16T23:24:21.698818
2014,H,4,Corea del Sur,3,0,1,2,3,6,-3,1,No,https://www.losmundialesdefutbol.com/mundiales/2014_grupo_h.php,2026-03-16T23:24:21.698818
2018,A,1,Uruguay,3,3,0,0,5,0,5,9,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_a.php,2026-03-16T23:25:30.082348
2018,A,2,Rusia,3,2,0,1,8,4,4,6,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_a.php,2026-03-16T23:25:30.082348
2018,A,3,Arabia Saudita,3,1,0,2,2,7,-5,3,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_a.php,2026-03-16T23:25:30.082348
2018,A,4,Egipto,3,0,0,3,2,6,-4,0,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_a.php,2026-03-16T23:25:30.082348
2018,B,1,España,3,1,2,0,6,5,1,5,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_b.php,2026-03-16T23:25:31.850272
2018,B,2,Portugal,3,1,2,0,5,4,1,5,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_b.php,2026-03-16T23:25:31.850272
2018,B,3,Irán,3,1,1,1,2,2,0,4,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_b.php,2026-03-16T23:25:31.850272
2018,B,4,Marruecos,3,0,1,2,2,4,-2,1,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_b.php,2026-03-16T23:25:31.850272
2018,C,1,Francia,3,2,1,0,3,1,2,7,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_c.php,2026-03-16T23:25:35.717715
2018,C,2,Dinamarca,3,1,2,0,2,1,1,5,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_c.php,2026-03-16T23:25:35.717715
2018,C,3,Perú,3,1,0,2,2,2,0,3,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_c.php,2026-03-16T23:25:35.717715
2018,C,4,Australia,3,0,1,2,2,5,-3,1,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_c.php,2026-03-16T23:25:35.717715
2018,D,1,Croacia,3,3,0,0,7,1,6,9,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_d.php,2026-03-16T23:25:35.919067
2018,D,2,Argentina,3,1,1,1,3,5,-2,4,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_d.php,2026-03-16T23:25:35.919067
2018,D,3,Nigeria,3,1,0,2,3,4,-1,3,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_d.php,2026-03-16T23:25:35.919067
2018,D,4,Islandia,3,0,1,2,2,5,-3,1,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_d.php,2026-03-16T23:25:35.919067
2018,E,1,Brasil,3,2,1,0,5,1,4,7,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_e.php,2026-03-16T23:25:38.484723
2018,E,2,Suiza,3,1,2,0,5,4,1,5,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_e.php,2026-03-16T23:25:38.484723
2018,E,3,Serbia,3,1,0,2,2,4,-2,3,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_e.php,2026-03-16T23:25:38.484723
2018,E,4,Costa Rica,3,0,1,2,2,5,-3,1,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_e.php,2026-03-16T23:25:38.484723
2018,F,1,Suecia,3,2,0,1,5,2,3,6,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_f.php,2026-03-16T23:25:39.633402
2018,F,2,México,3,2,0,1,3,4,-1,6,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_f.php,2026-03-16T23:25:39.633402
2018,F,3,Corea del Sur,3,1,0,2,3,3,0,3,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_f.php,2026-03-16T23:25:39.633402
2018,F,4,Alemania,3,1,0,2,2,4,-2,3,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_f.php,2026-03-16T23:25:39.633402
2018,G,1,Bélgica,3,3,0,0,9,2,7,9,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_g.php,2026-03-16T23:25:41.263247
2018,G,2,Inglaterra,3,2,0,1,8,3,5,6,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_g.php,2026-03-16T23:25:41.263247
2018,G,3,Túnez,3,1,0,2,5,8,-3,3,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_g.php,2026-03-16T23:25:41.263247
2018,G,4,Panamá,3,0,0,3,2,11,-9,0,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_g.php,2026-03-16T23:25:41.263247
2018,H,1,Colombia,3,2,0,1,5,2,3,6,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_h.php,2026-03-16T23:25:43.502673
2018,H,2,Japón,3,1,1,1,4,4,0,4,Si,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_h.php,2026-03-16T23:25:43.502673
2018,H,3,Senegal,3,1,1,1,4,4,0,4,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_h.php,2026-03-16T23:25:43.502673
2018,H,4,Polonia,3,1,0,2,2,5,-3,3,No,https://www.losmundialesdefutbol.com/mundiales/2018_grupo_h.php,2026-03-16T23:25:43.502673
