id_jugador,source_url,nombre,nombre_completo,fecha_nacimiento,lugar_nacimiento,posicion,id_seleccion_actual,altura_cm,apodo,total_mundiales,total_partidos,total_goles,promedio_gol
1096,https://www.losmundialesdefutbol.com/jugadores/juergen_grabowski.php,Juergen Grabowski,,7 de julio de 1944,,Delantero,2,,,3,11,1,0.09
1097,https://www.losmundialesdefutbol.com/jugadores/ramon_heredia.php,Ramon Heredia,,26 de febrero de 1951,,Defensor,7,,,1,6,1,0.17
1098,https://www.losmundialesdefutbol.com/jugadores/uli_hoeness.php,Uli Hoeness,,5 de enero de 1952,,Mediocampista,2,,,1,7,1,0.14
1099,https://www.losmundialesdefutbol.com/jugadores/martin_hoffmann.php,Martin Hoffmann,,22 de marzo de 1955,,Delantero,3,,,1,6,1,0.17
1100,https://www.losmundialesdefutbol.com/jugadores/josip_katalinski.php,Josip Katalinski,,12 de mayo de 1948,,Defensor,91,,,1,6,1,0.17
1101,https://www.losmundialesdefutbol.com/jugadores/peter_lorimer.php,Peter Lorimer,,14 de diciembre de 1946,,Delantero,35,,,1,3,1,0.33
1102,https://www.losmundialesdefutbol.com/jugadores/branko_oblak.php,Branko Oblak,,27 de mayo de 1947,,Mediocampista,91,,,1,5,1,0.20
1103,https://www.losmundialesdefutbol.com/jugadores/ricardo_pavoni.php,Ricardo Pavoni,,8 de julio de 1943,,Defensor,89,,,1,3,1,0.33
1104,https://www.losmundialesdefutbol.com/jugadores/ilija_petkovic.php,Ilija Petkovic,,22 de septiembre de 1945,,Mediocampista,91,,,1,5,1,0.20
1105,https://www.losmundialesdefutbol.com/jugadores/gianni_rivera.php,Gianni Rivera,,18 de agosto de 1943,,"Delantero, Mediocampista",56,,,4,9,3,0.33
1106,https://www.losmundialesdefutbol.com/jugadores/juergen_sparwasser.php,Juergen Sparwasser,,4 de junio de 1948,,Mediocampista,3,,,1,6,1,0.17
1107,https://www.losmundialesdefutbol.com/jugadores/conny_torstensson.php,Conny Torstensson,,28 de agosto de 1949,,Delantero,81,,,2,6,1,0.17
1108,https://www.losmundialesdefutbol.com/jugadores/valdomiro.php,Valdomiro,,17 de febrero de 1946,,Delantero,12,,,1,6,1,0.17
1109,https://www.losmundialesdefutbol.com/jugadores/wladyslaw_zmuda.php,Wladyslaw Zmuda,,6 de junio de 1954,,Defensor,70,,,4,21,0,0
1110,https://www.losmundialesdefutbol.com/jugadores/sepp_maier.php,Sepp Maier,,28 de febrero de 1944,,Arquero,2,,,4,18,0,0
1111,https://www.losmundialesdefutbol.com/jugadores/anatoly_bishovets.php,Anatoly Bishovets,,23 de abril de 1946,,Delantero,87,,,1,4,4,1.00
1112,https://www.losmundialesdefutbol.com/jugadores/gigi_riva.php,Gigi Riva,,7 de noviembre de 1944,,Delantero,56,182,,2,8,3,0.38
1113,https://www.losmundialesdefutbol.com/jugadores/roberto_boninsegna.php,Roberto Boninsegna,,13 de noviembre de 1943,,Delantero,56,,,2,7,2,0.29
1114,https://www.losmundialesdefutbol.com/jugadores/florea_dumitrache.php,Florea Dumitrache,,22 de mayo de 1948,,Delantero,75,,,1,3,2,0.67
1115,https://www.losmundialesdefutbol.com/jugadores/alberto_gallardo.php,Alberto Gallardo,,28 de noviembre de 1940,,Delantero,69,,,1,4,2,0.50
1116,https://www.losmundialesdefutbol.com/jugadores/raoul_lambert.php,Raoul Lambert,,20 de octubre de 1944,,Delantero,14,,,1,2,2,1.00
1117,https://www.losmundialesdefutbol.com/jugadores/ladislav_petras.php,Ladislav Petras,,1 de diciembre de 1946,,Delantero,19,,,1,3,2,0.67
1118,https://www.losmundialesdefutbol.com/jugadores/tostao.php,Tostao,,25 de enero de 1947,,Mediocampista,12,,,2,7,3,0.43
1119,https://www.losmundialesdefutbol.com/jugadores/wilfried_van_moer.php,Wilfried Van Moer,,1 de marzo de 1945,,Mediocampista,14,,,2,6,2,0.33
1120,https://www.losmundialesdefutbol.com/jugadores/kakhi_asatiani.php,Kakhi Asatiani,,1 de enero de 1947,,Mediocampista,87,,,1,4,1,0.25
1121,https://www.losmundialesdefutbol.com/jugadores/juan_ignacio_basaguren.php,Juan Ignacio Basaguren,,21 de julio de 1944,,Delantero,62,,,1,2,1,0.50
1122,https://www.losmundialesdefutbol.com/jugadores/tarcisio_burgnich.php,Tarcisio Burgnich,,25 de abril de 1939,,Defensor,56,,,3,11,1,0.09
1123,https://www.losmundialesdefutbol.com/jugadores/carlos_alberto.php,Carlos Alberto,,17 de julio de 1944,,Defensor,12,,,1,6,1,0.17
1124,https://www.losmundialesdefutbol.com/jugadores/roberto_challe.php,Roberto Challe,,24 de noviembre de 1946,,Mediocampista,69,,,1,4,1,0.25
1125,https://www.losmundialesdefutbol.com/jugadores/hector_chumpitaz.php,Hector Chumpitaz,,12 de abril de 1944,,Defensor,69,,,2,10,1,0.10
1126,https://www.losmundialesdefutbol.com/jugadores/allan_clarke.php,Allan Clarke,,31 de julio de 1946,,Delantero,49,,,1,1,1,1.00
1127,https://www.losmundialesdefutbol.com/jugadores/clodoaldo.php,Clodoaldo,,26 de septiembre de 1949,,Mediocampista,12,,,1,6,1,0.17
1128,https://www.losmundialesdefutbol.com/jugadores/luis_cubilla.php,Luis Cubilla,,28 de marzo de 1940,,"Delantero, Mediocampista",89,,,3,9,2,0.22
1129,https://www.losmundialesdefutbol.com/jugadores/emerich_dembrovschi.php,Emerich Dembrovschi,,6 de octubre de 1945,,Mediocampista,75,,,1,3,1,0.33
1130,https://www.losmundialesdefutbol.com/jugadores/dinko_dermendzhiev.php,Dinko Dermendzhiev,,2 de junio de 1941,,"Delantero, Mediocampista",13,,,3,6,1,0.17
1131,https://www.losmundialesdefutbol.com/jugadores/angelo_domenghini.php,Angelo Domenghini,,25 de agosto de 1941,,Delantero,56,,,1,6,1,0.17
1132,https://www.losmundialesdefutbol.com/jugadores/victor_esparrago.php,Victor Esparrago,,6 de octubre de 1944,,Mediocampista,89,,,3,9,1,0.11
1133,https://www.losmundialesdefutbol.com/jugadores/javier_fragoso.php,Javier Fragoso,,19 de abril de 1942,,Delantero,62,,,2,5,1,0.20
1134,https://www.losmundialesdefutbol.com/jugadores/gerson.php,Gerson,,11 de enero de 1941,,Mediocampista,12,,,2,5,1,0.20
1135,https://www.losmundialesdefutbol.com/jugadores/mahjoub_ghazouani.php,Mahjoub Ghazouani,,1 de enero de 1948,,Delantero,61,,,1,3,1,0.33
1136,https://www.losmundialesdefutbol.com/jugadores/jose_gonzalez.php,Jose Gonzalez,,14 de septiembre de 1942,,"Defensor, Mediocampista",62,,,2,3,1,0.33
1137,https://www.losmundialesdefutbol.com/jugadores/ove_grahn.php,Ove Grahn,,9 de mayo de 1943,,"Delantero, Mediocampista",81,,,2,8,1,0.13
1138,https://www.losmundialesdefutbol.com/jugadores/houmane_jarir.php,Houmane Jarir,,1 de enero de 1945,,Delantero,61,,,1,2,1,0.50
1139,https://www.losmundialesdefutbol.com/jugadores/vitali_khmelnitski.php,Vitali Khmelnitski,,12 de junio de 1943,,Delantero,87,,,1,4,1,0.25
1140,https://www.losmundialesdefutbol.com/jugadores/todor_kolev.php,Todor Kolev,,29 de abril de 1942,,Mediocampista,13,,,1,2,1,0.50
1141,https://www.losmundialesdefutbol.com/jugadores/stan_libuda.php,Stan Libuda,,10 de octubre de 1943,,Delantero,2,,,1,5,1,0.20
1142,https://www.losmundialesdefutbol.com/jugadores/ildo_maneiro.php,Ildo Maneiro,,4 de agosto de 1947,,Mediocampista,89,,,1,6,1,0.17
1143,https://www.losmundialesdefutbol.com/jugadores/juan_mujica.php,Juan Mujica,,22 de diciembre de 1944,,Defensor,89,,,1,6,1,0.17
1144,https://www.losmundialesdefutbol.com/jugadores/alan_mullery.php,Alan Mullery,,23 de noviembre de 1941,,Mediocampista,49,,,1,4,1,0.25
1145,https://www.losmundialesdefutbol.com/jugadores/alexandru_neagu.php,Alexandru Neagu,,19 de julio de 1948,,Mediocampista,75,,,1,3,1,0.33
1146,https://www.losmundialesdefutbol.com/jugadores/asparukh_nikodimov.php,Asparukh Nikodimov,,21 de agosto de 1945,,"Defensor, Mediocampista",13,,,2,4,1,0.25
1147,https://www.losmundialesdefutbol.com/jugadores/gustavo_pena.php,Gustavo Pena,,22 de noviembre de 1942,,Defensor,62,,,2,7,1,0.14
1148,https://www.losmundialesdefutbol.com/jugadores/martin_peters.php,Martin Peters,,8 de noviembre de 1943,,"Delantero, Mediocampista",49,,,2,9,2,0.22
1149,https://www.losmundialesdefutbol.com/jugadores/karl_heinz_schnellinger.php,Karl-Heinz Schnellinger,,31 de marzo de 1939,,Defensor,2,,,4,17,1,0.06
1150,https://www.losmundialesdefutbol.com/jugadores/mordechai_spiegler.php,Mordechai Spiegler,,19 de agosto de 1944,,Delantero,55,,,1,3,1,0.33
1151,https://www.losmundialesdefutbol.com/jugadores/tom_turesson.php,Tom Turesson,,17 de mayo de 1942,,Delantero,81,,,1,2,1,0.50
1152,https://www.losmundialesdefutbol.com/jugadores/dobromir_zhechev.php,Dobromir Zhechev,Dobromir Georgiev Zhechev,12 de noviembre de 1942,,Defensor,13,,,4,6,1,0.17
1153,https://www.losmundialesdefutbol.com/jugadores/ladislao_mazurkiewicz.php,Ladislao Mazurkiewicz,,14 de febrero de 1945,,Arquero,89,,,3,13,0,0
1154,https://www.losmundialesdefutbol.com/jugadores/atilio_ancheta.php,Atilio Ancheta,,19 de julio de 1948,,Defensor,89,,,1,6,0,0
1155,https://www.losmundialesdefutbol.com/jugadores/giacinto_facchetti.php,Giacinto Facchetti,,18 de julio de 1942,,Defensor,56,,,3,12,0,0
1156,https://www.losmundialesdefutbol.com/jugadores/luis_artime.php,Luis Artime,,2 de diciembre de 1938,,Delantero,7,,,1,4,3,0.75
1157,https://www.losmundialesdefutbol.com/jugadores/roger_hunt.php,Roger Hunt,,20 de julio de 1938,,Delantero,49,,,2,6,3,0.50
1158,https://www.losmundialesdefutbol.com/jugadores/eduard_malofeyev.php,Eduard Malofeyev,,2 de junio de 1942,,Delantero,87,,,1,5,3,0.60
1159,https://www.losmundialesdefutbol.com/jugadores/igor_chislenko.php,Igor Chislenko,,4 de enero de 1939,,Delantero,87,,,2,7,4,0.57
1160,https://www.losmundialesdefutbol.com/jugadores/ruben_marcos.php,Ruben Marcos,,6 de diciembre de 1942,,Mediocampista,20,,,1,3,2,0.67
1161,https://www.losmundialesdefutbol.com/jugadores/kalman_meszoly.php,Kalman Meszoly,,16 de julio de 1941,,Defensor,46,,,2,8,2,0.25
1162,https://www.losmundialesdefutbol.com/jugadores/seung_zin_pak.php,Seung Zin Pak,,11 de enero de 1941,,Delantero,23,,,1,4,2,0.50
1163,https://www.losmundialesdefutbol.com/jugadores/amancio.php,Amancio,,16 de octubre de 1940,,Delantero,38,,,1,2,1,0.50
1164,https://www.losmundialesdefutbol.com/jugadores/georgi_asparukhov.php,Georgi Asparukhov,,4 de mayo de 1943,,Delantero,13,,,3,7,1,0.14
1165,https://www.losmundialesdefutbol.com/jugadores/anatoli_banishevski.php,Anatoli Banishevski,,23 de febrero de 1946,,Delantero,87,,,1,5,1,0.20
1166,https://www.losmundialesdefutbol.com/jugadores/paolo_barison.php,Paolo Barison,,23 de junio de 1936,,Delantero,56,,,1,2,1,0.50
1167,https://www.losmundialesdefutbol.com/jugadores/enrique_borja.php,Enrique Borja,,30 de diciembre de 1945,,Delantero,62,,,2,5,1,0.20
1168,https://www.losmundialesdefutbol.com/jugadores/julio_cortes.php,Julio Cortes,,29 de marzo de 1941,,Mediocampista,89,,,3,11,1,0.09
1169,https://www.losmundialesdefutbol.com/jugadores/hector_de_bourgoing.php,Hector De Bourgoing,,23 de julio de 1934,,Delantero,40,,,1,1,1,1.00
1170,https://www.losmundialesdefutbol.com/jugadores/lothar_emmerich.php,Lothar Emmerich,,29 de noviembre de 1941,,Delantero,2,,,1,4,1,0.25
1171,https://www.losmundialesdefutbol.com/jugadores/janos_farkas.php,Janos Farkas,,27 de marzo de 1942,,Delantero,46,,,2,4,1,0.25
1172,https://www.losmundialesdefutbol.com/jugadores/jose_maria_fuste.php,Jose Maria Fuste,,15 de abril de 1941,,Delantero,38,,,1,1,1,1.00
1173,https://www.losmundialesdefutbol.com/jugadores/gerard_hausser.php,Gerard Hausser,,18 de marzo de 1939,,Delantero,40,,,1,3,1,0.33
1174,https://www.losmundialesdefutbol.com/jugadores/sigi_held.php,Sigi Held,,7 de agosto de 1942,,Delantero,2,,,2,9,1,0.11
1175,https://www.losmundialesdefutbol.com/jugadores/dong_woon_li.php,Dong Woon Li,,4 de julio de 1945,,Defensor,23,,,1,2,1,0.50
1176,https://www.losmundialesdefutbol.com/jugadores/sandro_mazzola.php,Sandro Mazzola,,8 de noviembre de 1942,,Mediocampista,56,,,3,12,1,0.08
1177,https://www.losmundialesdefutbol.com/jugadores/ermindo_onega.php,Ermindo Onega,Ermindo Ángel Onega,4 de abril de 1939,,Delantero,7,,,1,4,1,0.25
1178,https://www.losmundialesdefutbol.com/jugadores/doo_ik_pak.php,Doo Ik Pak,,17 de diciembre de 1943,,Mediocampista,23,,,1,4,1,0.25
1179,https://www.losmundialesdefutbol.com/jugadores/pirri.php,Pirri,,11 de marzo de 1945,,"Defensor, Mediocampista",38,,,2,4,1,0.25
1180,https://www.losmundialesdefutbol.com/jugadores/rene_quentin.php,Rene Quentin,,5 de agosto de 1943,,Delantero,82,,,1,2,1,0.50
1181,https://www.losmundialesdefutbol.com/jugadores/rildo.php,Rildo,,23 de enero de 1942,,Defensor,12,,,1,1,1,1.00
1182,https://www.losmundialesdefutbol.com/jugadores/pedro_rocha.php,Pedro Rocha,,3 de diciembre de 1942,,"Delantero, Mediocampista",89,,,4,10,1,0.10
1183,https://www.losmundialesdefutbol.com/jugadores/manuel_sanchis.php,Manuel Sanchis,Manuel Sanchís Martínez,26 de marzo de 1938,,Defensor,38,,,1,3,1,0.33
1184,https://www.losmundialesdefutbol.com/jugadores/simoes.php,Simoes,,14 de diciembre de 1943,,Delantero,71,,,1,6,1,0.17
1185,https://www.losmundialesdefutbol.com/jugadores/wolfgang_weber.php,Wolfgang Weber,,26 de junio de 1944,,Defensor,2,,,2,8,1,0.13
1186,https://www.losmundialesdefutbol.com/jugadores/seung_kook_yang.php,Seung Kook Yang,,19 de agosto de 1944,,Delantero,23,,,1,2,1,0.50
1187,https://www.losmundialesdefutbol.com/jugadores/gordon_banks.php,Gordon Banks,,30 de diciembre de 1937,,Arquero,49,,,3,9,0,0
1188,https://www.losmundialesdefutbol.com/jugadores/george_cohen.php,George Cohen,,22 de octubre de 1939,,Defensor,49,,,1,6,0,0
1189,https://www.losmundialesdefutbol.com/jugadores/silvio_marzolini.php,Silvio Marzolini,,4 de octubre de 1940,,Defensor,7,,,2,7,0,0
1190,https://www.losmundialesdefutbol.com/jugadores/bobby_moore.php,Bobby Moore,,12 de abril de 1941,,Defensor,49,,,3,14,0,0
1191,https://www.losmundialesdefutbol.com/jugadores/vicente.php,Vicente,,24 de septiembre de 1935,,Defensor,71,,,1,4,0,0
1192,https://www.losmundialesdefutbol.com/jugadores/coluna.php,Coluna,,6 de agosto de 1935,,Mediocampista,71,,,1,6,0,0
1193,https://www.losmundialesdefutbol.com/jugadores/amarildo.php,Amarildo,,29 de junio de 1939,,Delantero,12,,,1,4,3,0.75
1194,https://www.losmundialesdefutbol.com/jugadores/milan_galic.php,Milan Galic,,8 de marzo de 1938,,Delantero,91,,,1,6,3,0.50
1195,https://www.losmundialesdefutbol.com/jugadores/adolf_scherer.php,Adolf Scherer,,5 de mayo de 1938,,Delantero,19,,,2,6,3,0.50
1196,https://www.losmundialesdefutbol.com/jugadores/giacomo_bulgarelli.php,Giacomo Bulgarelli,,24 de octubre de 1940,,"Delantero, Mediocampista",56,,,2,4,2,0.50
1197,https://www.losmundialesdefutbol.com/jugadores/ron_flowers.php,Ron Flowers,,28 de julio de 1934,,Mediocampista,49,,,2,4,2,0.50
1198,https://www.losmundialesdefutbol.com/jugadores/viktor_ponedelnik.php,Viktor Ponedelnik,,22 de mayo de 1937,,Delantero,87,,,1,4,2,0.50
1199,https://www.losmundialesdefutbol.com/jugadores/jaime_ramirez.php,Jaime Ramirez,,14 de agosto de 1931,,Delantero,20,,,2,6,2,0.33
1200,https://www.losmundialesdefutbol.com/jugadores/eladio_rojas.php,Eladio Rojas,,8 de noviembre de 1934,,Mediocampista,20,,,1,6,2,0.33
1201,https://www.losmundialesdefutbol.com/jugadores/jose_sasia.php,Jose Sasia,,27 de diciembre de 1933,,Delantero,89,,,2,5,2,0.40
1202,https://www.losmundialesdefutbol.com/jugadores/jorge_toro.php,Jorge Toro,,10 de enero de 1939,,Mediocampista,20,,,1,5,2,0.40
1203,https://www.losmundialesdefutbol.com/jugadores/german_aceros.php,German Aceros,,30 de septiembre de 1938,,Delantero,22,,,1,3,1,0.33
1204,https://www.losmundialesdefutbol.com/jugadores/adelardo.php,Adelardo,,26 de noviembre de 1939,,"Defensor, Delantero",38,,,2,2,1,0.50
1205,https://www.losmundialesdefutbol.com/jugadores/albert_bruells.php,Albert Bruells,,26 de marzo de 1937,,Mediocampista,2,,,2,6,1,0.17
1206,https://www.losmundialesdefutbol.com/jugadores/angel_cabrera.php,Angel Cabrera,,9 de octubre de 1939,,Mediocampista,89,,,1,2,1,0.50
1207,https://www.losmundialesdefutbol.com/jugadores/marcos_coll.php,Marcos Coll,,23 de agosto de 1935,,Mediocampista,22,,,1,3,1,0.33
1208,https://www.losmundialesdefutbol.com/jugadores/alfredo_del_aguila.php,Alfredo Del Aguila,,3 de enero de 1935,,Delantero,62,,,1,3,1,0.33
1209,https://www.losmundialesdefutbol.com/jugadores/isidoro_diaz.php,Isidoro Diaz,,14 de marzo de 1940,,"Delantero, Mediocampista",62,,,3,7,1,0.14
1210,https://www.losmundialesdefutbol.com/jugadores/hector_facundo.php,Hector Facundo,,2 de noviembre de 1937,,Delantero,7,,,1,2,1,0.50
1211,https://www.losmundialesdefutbol.com/jugadores/jimmy_greaves.php,Jimmy Greaves,,20 de febrero de 1940,,Delantero,49,,,2,7,1,0.14
1212,https://www.losmundialesdefutbol.com/jugadores/hector_hernandez.php,Hector Hernandez,,6 de diciembre de 1935,,Delantero,62,,,1,3,1,0.33
1213,https://www.losmundialesdefutbol.com/jugadores/gerry_hitchens.php,Gerry Hitchens,,8 de octubre de 1934,,Delantero,49,,,1,2,1,0.50
1214,https://www.losmundialesdefutbol.com/jugadores/josef_kadraba.php,Josef Kadraba,,29 de septiembre de 1933,,Delantero,19,,,1,3,1,0.33
1215,https://www.losmundialesdefutbol.com/jugadores/marino_klinger.php,Marino Klinger,,7 de febrero de 1936,,Delantero,22,,,1,3,1,0.33
1216,https://www.losmundialesdefutbol.com/jugadores/aleksei_mamykin.php,Aleksei Mamykin,,29 de febrero de 1936,,Delantero,87,,,1,2,1,0.50
1217,https://www.losmundialesdefutbol.com/jugadores/vaclav_masek.php,Vaclav Masek,,21 de marzo de 1941,,Delantero,19,,,1,1,1,1.00
1218,https://www.losmundialesdefutbol.com/jugadores/josef_masopust.php,Josef Masopust,,9 de febrero de 1931,,Mediocampista,19,,,2,10,1,0.10
1219,https://www.losmundialesdefutbol.com/jugadores/vojislav_melic.php,Vojislav Melic,,5 de enero de 1940,,Delantero,91,,,1,2,1,0.50
1220,https://www.losmundialesdefutbol.com/jugadores/bruno_mora.php,Bruno Mora,,24 de marzo de 1937,,Delantero,56,,,1,2,1,0.50
1221,https://www.losmundialesdefutbol.com/jugadores/joaquin_peiro.php,Joaquin Peiro,,29 de enero de 1936,,Delantero,38,,,2,4,1,0.25
1222,https://www.losmundialesdefutbol.com/jugadores/antonio_rada.php,Antonio Rada,,13 de junio de 1937,,Delantero,22,,,1,2,1,0.50
1223,https://www.losmundialesdefutbol.com/jugadores/petar_radakovic.php,Petar Radakovic,,2 de febrero de 1937,,Mediocampista,91,,,1,5,1,0.20
1224,https://www.losmundialesdefutbol.com/jugadores/jose_sanfilippo.php,Jose Sanfilippo,,4 de mayo de 1935,,Delantero,7,,,2,2,1,0.50
1225,https://www.losmundialesdefutbol.com/jugadores/heinz_schneiter.php,Heinz Schneiter,,12 de abril de 1935,,Defensor,82,,,2,4,1,0.25
1226,https://www.losmundialesdefutbol.com/jugadores/josip_skoblar.php,Josip Skoblar,,12 de marzo de 1941,,Delantero,91,,,1,5,1,0.20
1227,https://www.losmundialesdefutbol.com/jugadores/georgi_sokolov.php,Georgi Sokolov,,19 de junio de 1942,,Delantero,13,,,1,2,1,0.50
1228,https://www.losmundialesdefutbol.com/jugadores/erno_solymosi.php,Erno Solymosi,,21 de septiembre de 1940,,Defensor,46,,,1,4,1,0.25
1229,https://www.losmundialesdefutbol.com/jugadores/josef_stibranyi.php,Josef Stibranyi,,11 de abril de 1940,,Mediocampista,19,,,1,3,1,0.33
1230,https://www.losmundialesdefutbol.com/jugadores/horst_szymaniak.php,Horst Szymaniak,,29 de agosto de 1934,,Mediocampista,2,,,2,10,1,0.10
1231,https://www.losmundialesdefutbol.com/jugadores/rolf_wuethrich.php,Rolf Wuethrich,,4 de septiembre de 1938,,Mediocampista,82,,,1,3,1,0.33
1232,https://www.losmundialesdefutbol.com/jugadores/zagallo.php,Zagallo,,9 de agosto de 1931,,Delantero,12,,,2,12,2,0.17
1233,https://www.losmundialesdefutbol.com/jugadores/zito.php,Zito,,8 de agosto de 1932,,Mediocampista,12,,,3,10,1,0.10
1234,https://www.losmundialesdefutbol.com/jugadores/francisco_zuluaga.php,Francisco Zuluaga,,4 de febrero de 1929,,Defensor,22,,,1,1,1,1.00
1235,https://www.losmundialesdefutbol.com/jugadores/viliam_schrojf.php,Viliam Schrojf,,2 de agosto de 1931,,Arquero,19,,,3,6,0,0
1236,https://www.losmundialesdefutbol.com/jugadores/djalma_santos.php,Djalma Santos,,27 de febrero de 1929,,Defensor,12,,,4,12,1,0.08
1237,https://www.losmundialesdefutbol.com/jugadores/cesare_maldini.php,Cesare Maldini,,5 de febrero de 1932,,Defensor,56,,,1,2,0,0
1238,https://www.losmundialesdefutbol.com/jugadores/valeri_voronin.php,Valeri Voronin,,17 de julio de 1939,,Mediocampista,87,,,2,9,0,0
1239,https://www.losmundialesdefutbol.com/jugadores/kurt_hamrin.php,Kurt Hamrin,,19 de noviembre de 1934,,Delantero,81,,,1,5,4,0.80
1240,https://www.losmundialesdefutbol.com/jugadores/agne_simonsson.php,Agne Simonsson,,19 de octubre de 1935,,Delantero,81,,,1,5,4,0.80
1241,https://www.losmundialesdefutbol.com/jugadores/zdenek_zikan.php,Zdenek Zikan,,10 de noviembre de 1937,,Delantero,19,,,1,3,4,1.33
1242,https://www.losmundialesdefutbol.com/jugadores/omar_oreste_corbatta.php,Omar Oreste Corbatta,,11 de marzo de 1936,,Delantero,7,,,1,3,3,1.00
1243,https://www.losmundialesdefutbol.com/jugadores/raymond_kopa.php,Raymond Kopa,,13 de octubre de 1931,,Delantero,40,,,2,8,4,0.50
1244,https://www.losmundialesdefutbol.com/jugadores/roger_piantoni.php,Roger Piantoni,,26 de diciembre de 1931,,Delantero,40,,,1,5,3,0.60
1245,https://www.losmundialesdefutbol.com/jugadores/toza_veselinovic.php,Toza Veselinovic,,22 de octubre de 1930,,Delantero,91,,,2,4,3,0.75
1246,https://www.losmundialesdefutbol.com/jugadores/juan_aguero.php,Juan Aguero,,24 de junio de 1935,,Delantero,68,,,1,3,2,0.67
1247,https://www.losmundialesdefutbol.com/jugadores/ivor_allchurch.php,Ivor Allchurch,,16 de octubre de 1929,,Delantero,41,,,1,5,2,0.40
1248,https://www.losmundialesdefutbol.com/jugadores/jose_altafini.php,Jose Altafini,,24 de julio de 1938,,Delantero,12,,,2,5,2,0.40
1249,https://www.losmundialesdefutbol.com/jugadores/milan_dvorak.php,Milan Dvorak,,19 de noviembre de 1934,,Delantero,19,,,1,4,2,0.50
1250,https://www.losmundialesdefutbol.com/jugadores/vaclav_hovorka.php,Vaclav Hovorka,,19 de septiembre de 1931,,Delantero,19,,,1,3,2,0.67
1251,https://www.losmundialesdefutbol.com/jugadores/anatoli_ilyin.php,Anatoli Ilyin,,27 de junio de 1931,,Delantero,87,,,1,5,2,0.40
1252,https://www.losmundialesdefutbol.com/jugadores/derek_kevan.php,Derek Kevan,,6 de marzo de 1935,,Delantero,49,,,2,4,2,0.50
1253,https://www.losmundialesdefutbol.com/jugadores/nils_liedholm.php,Nils Liedholm,,8 de octubre de 1922,,Mediocampista,81,,,1,5,2,0.40
1254,https://www.losmundialesdefutbol.com/jugadores/aleksandar_petakovic.php,Aleksandar Petakovic,,6 de febrero de 1930,,Delantero,91,,,2,4,2,0.50
1255,https://www.losmundialesdefutbol.com/jugadores/maryan_wisnieski.php,Maryan Wisnieski,,1 de febrero de 1937,,Delantero,40,,,1,6,2,0.33
1256,https://www.losmundialesdefutbol.com/jugadores/ludovico_avio.php,Ludovico Avio,,6 de octubre de 1931,,Delantero,7,,,1,2,1,0.50
1257,https://www.losmundialesdefutbol.com/jugadores/sammy_baird.php,Sammy Baird,,13 de mayo de 1930,,Mediocampista,35,,,1,1,1,1.00
1258,https://www.losmundialesdefutbol.com/jugadores/jaime_belmonte.php,Jaime Belmonte,,8 de octubre de 1934,,Delantero,62,,,1,2,1,0.50
1259,https://www.losmundialesdefutbol.com/jugadores/jozsef_bencsis.php,Jozsef Bencsis,,6 de agosto de 1933,,Delantero,46,,,1,2,1,0.50
1260,https://www.losmundialesdefutbol.com/jugadores/jozsef_bozsik.php,Jozsef Bozsik,,28 de noviembre de 1925,,Mediocampista,46,,,2,8,1,0.13
1261,https://www.losmundialesdefutbol.com/jugadores/john_charles.php,John Charles,,27 de diciembre de 1931,,Delantero,41,,,1,4,1,0.25
1262,https://www.losmundialesdefutbol.com/jugadores/hans_ciesclarczyk.php,Hans Ciesclarczyk,,3 de mayo de 1937,,Delantero,2,,,1,2,1,0.50
1263,https://www.losmundialesdefutbol.com/jugadores/bobby_collins.php,Bobby Collins,,16 de febrero de 1931,,Delantero,35,,,1,3,1,0.33
1264,https://www.losmundialesdefutbol.com/jugadores/wilbur_cush.php,Wilbur Cush,,10 de junio de 1928,,Delantero,52,,,1,5,1,0.20
1265,https://www.losmundialesdefutbol.com/jugadores/didi.php,Didi,,8 de octubre de 1928,,Mediocampista,12,,,3,15,3,0.20
1266,https://www.losmundialesdefutbol.com/jugadores/yvon_douis.php,Yvon Douis,,16 de mayo de 1935,,Delantero,40,,,1,1,1,1.00
1267,https://www.losmundialesdefutbol.com/jugadores/jiri_feureisl.php,Jiri Feureisl,,3 de octubre de 1931,,Delantero,19,,,1,3,1,0.33
1268,https://www.losmundialesdefutbol.com/jugadores/tom_finney.php,Tom Finney,,5 de abril de 1922,,Delantero,49,,,3,7,2,0.29
1269,https://www.losmundialesdefutbol.com/jugadores/gunnar_gren.php,Gunnar Gren,,31 de octubre de 1920,,Mediocampista,81,,,1,5,1,0.20
1270,https://www.losmundialesdefutbol.com/jugadores/john_haynes.php,John Haynes,,17 de octubre de 1934,,Delantero,49,,,3,8,1,0.13
1271,https://www.losmundialesdefutbol.com/jugadores/aleksandr_ivanov.php,Aleksandr Ivanov,,14 de abril de 1928,,Delantero,87,,,1,4,1,0.25
1272,https://www.losmundialesdefutbol.com/jugadores/alfred_koerner.php,Alfred Koerner,,14 de febrero de 1926,,Delantero,9,,,2,7,1,0.14
1273,https://www.losmundialesdefutbol.com/jugadores/karl_koller.php,Karl Koller,,9 de febrero de 1929,,Mediocampista,9,,,2,8,1,0.13
1274,https://www.losmundialesdefutbol.com/jugadores/terry_medwin.php,Terry Medwin,,25 de septiembre de 1932,,Delantero,41,,,1,4,1,0.25
