id_jugador,source_url,nombre,nombre_completo,fecha_nacimiento,lugar_nacimiento,posicion,id_seleccion_actual,altura_cm,apodo,total_mundiales,total_partidos,total_goles,promedio_gol
1,https://www.losmundialesdefutbol.com/jugadores/miroslav_klose.php,Miroslav Klose,,9 de junio de 1978,,Delantero,1,182,,4,24,16,0.67
2,https://www.losmundialesdefutbol.com/jugadores/ronaldo.php,Ronaldo,Ronaldo Luís Nazário de Lima,22 de septiembre de 1976,"Rio de Janeiro , Río de Janeiro , Brasil",Delantero,12,183,"Il Fenomeno, R9",4,19,15,0.79
3,https://www.losmundialesdefutbol.com/jugadores/gerd_mueller.php,Gerd Mueller,,3 de noviembre de 1945,,Delantero,2,,,2,13,14,1.08
4,https://www.losmundialesdefutbol.com/jugadores/just_fontaine.php,Just Fontaine,,18 de agosto de 1933,,Delantero,40,,,1,6,13,2.17
5,https://www.losmundialesdefutbol.com/jugadores/lionel_messi.php,Lionel Messi,Lionel Andrés Messi,24 de junio de 1987,"Rosario, Santa Fe, Argentina",Delantero,7,170,"La Pulga, Leo, Lio",5,26,13,0.50
6,https://www.losmundialesdefutbol.com/jugadores/kylian_mbappe.php,Kylian Mbappé,Kylian Mbappé Lottin,20 de diciembre de 1998,"París, Francia",Delantero,40,178,,2,14,12,0.86
7,https://www.losmundialesdefutbol.com/jugadores/pele.php,Pelé,Edson Arantes do Nascimento,23 de octubre de 1940,"Três Corações, Minas Gerais, Brasil",Delantero,12,173,"Pelé, El Rey, O Rei, La Perla Negra",4,14,12,0.86
8,https://www.losmundialesdefutbol.com/jugadores/juergen_klinsmann.php,Juergen Klinsmann,,30 de julio de 1964,,Delantero,2,,,3,17,11,0.65
9,https://www.losmundialesdefutbol.com/jugadores/cristiano_ronaldo.php,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,5 de febrero de 1985,"Funchal, Madeira, Portugal",Delantero,71,187,"CR7, el deseado, el bicho",5,22,8,0.36
10,https://www.losmundialesdefutbol.com/jugadores/robert_lewandowski.php,Robert Lewandowski,Robert Lewandowski,21 de agosto de 1988,"Varsovia, Polonia",Delantero,70,185,Lewy,2,7,2,0.29
11,https://www.losmundialesdefutbol.com/jugadores/luka_modric.php,Luka Modric,Luka Modrić,9 de septiembre de 1985,"Zadar, Croacia",Mediocampista,27,172,"'El Cruyff de los Balcanes', 'Vinagre'",4,19,2,0.11
12,https://www.losmundialesdefutbol.com/jugadores/diego_maradona.php,Diego Maradona,Diego Armando Maradona,30 de octubre de 1960,"Lanús, Buenos Aires, Argentina",Mediocampista,7,165,"El Diez, Pelusa, El Pibe de Oro",4,21,8,0.38
13,https://www.losmundialesdefutbol.com/jugadores/dani_alves.php,Dani Alves,Daniel Alves da Silva,6 de mayo de 1983,"Juazeiro, Bahía, Brasil",Defensor,12,172,,3,11,0,0
14,https://www.losmundialesdefutbol.com/jugadores/olivier_giroud.php,Olivier Giroud,Olivier Giroud,30 de septiembre de 1986,,Delantero,40,193,,3,18,5,0.28
15,https://www.losmundialesdefutbol.com/jugadores/neymar.php,Neymar Jr.,Neymar da Silva Santos Júnior,5 de febrero de 1992,"Mogi das Cruzes, San Pablo, Brasil",Delantero,12,175,,3,13,8,0.62
16,https://www.losmundialesdefutbol.com/jugadores/ronaldinho.php,Ronaldinho,Ronaldo de Assis Moreira,21 de marzo de 1980,"Porto Alegre, Río Grande del Sur, Brasil",Mediocampista,12,183,"Ronaldinho,El Brujo de Porto Alegre, Ronaldinho Gaúcho",2,10,2,0.20
17,https://www.losmundialesdefutbol.com/jugadores/karim_benzema.php,Karim Benzema,Karim Mostafa Benzema,19 de diciembre de 1987,"Lyon, Francia",Delantero,40,185,,2,5,3,0.60
18,https://www.losmundialesdefutbol.com/jugadores/gabriel_batistuta.php,Gabriel Batistuta,Gabriel Omar Batistuta,1 de febrero de 1969,"Reconquista, Santa Fe, Argentina",Delantero,7,185,"el Bati, el Batigol",3,12,10,0.83
19,https://www.losmundialesdefutbol.com/jugadores/thomas_mueller.php,Thomas Müller,Thomas Müller,13 de septiembre de 1989,,"Delantero, Mediocampista",1,185,,4,19,10,0.53
20,https://www.losmundialesdefutbol.com/jugadores/paulo_dybala.php,Paulo Dybala,Paulo Exequiel Dybala,15 de noviembre de 1993,"Laguna Larga, Córdoba, Argentina",Delantero,7,177,La Joya,2,3,0,0
21,https://www.losmundialesdefutbol.com/jugadores/enner_valencia.php,Enner Valencia,,4 de noviembre de 1989,,Delantero,31,177,,2,6,6,1.00
22,https://www.losmundialesdefutbol.com/jugadores/james_rodriguez.php,James Rodríguez,James David Rodríguez Rubio,12 de julio de 1991,"Cúcuta, Colombia",Mediocampista,22,180,,2,8,6,0.75
23,https://www.losmundialesdefutbol.com/jugadores/nicolas_otamendi.php,Nicolas Otamendi,Nicolás Hernán Gonzalo Otamendi,12 de febrero de 1988,,Defensor,7,183,,3,14,0,0
24,https://www.losmundialesdefutbol.com/jugadores/eusebio.php,Eusebio,,25 de enero de 1942,,Delantero,71,,,1,6,9,1.50
25,https://www.losmundialesdefutbol.com/jugadores/harry_kane.php,Harry Kane,Harry Edward Kane,28 de julio de 1993,"Londres, Inglaterra",Delantero,49,188,"'Huracán', 'Ciudadano Kane'",2,11,8,0.73
26,https://www.losmundialesdefutbol.com/jugadores/lothar_matthaeus.php,Lothar Matthaeus,,21 de marzo de 1961,,Mediocampista,2,,,5,25,6,0.24
27,https://www.losmundialesdefutbol.com/jugadores/luis_suarez.php,Luis Suarez,Luis Alberto Suárez Díaz,24 de enero de 1987,"Salto, Uruguay",Delantero,89,182,,4,16,7,0.44
28,https://www.losmundialesdefutbol.com/jugadores/raul_jimenez.php,Raúl Jiménez,Raúl Alonso Jiménez Rodríguez,5 de mayo de 1991,,Delantero,62,188,,3,6,0,0
29,https://www.losmundialesdefutbol.com/jugadores/guillermo_ochoa.php,Guillermo Ochoa,Francisco Guillermo Ochoa Magaña,13 de julio de 1985,"Guadalajara, México",Arquero,62,185,,5,11,0,0
30,https://www.losmundialesdefutbol.com/jugadores/gianluigi_buffon.php,Gianluigi Buffon,Gianluigi Buffon,28 de enero de 1978,"Carrara, Italia",Arquero,56,191,"Gigi, Supergigi",5,14,0,0
31,https://www.losmundialesdefutbol.com/jugadores/sergio_aguero.php,Sergio Agüero,Sergio Leonel Agüero del Castillo,2 de junio de 1988,"Ciudad de Buenos Aires, Argentina",Delantero,7,170,Kun,3,12,2,0.17
32,https://www.losmundialesdefutbol.com/jugadores/pepe.php,Pepe,Kepler Laveran de Lima Ferreira,26 de febrero de 1983,"Maceió, Brasil","Defensor, Mediocampista",71,187,,4,12,2,0.17
33,https://www.losmundialesdefutbol.com/jugadores/angel_di_maria.php,Angel Di Maria,Ángel Fabián Di María Hernández,14 de febrero de 1988,"Rosario, Santa Fe, Argentina",Mediocampista,7,178,"Fideo, Flaco",4,18,3,0.17
34,https://www.losmundialesdefutbol.com/jugadores/mario_kempes.php,Mario Kempes,,15 de julio de 1954,,Delantero,7,,,3,18,6,0.33
35,https://www.losmundialesdefutbol.com/jugadores/zinedine_zidane.php,Zinedine Zidane,Zinedine Zidane,23 de junio de 1972,"Marsella, Francia",Mediocampista,40,185,Zizou,3,12,5,0.42
36,https://www.losmundialesdefutbol.com/jugadores/alvaro_morata.php,Álvaro Morata,Álvaro Borja Morata Martín,23 de octubre de 1992,"Madrid, Madrid, España",Delantero,38,190,,1,4,3,0.75
37,https://www.losmundialesdefutbol.com/jugadores/hugo_sanchez.php,Hugo Sánchez,Hugo Sánchez Márquez,11 de julio de 1958,"México D.F., México",Delantero,62,175,"Hugol, Pentapichichi",3,8,1,0.13
38,https://www.losmundialesdefutbol.com/jugadores/juan_roman_riquelme.php,Juan Román Riquelme,Juan Román Riquelme,24 de junio de 1978,"San Fernando, Buenos Aires, Argentina",Mediocampista,7,182,"El Torero, el último 10",1,5,0,0
39,https://www.losmundialesdefutbol.com/jugadores/sergio_busquets.php,Sergio Busquets,Sergio Busquets Burgos,16 de julio de 1988,"Sabadell, Barcelona, España",Mediocampista,38,189,,4,17,0,0
40,https://www.losmundialesdefutbol.com/jugadores/thiago_silva.php,Thiago Silva,Thiago Emiliano da Silva,22 de septiembre de 1984,,Defensor,12,183,,4,15,2,0.13
41,https://www.losmundialesdefutbol.com/jugadores/antoine_griezmann.php,Antoine Griezmann,Antoine Griezmann,21 de marzo de 1991,"Mâcon, Francia","Delantero, Mediocampista",40,173,,3,19,4,0.21
42,https://www.losmundialesdefutbol.com/jugadores/diego_godin.php,Diego Godin,Diego Roberto Godín Leal,16 de febrero de 1986,,Defensor,89,185,,4,16,1,0.06
43,https://www.losmundialesdefutbol.com/jugadores/pablo_aimar.php,Pablo Aimar,,3 de noviembre de 1979,,Mediocampista,7,170,,2,6,0,0
44,https://www.losmundialesdefutbol.com/jugadores/cuauhtemoc_blanco.php,Cuauhtemoc Blanco,,17 de enero de 1973,,Delantero,62,178,,3,11,3,0.27
45,https://www.losmundialesdefutbol.com/jugadores/javier_hernandez.php,Javier Hernandez,Javier Hernández Balcázar,1 de junio de 1988,"Guadalajara, México",Delantero,62,175,Chicharito,3,12,4,0.33
46,https://www.losmundialesdefutbol.com/jugadores/edinson_cavani.php,Edinson Cavani,Edinson Roberto Cavani Gómez,14 de febrero de 1987,"Salto, Uruguay",Delantero,89,184,,4,17,5,0.29
47,https://www.losmundialesdefutbol.com/jugadores/jordi_alba.php,Jordi Alba,Jordi Alba Ramos,21 de marzo de 1989,"Hospitalet de Llobregat, Barcelona, España",Defensor,38,170,,3,11,0,0
48,https://www.losmundialesdefutbol.com/jugadores/carlos_vela.php,Carlos Vela,Carlos Alberto Vela Garrido,1 de marzo de 1989,,Delantero,62,179,,2,6,1,0.17
49,https://www.losmundialesdefutbol.com/jugadores/carlos_tevez.php,Carlos Tevez,Carlos Alberto Martínez Tevez,5 de febrero de 1984,"Ciudadela, Buenos Aires, Argentina",Delantero,7,173,El Apache,2,8,3,0.38
50,https://www.losmundialesdefutbol.com/jugadores/zlatan_ibrahimovic.php,Zlatan Ibrahimovic,,3 de octubre de 1981,"Malmo, Suecia",Delantero,81,195,,2,5,0,0
51,https://www.losmundialesdefutbol.com/jugadores/diego_forlan.php,Diego Forlan,,19 de mayo de 1979,,Delantero,89,181,,3,10,6,0.60
52,https://www.losmundialesdefutbol.com/jugadores/helmut_rahn.php,Helmut Rahn,,16 de agosto de 1929,,Delantero,2,,,2,10,10,1.00
53,https://www.losmundialesdefutbol.com/jugadores/uwe_seeler.php,Uwe Seeler,,5 de noviembre de 1936,,Delantero,2,,,4,21,9,0.43
54,https://www.losmundialesdefutbol.com/jugadores/sami_al_jaber.php,Sami Al Jaber,,11 de diciembre de 1972,,Delantero,5,176,,4,9,3,0.33
55,https://www.losmundialesdefutbol.com/jugadores/salem_al_dawsari.php,Salem Al-Dawsari,Salem Muhamed Al-Dawsari,19 de agosto de 1991,,Mediocampista,5,172,,2,6,3,0.50
56,https://www.losmundialesdefutbol.com/jugadores/fuad_amin.php,Fuad Amin,,13 de octubre de 1972,,Mediocampista,5,,,2,6,2,0.33
57,https://www.losmundialesdefutbol.com/jugadores/said_al_owayran.php,Said Al Owayran,,19 de agosto de 1967,,Delantero,5,,,2,6,1,0.17
58,https://www.losmundialesdefutbol.com/jugadores/youssef_al_tunayan.php,Youssef Al Tunayan,,18 de noviembre de 1963,,Delantero,5,,,1,2,1,0.50
59,https://www.losmundialesdefutbol.com/jugadores/saleh_al_shehri.php,Saleh Al-Shehri,Saleh Al-Shehri,1 de noviembre de 1993,,Delantero,5,184,,1,3,1,0.33
60,https://www.losmundialesdefutbol.com/jugadores/salah_assad.php,Salah Assad,,10 de junio de 1958,,Delantero,6,,,2,5,2,0.40
61,https://www.losmundialesdefutbol.com/jugadores/abdelmoumene_djabou.php,Abdelmoumene Djabou,,31 de enero de 1987,"Sétif, Argelia",Mediocampista,6,165,,1,3,2,0.67
62,https://www.losmundialesdefutbol.com/jugadores/islam_slimani.php,Islam Slimani,,18 de junio de 1988,,Delantero,6,186,,1,4,2,0.50
63,https://www.losmundialesdefutbol.com/jugadores/rafik_halliche.php,Rafik Halliche,,2 de septiembre de 1986,,Defensor,6,187,,2,7,1,0.14
64,https://www.losmundialesdefutbol.com/jugadores/rabah_madjer.php,Rabah Madjer,,15 de febrero de 1958,,Delantero,6,,,2,6,1,0.17
65,https://www.losmundialesdefutbol.com/jugadores/djamel_zidane.php,Djamel Zidane,,28 de abril de 1955,,Mediocampista,6,,,2,5,1,0.20
66,https://www.losmundialesdefutbol.com/jugadores/guillermo_stabile.php,Guillermo Stabile,,17 de enero de 1906,,Delantero,7,,,1,4,8,2.00
67,https://www.losmundialesdefutbol.com/jugadores/gonzalo_higuain.php,Gonzalo Higuain,Gonzalo Gerardo Higuaín,10 de diciembre de 1987,"Brest, Francia",Delantero,7,184,"Pipa, Pipita",3,14,5,0.36
68,https://www.losmundialesdefutbol.com/jugadores/tim_cahill.php,Tim Cahill,Timothy Filiga Cahill,6 de diciembre de 1979,,"Delantero, Mediocampista",8,180,,4,9,5,0.56
69,https://www.losmundialesdefutbol.com/jugadores/mile_jedinak.php,Mile Jedinak,Michael John Jedinak,3 de agosto de 1984,,Mediocampista,8,188,Mile,3,7,3,0.43
70,https://www.losmundialesdefutbol.com/jugadores/brett_holman.php,Brett Holman,,27 de marzo de 1984,,Delantero,8,176,,1,3,2,0.67
71,https://www.losmundialesdefutbol.com/jugadores/harry_kewell.php,Harry Kewell,,22 de septiembre de 1978,,Delantero,8,183,,2,4,1,0.25
72,https://www.losmundialesdefutbol.com/jugadores/mathew_leckie.php,Mathew Leckie,Mathew Allan Leckie,4 de febrero de 1991,,Delantero,8,181,,3,10,1,0.10
73,https://www.losmundialesdefutbol.com/jugadores/craig_moore.php,Craig Moore,,12 de diciembre de 1975,,Defensor,8,186,,2,6,1,0.17
74,https://www.losmundialesdefutbol.com/jugadores/erich_probst.php,Erich Probst,,5 de diciembre de 1927,,Delantero,9,,,1,5,6,1.20
75,https://www.losmundialesdefutbol.com/jugadores/hans_krankl.php,Hans Krankl,,14 de febrero de 1953,,Delantero,9,,,2,10,5,0.50
76,https://www.losmundialesdefutbol.com/jugadores/walter_schachner.php,Walter Schachner,,1 de febrero de 1957,,Delantero,9,,,2,8,3,0.38
77,https://www.losmundialesdefutbol.com/jugadores/ernst_stojaspal.php,Ernst Stojaspal,,14 de enero de 1925,,Delantero,9,,,1,4,3,0.75
78,https://www.losmundialesdefutbol.com/jugadores/theodor_wagner.php,Theodor Wagner,,6 de agosto de 1927,,Delantero,9,,,1,4,3,0.75
79,https://www.losmundialesdefutbol.com/jugadores/ernst_ocwirk.php,Ernst Ocwirk,,7 de marzo de 1926,,Mediocampista,9,,,1,5,2,0.40
80,https://www.losmundialesdefutbol.com/jugadores/romelu_lukaku.php,Romelu Lukaku,Romelu Menama Lukaku Bolingoli,13 de mayo de 1993,"Amberes, Bélgica",Delantero,14,190,,3,12,5,0.42
81,https://www.losmundialesdefutbol.com/jugadores/marc_wilmots.php,Marc Wilmots,,22 de febrero de 1969,,"Delantero, Mediocampista",14,184,,4,8,5,0.63
82,https://www.losmundialesdefutbol.com/jugadores/jan_ceulemans.php,Jan Ceulemans,,28 de febrero de 1957,,"Delantero, Mediocampista",14,,,3,16,4,0.25
83,https://www.losmundialesdefutbol.com/jugadores/nico_claesen.php,Nico Claesen,,1 de octubre de 1962,,Delantero,14,,,2,8,3,0.38
84,https://www.losmundialesdefutbol.com/jugadores/eden_hazard.php,Eden Hazard,Eden Michael Hazard,7 de enero de 1991,"La Louviere, Bélgica","Delantero, Mediocampista",14,173,El Duque,3,14,3,0.21
85,https://www.losmundialesdefutbol.com/jugadores/enzo_scifo.php,Enzo Scifo,,19 de febrero de 1966,,Mediocampista,14,,,4,17,3,0.18
86,https://www.losmundialesdefutbol.com/jugadores/ademir.php,Ademir,,8 de noviembre de 1922,,Delantero,12,,,1,6,9,1.50
87,https://www.losmundialesdefutbol.com/jugadores/jairzinho.php,Jairzinho,,25 de diciembre de 1944,,Delantero,12,,,3,16,9,0.56
88,https://www.losmundialesdefutbol.com/jugadores/vava.php,Vava,,12 de noviembre de 1934,,Delantero,12,,,2,10,9,0.90
89,https://www.losmundialesdefutbol.com/jugadores/rivaldo.php,Rivaldo,,19 de abril de 1972,,Mediocampista,12,186,,2,14,8,0.57
90,https://www.losmundialesdefutbol.com/jugadores/alphonso_davies.php,Alphonso Davies,Alphonso Boyle Davies,2 de noviembre de 2000,,Delantero,17,183,,1,3,1,0.33
91,https://www.losmundialesdefutbol.com/jugadores/mohammed_muntari.php,Mohammed Muntari,Mohammed Muntari,20 de diciembre de 1993,,Delantero,18,182,,1,3,1,0.33
92,https://www.losmundialesdefutbol.com/jugadores/yerry_mina.php,Yerry Mina,Yerry Fernando Mina González,23 de septiembre de 1994,,Defensor,22,195,,1,3,3,1.00
93,https://www.losmundialesdefutbol.com/jugadores/jackson_martinez.php,Jackson Martinez,,3 de octubre de 1986,,Delantero,22,185,,1,3,2,0.67
94,https://www.losmundialesdefutbol.com/jugadores/juan_quintero.php,Juan Quintero,Juan Fernando Quintero Paniagua,18 de enero de 1993,,Mediocampista,22,169,,2,7,2,0.29
95,https://www.losmundialesdefutbol.com/jugadores/bernardo_redin.php,Bernardo Redin,,26 de febrero de 1963,,Mediocampista,22,,,1,3,2,0.67
96,https://www.losmundialesdefutbol.com/jugadores/adolfo_valencia.php,Adolfo Valencia,,6 de febrero de 1968,,Delantero,22,,,2,6,2,0.33
97,https://www.losmundialesdefutbol.com/jugadores/jung_hwan_ahn.php,Jung Hwan Ahn,,27 de enero de 1976,,"Delantero, Mediocampista",24,177,,3,10,3,0.30
98,https://www.losmundialesdefutbol.com/jugadores/ji_sung_park.php,Ji Sung Park,,25 de febrero de 1981,,Mediocampista,24,175,,3,14,3,0.21
99,https://www.losmundialesdefutbol.com/jugadores/heung_min_son.php,Heung-Min Son,Son Heung-min,8 de julio de 1992,"Chuncheon, Corea del Sur",Delantero,24,183,"Sonny,​ Sonaldo",3,10,3,0.30
100,https://www.losmundialesdefutbol.com/jugadores/chung_yong_lee.php,Chung-yong Lee,Chung-yong Lee,2 de julio de 1988,,Mediocampista,24,180,,2,7,2,0.29
101,https://www.losmundialesdefutbol.com/jugadores/jung_soo_lee.php,Jung Soo Lee,,8 de enero de 1980,,Defensor,24,185,,1,4,2,0.50
102,https://www.losmundialesdefutbol.com/jugadores/sang_chul_yoo.php,Sang Chul Yoo,,18 de octubre de 1971,,"Defensor, Mediocampista",24,184,,2,10,2,0.20
103,https://www.losmundialesdefutbol.com/jugadores/wilfried_bony.php,Wilfried Bony,,10 de diciembre de 1988,,Delantero,26,182,,1,3,2,0.67
104,https://www.losmundialesdefutbol.com/jugadores/aruna_dindane.php,Aruna Dindane,,26 de noviembre de 1980,,Delantero,26,174,,2,6,2,0.33
105,https://www.losmundialesdefutbol.com/jugadores/didier_drogba.php,Didier Drogba,Didier Yves Drogba Tébily,11 de marzo de 1978,Costa de Marfil,Delantero,26,188,,3,8,2,0.25
106,https://www.losmundialesdefutbol.com/jugadores/gervinho.php,Gervinho,,27 de mayo de 1987,,Delantero,26,179,,2,6,2,0.33
107,https://www.losmundialesdefutbol.com/jugadores/romaric.php,Romaric,,4 de junio de 1983,,Mediocampista,26,187,,2,4,1,0.25
108,https://www.losmundialesdefutbol.com/jugadores/yaya_toure.php,Yaya Toure,,13 de mayo de 1983,,Mediocampista,26,189,,3,9,1,0.11
109,https://www.losmundialesdefutbol.com/jugadores/ivan_perisic.php,Ivan Perisic,Ivan Perišić,2 de febrero de 1989,,"Delantero, Mediocampista",27,187,,3,17,6,0.35
110,https://www.losmundialesdefutbol.com/jugadores/davor_suker.php,Davor Suker,,1 de enero de 1968,,Delantero,91,181,,3,8,6,0.75
111,https://www.losmundialesdefutbol.com/jugadores/mario_mandzukic.php,Mario Mandzukic,Mario Mandžukić,21 de mayo de 1986,,Delantero,27,187,,2,8,5,0.63
112,https://www.losmundialesdefutbol.com/jugadores/andrej_kramaric.php,Andrej Kramarić,Andrej Kramarić,19 de junio de 1991,,Delantero,27,177,,2,14,3,0.21
113,https://www.losmundialesdefutbol.com/jugadores/ivica_olic.php,Ivica Olic,,14 de septiembre de 1979,,Delantero,27,183,,3,8,2,0.25
114,https://www.losmundialesdefutbol.com/jugadores/robert_prosinecki.php,Robert Prosinecki,,12 de enero de 1969,,Mediocampista,91,182,,3,9,3,0.33
115,https://www.losmundialesdefutbol.com/jugadores/agustin_delgado.php,Agustin Delgado,,23 de diciembre de 1974,,Delantero,31,189,,2,6,3,0.50
116,https://www.losmundialesdefutbol.com/jugadores/carlos_tenorio.php,Carlos Tenorio,,14 de mayo de 1979,,Delantero,31,182,,2,6,2,0.33
117,https://www.losmundialesdefutbol.com/jugadores/moises_caicedo.php,Moisés Caicedo,,2 de noviembre de 2001,,Mediocampista,31,178,,1,3,1,0.33
118,https://www.losmundialesdefutbol.com/jugadores/ivan_kaviedes.php,Ivan Kaviedes,,24 de octubre de 1977,,Delantero,31,182,,2,6,1,0.17
119,https://www.losmundialesdefutbol.com/jugadores/edison_mendez.php,Edison Mendez,,16 de marzo de 1979,,Mediocampista,31,175,,3,8,1,0.13
120,https://www.losmundialesdefutbol.com/jugadores/abdulrahman_fawzi.php,Abdulrahman Fawzi,,11 de agosto de 1909,,Delantero,32,,,1,1,2,2.00
121,https://www.losmundialesdefutbol.com/jugadores/mohamed_salah.php,Mohamed Salah,Mohamed Salah Hamed Mahrous Ghaly,15 de junio de 1992,"Nagrig, Egipto",Delantero,32,175,,1,2,2,1.00
122,https://www.losmundialesdefutbol.com/jugadores/magdy_abedelghani.php,Magdy Abedelghani,,27 de julio de 1959,,Mediocampista,32,,,1,3,1,0.33
123,https://www.losmundialesdefutbol.com/jugadores/joe_jordan.php,Joe Jordan,,15 de diciembre de 1951,,Delantero,35,,,3,7,4,0.57
124,https://www.losmundialesdefutbol.com/jugadores/kenny_dalglish.php,Kenny Dalglish,,4 de marzo de 1951,,Delantero,35,,,3,8,2,0.25
125,https://www.losmundialesdefutbol.com/jugadores/archie_gemmill.php,Archie Gemmill,,24 de marzo de 1947,,Mediocampista,35,,,1,3,2,0.67
126,https://www.losmundialesdefutbol.com/jugadores/john_wark.php,John Wark,,4 de agosto de 1957,,Mediocampista,35,,,1,3,2,0.67
127,https://www.losmundialesdefutbol.com/jugadores/graeme_souness.php,Graeme Souness,,6 de mayo de 1953,,Mediocampista,35,,,3,6,1,0.17
128,https://www.losmundialesdefutbol.com/jugadores/gordon_strachan.php,Gordon Strachan,,9 de febrero de 1957,,Mediocampista,35,,,2,6,1,0.17
129,https://www.losmundialesdefutbol.com/jugadores/david_villa.php,David Villa,,3 de diciembre de 1981,,Delantero,38,175,,3,12,9,0.75
130,https://www.losmundialesdefutbol.com/jugadores/emilio_butragueno.php,Emilio Butragueño,Emilio Butragueño Santos,22 de julio de 1963,,Delantero,38,,,2,9,5,0.56
131,https://www.losmundialesdefutbol.com/jugadores/fernando_hierro.php,Fernando Hierro,,23 de marzo de 1968,,Defensor,38,187,,4,12,5,0.42
132,https://www.losmundialesdefutbol.com/jugadores/fernando_morientes.php,Fernando Morientes,,5 de abril de 1976,,Delantero,38,182,,2,7,5,0.71
133,https://www.losmundialesdefutbol.com/jugadores/raul.php,Raul,,27 de junio de 1977,,Delantero,38,180,,3,11,5,0.45
134,https://www.losmundialesdefutbol.com/jugadores/zarra.php,Zarra,,20 de enero de 1921,,Delantero,38,,,1,6,4,0.67
135,https://www.losmundialesdefutbol.com/jugadores/landon_donovan.php,Landon Donovan,,4 de marzo de 1982,,Mediocampista,39,173,,3,12,5,0.42
136,https://www.losmundialesdefutbol.com/jugadores/clint_dempsey.php,Clint Dempsey,,9 de marzo de 1983,,Mediocampista,39,185,,3,10,4,0.40
137,https://www.losmundialesdefutbol.com/jugadores/bert_patenaude.php,Bert Patenaude,,4 de noviembre de 1909,,Delantero,39,,,1,3,4,1.33
138,https://www.losmundialesdefutbol.com/jugadores/brian_mcbride.php,Brian Mcbride,,19 de junio de 1972,,Delantero,39,185,,3,10,3,0.30
139,https://www.losmundialesdefutbol.com/jugadores/haji_wright.php,Haji Wright,,27 de marzo de 1998,,Delantero,39,191,,1,4,1,0.25
140,https://www.losmundialesdefutbol.com/jugadores/eric_wynalda.php,Eric Wynalda,,9 de junio de 1969,,Delantero,39,,,3,8,1,0.13
141,https://www.losmundialesdefutbol.com/jugadores/thierry_henry.php,Thierry Henry,Thierry Daniel Henry,17 de agosto de 1977,"Les Ulis, Francia",Delantero,40,188,,4,17,6,0.35
142,https://www.losmundialesdefutbol.com/jugadores/michel_platini.php,Michel Platini,Michel François Platini,21 de junio de 1955,"Joeuf, Francia",Mediocampista,40,179,Le Roi (el rey),3,14,5,0.36
143,https://www.losmundialesdefutbol.com/jugadores/asamoah_gyan.php,Asamoah Gyan,,22 de noviembre de 1985,,Delantero,42,186,,3,11,6,0.55
144,https://www.losmundialesdefutbol.com/jugadores/andre_ayew.php,Andre Ayew,,17 de diciembre de 1989,,Mediocampista,42,175,,3,10,3,0.30
145,https://www.losmundialesdefutbol.com/jugadores/mohammed_kudus.php,Mohammed Kudus,,2 de agosto de 2000,,Mediocampista,42,175,,1,3,2,0.67
146,https://www.losmundialesdefutbol.com/jugadores/sulley_muntari.php,Sulley Muntari,Sulley Ali Muntari,27 de agosto de 1984,,Mediocampista,42,180,,3,9,2,0.22
147,https://www.losmundialesdefutbol.com/jugadores/haminu_draman.php,Haminu Draman,,1 de abril de 1986,,Mediocampista,42,173,,1,2,1,0.50
148,https://www.losmundialesdefutbol.com/jugadores/mohammed_salisu.php,Mohammed Salisu,,17 de abril de 1999,,Defensor,42,191,,1,3,1,0.33
149,https://www.losmundialesdefutbol.com/jugadores/emmanuel_sanon.php,Emmanuel Sanon,,25 de junio de 1951,,Delantero,44,,,1,3,2,0.67
150,https://www.losmundialesdefutbol.com/jugadores/gary_lineker.php,Gary Lineker,,30 de noviembre de 1960,,Delantero,49,,,2,12,10,0.83
151,https://www.losmundialesdefutbol.com/jugadores/geoff_hurst.php,Geoff Hurst,,8 de diciembre de 1941,,Delantero,49,,,2,6,5,0.83
152,https://www.losmundialesdefutbol.com/jugadores/bobby_charlton.php,Bobby Charlton,Sir Robert Charlton,11 de octubre de 1937,"Ashington, Northumberland, Inglaterra","Delantero, Mediocampista",49,173,,4,14,4,0.29
153,https://www.losmundialesdefutbol.com/jugadores/michael_owen.php,Michael Owen,,14 de diciembre de 1979,,Delantero,49,172,,3,12,4,0.33
154,https://www.losmundialesdefutbol.com/jugadores/bukayo_saka.php,Bukayo Saka,Bukayo Ayoyinka Temidayo Saka,5 de septiembre de 2001,"Ealing, Inglaterra",Delantero,49,178,,1,4,3,0.75
155,https://www.losmundialesdefutbol.com/jugadores/mehdi_taremi.php,Mehdi Taremi,Mehdi Taremi,18 de julio de 1992,,Delantero,53,185,,2,6,2,0.33
156,https://www.losmundialesdefutbol.com/jugadores/reza_ghoochannejhad.php,Reza Ghoochannejhad,Reza Ghoochannejhad Nournia,20 de septiembre de 1987,,Delantero,53,180,,2,3,1,0.33
157,https://www.losmundialesdefutbol.com/jugadores/yahya_golmohammadi.php,Yahya Golmohammadi,,19 de marzo de 1971,,Defensor,53,178,,1,2,1,0.50
158,https://www.losmundialesdefutbol.com/jugadores/mehdi_mahdavikia.php,Mehdi Mahdavikia,,24 de julio de 1977,,Mediocampista,53,176,,2,6,1,0.17
159,https://www.losmundialesdefutbol.com/jugadores/ramin_rezaeian.php,Ramin Rezaeian,Ramin Rezaeian,21 de marzo de 1990,,Defensor,53,184,,2,5,1,0.20
