id_mundial,id_jugador,id_seleccion,amarillas,rojas,rojas_directas,rojas_x2amarillas,partidos
9,5486,33,1,0,,,3
9,5671,33,1,0,,,2
9,5806,75,1,0,,,3
9,5847,89,1,0,,,6
9,1143,89,1,0,,,6
9,6144,87,1,0,,,1
9,6186,75,1,0,,,3
9,1079,2,1,0,,,6
9,6559,81,1,0,,,2
9,361,12,1,0,,,5
9,1105,56,1,0,,,4
9,7005,56,1,0,,,6
9,7751,14,1,0,,,3
9,1118,12,1,0,,,6
9,7883,89,1,0,,,6
9,176,62,1,0,,,4
9,7977,14,1,0,,,3
10,2703,20,1,1,1,-,2
10,5315,12,1,1,1,-,6
10,5847,89,0,1,1,-,1
10,5942,92,0,1,1,-,2
10,6887,8,0,1,-,1,3
10,1086,7,3,0,,,5
10,2137,44,2,0,,,3
10,1077,66,2,0,,,7
10,1137,81,2,0,,,6
10,4075,91,2,0,,,6
10,87,12,2,0,,,7
10,4730,70,2,0,,,7
10,1100,91,2,0,,,6
10,4866,3,2,0,,,6
10,5481,12,2,0,,,7
10,335,66,2,0,,,7
10,1102,91,2,0,,,5
10,6549,7,2,0,,,4
10,186,66,2,0,,,7
10,1106,3,2,0,,,6
10,7632,66,2,0,,,7
10,7974,66,2,0,,,7
10,1074,2,2,0,,,7
10,1537,91,1,0,,,6
10,1828,81,1,0,,,4
10,1076,91,1,0,,,3
10,2083,7,1,0,,,3
10,1044,56,1,0,,,3
10,1113,56,1,0,,,1
10,2494,91,1,0,,,6
10,2649,12,1,0,,,6
10,2976,3,1,0,,,6
10,3150,13,1,0,,,3
10,1034,12,1,0,,,4
10,1132,89,1,0,,,3
10,3666,89,1,0,,,3
10,3788,20,1,0,,,3
10,1095,70,1,0,,,7
10,4104,3,1,0,,,2
10,4171,35,1,0,,,3
10,1097,7,1,0,,,6
10,4284,35,1,0,,,3
10,1055,7,1,0,,,6
10,4380,92,1,0,,,3
10,4495,66,1,0,,,7
10,4516,89,1,0,,,3
10,123,35,1,0,,,3
10,1078,91,1,0,,,4
10,4990,3,1,0,,,3
10,5137,44,1,0,,,1
10,5356,8,1,0,,,3
10,5440,92,1,0,,,3
10,5441,89,1,0,,,3
10,5480,12,1,0,,,7
10,5537,89,1,0,,,3
10,5784,12,1,0,,,4
10,5965,70,1,0,,,6
10,6156,81,1,0,,,5
10,1079,2,1,0,,,7
10,6363,20,1,0,,,3
10,6559,81,1,0,,,2
10,6845,20,1,0,,,3
10,361,12,1,0,,,7
10,1081,3,1,0,,,4
10,336,70,1,0,,,6
10,8022,13,1,0,,,3
10,8041,20,1,0,,,3
10,8128,3,1,0,,,3
10,8167,3,1,0,,,4
10,8389,12,1,0,,,4
11,1059,66,1,1,1,-,4
11,966,46,1,1,1,-,2
11,7802,46,1,1,1,-,2
11,1069,69,3,0,,,5
11,1044,56,2,0,,,6
11,3485,53,2,0,,,2
11,973,56,2,0,,,6
11,1042,2,1,0,,,3
11,977,7,1,0,,,6
11,2122,12,1,0,,,7
11,1089,2,1,0,,,6
11,339,70,1,0,,,6
11,2353,81,1,0,,,3
11,985,56,1,0,,,7
11,2783,12,1,0,,,3
11,3170,86,1,0,,,3
11,920,12,1,0,,,3
11,3761,7,1,0,,,7
11,125,35,1,0,,,3
11,1031,56,1,0,,,7
11,1095,70,1,0,,,5
11,1039,66,1,0,,,6
11,4607,12,1,0,,,6
11,1073,66,1,0,,,7
11,5106,7,1,0,,,2
11,5136,38,1,0,,,3
11,5359,70,1,0,,,6
11,1110,2,1,0,,,6
11,5448,69,1,0,,,6
11,5524,46,1,0,,,3
11,5718,40,1,0,,,2
11,1058,2,1,0,,,4
11,5947,69,1,0,,,6
11,6043,53,1,0,,,3
11,335,66,1,0,,,5
11,1041,12,1,0,,,4
11,1014,12,1,0,,,7
11,968,7,1,0,,,7
11,142,40,1,0,,,3
11,6711,9,1,0,,,6
11,6739,69,1,0,,,2
11,6751,69,1,0,,,6
11,186,66,1,0,,,7
11,1035,12,1,0,,,5
11,7191,9,1,0,,,6
11,972,40,1,0,,,3
11,7632,66,1,0,,,4
11,7799,12,1,0,,,6
11,1067,66,1,0,,,7
11,1066,66,1,0,,,7
11,1068,62,1,0,,,3
11,8095,7,1,0,,,2
11,340,12,1,0,,,6
11,1071,46,1,0,,,3
12,3761,7,1,1,1,-,4
12,12,7,1,1,1,-,5
12,3278,52,0,1,1,-,4
12,8121,19,0,1,1,-,3
12,8323,45,0,1,1,-,3
12,910,40,2,0,,,5
12,339,70,2,0,,,6
12,984,70,2,0,,,7
12,1031,56,2,0,,,6
12,965,52,2,0,,,5
12,6302,56,2,0,,,5
12,6327,33,2,0,,,2
12,945,70,2,0,,,6
12,7560,2,2,0,,,7
12,1624,60,1,0,,,3
12,1728,38,1,0,,,5
12,1861,56,1,0,,,6
12,1870,16,1,0,,,3
12,977,7,1,0,,,5
12,979,87,1,0,,,5
12,960,7,1,0,,,5
12,2256,87,1,0,,,5
12,2369,87,1,0,,,3
12,2440,2,1,0,,,7
12,2523,49,1,0,,,4
12,2582,38,1,0,,,5
12,2746,19,1,0,,,1
12,986,87,1,0,,,5
12,1030,56,1,0,,,7
12,989,56,1,0,,,7
12,3122,9,1,0,,,4
12,3303,2,1,0,,,7
12,3312,69,1,0,,,3
12,3314,20,1,0,,,3
12,3531,33,1,0,,,2
12,3539,60,1,0,,,3
12,957,12,1,0,,,5
12,962,46,1,0,,,3
12,963,2,1,0,,,6
12,3655,2,1,0,,,4
12,3771,20,1,0,,,2
12,3795,20,1,0,,,2
12,928,40,1,0,,,5
12,958,40,1,0,,,6
12,3944,38,1,0,,,5
12,4164,9,1,0,,,4
12,998,9,1,0,,,5
12,999,2,1,0,,,5
12,1000,38,1,0,,,4
12,34,7,1,0,,,5
12,5002,91,1,0,,,2
12,1005,20,1,0,,,2
12,872,2,1,0,,,7
12,64,6,1,0,,,3
12,1007,70,1,0,,,7
12,5436,6,1,0,,,3
12,5451,45,1,0,,,3
12,1008,49,1,0,,,5
12,5482,56,1,0,,,5
12,5547,60,1,0,,,3
12,5613,52,1,0,,,5
12,5646,14,1,0,,,4
12,345,16,1,0,,,3
12,5755,14,1,0,,,5
12,6052,16,1,0,,,3
12,6139,16,1,0,,,3
12,966,46,1,0,,,3
12,1060,9,1,0,,,5
12,6253,7,1,0,,,5
12,6383,70,1,0,,,2
12,967,19,1,0,,,2
12,968,7,1,0,,,5
12,954,14,1,0,,,3
12,6598,9,1,0,,,1
12,1017,33,1,0,,,3
12,6827,33,1,0,,,3
12,337,56,1,0,,,7
12,7161,38,1,0,,,4
12,76,9,1,0,,,5
12,7254,56,1,0,,,7
12,7427,91,1,0,,,3
12,1022,40,1,0,,,6
12,127,35,1,0,,,3
12,7571,91,1,0,,,3
12,973,56,1,0,,,7
12,946,40,1,0,,,5
12,1069,69,1,0,,,3
12,8174,12,1,0,,,5
12,950,52,1,0,,,5
12,8238,49,1,0,,,5
12,8275,70,1,0,,,1
12,1027,38,1,0,,,4
12,1109,70,1,0,,,7
13,1597,62,1,1,1,-,5
13,1917,30,1,1,1,-,3
13,2380,89,1,1,1,-,3
13,7645,17,1,1,1,-,2
13,8238,49,1,1,1,-,2
13,2123,89,0,1,1,-,3
13,2246,2,0,1,1,-,6
13,3946,50,0,1,-,1,2
13,3573,49,3,0,,,4
13,37,62,3,0,,,4
13,1981,40,2,0,,,4
13,2232,56,2,0,,,3
13,2809,24,2,0,,,2
13,3016,89,2,0,,,3
13,3221,89,2,0,,,3
13,3340,70,2,0,,,4
13,924,40,2,0,,,6
13,3794,7,2,0,,,4
13,930,38,2,0,,,4
13,4779,61,2,0,,,4
13,4825,24,2,0,,,3
13,26,2,2,0,,,7
13,6726,7,2,0,,,7
13,7220,68,2,0,,,3
13,7319,50,2,0,,,2
13,1532,89,1,0,,,4
13,901,2,1,0,,,7
13,1781,89,1,0,,,4
13,910,40,1,0,,,7
13,1818,30,1,0,,,3
13,1882,13,1,0,,,3
13,976,35,1,0,,,1
13,2026,56,1,0,,,4
13,2069,35,1,0,,,2
13,2124,7,1,0,,,7
13,897,87,1,0,,,4
13,2229,30,1,0,,,3
13,339,70,1,0,,,4
13,803,12,1,0,,,5
13,2440,2,1,0,,,6
13,913,7,1,0,,,7
13,2523,49,1,0,,,5
13,2549,89,1,0,,,2
13,985,56,1,0,,,4
13,902,38,1,0,,,4
13,2582,38,1,0,,,5
13,341,12,1,0,,,5
13,82,14,1,0,,,7
13,83,14,1,0,,,7
13,2997,7,1,0,,,6
13,3089,62,1,0,,,3
13,3093,56,1,0,,,4
13,917,14,1,0,,,7
13,3172,56,1,0,,,4
13,3278,52,1,0,,,3
13,3359,2,1,0,,,7
13,920,12,1,0,,,5
13,3457,7,1,0,,,5
13,3656,2,1,0,,,7
13,927,89,1,0,,,4
13,3860,7,1,0,,,7
13,3883,71,1,0,,,3
13,3953,13,1,0,,,3
13,811,14,1,0,,,6
13,965,52,1,0,,,3
13,4113,50,1,0,,,2
13,4151,50,1,0,,,3
13,4162,49,1,0,,,3
13,4265,49,1,0,,,5
13,931,24,1,0,,,3
13,4471,2,1,0,,,6
13,4625,38,1,0,,,3
13,170,61,1,0,,,4
13,4782,50,1,0,,,3
13,5081,61,1,0,,,4
13,5186,17,1,0,,,3
13,64,6,1,0,,,3
13,5375,2,1,0,,,6
13,5414,35,1,0,,,2
13,5436,6,1,0,,,3
13,12,7,1,0,,,7
13,5490,13,1,0,,,2
13,5501,49,1,0,,,1
13,5613,52,1,0,,,3
13,5676,68,1,0,,,4
13,344,38,1,0,,,5
13,5813,50,1,0,,,2
13,5952,62,1,0,,,4
13,1011,35,1,0,,,2
13,935,62,1,0,,,5
13,6108,35,1,0,,,3
13,6111,30,1,0,,,3
13,6182,68,1,0,,,4
13,6250,7,1,0,,,7
13,6357,71,1,0,,,3
13,936,24,1,0,,,3
13,6426,24,1,0,,,3
13,954,14,1,0,,,7
13,905,62,1,0,,,5
13,939,87,1,0,,,3
13,6855,14,1,0,,,5
13,940,40,1,0,,,4
13,198,68,1,0,,,4
13,7083,50,1,0,,,2
13,7185,89,1,0,,,4
13,7194,89,1,0,,,3
13,7254,56,1,0,,,4
13,944,62,1,0,,,5
13,7318,50,1,0,,,3
13,945,70,1,0,,,4
13,7771,61,1,0,,,4
13,7792,38,1,0,,,5
13,7841,62,1,0,,,2
13,899,7,1,0,,,7
13,7961,14,1,0,,,4
13,949,14,1,0,,,5
13,8076,38,1,0,,,5
13,8088,56,1,0,,,4
13,950,52,1,0,,,3
13,8275,70,1,0,,,4
13,8291,52,1,0,,,2
14,4690,16,2,1,1,-,3
14,5542,16,2,1,1,-,2
14,876,7,2,1,1,-,4
14,5872,19,2,1,1,-,5
14,6894,66,2,1,1,-,4
14,7074,91,2,1,1,-,4
14,357,2,2,1,1,-,6
14,3168,7,1,1,1,-,3
14,3860,7,1,1,-,1,4
14,8339,24,1,1,1,-,2
14,1927,9,0,1,1,-,2
14,2256,87,0,1,1,-,2
14,3826,14,0,1,-,1,3
14,4778,34,0,1,-,1,3
14,6884,12,0,1,1,-,4
14,140,39,0,1,1,-,2
14,839,2,3,0,,,6
14,7307,7,3,0,,,5
14,2065,39,2,0,,,2
14,2124,7,2,0,,,4
14,2247,56,2,0,,,4
14,790,7,2,0,,,6
14,896,49,2,0,,,6
14,3888,22,2,0,,,4
14,3900,25,2,0,,,3
14,785,75,2,0,,,3
14,870,19,2,0,,,4
14,844,75,2,0,,,3
14,12,7,2,0,,,7
14,5461,25,2,0,,,4
14,5591,16,2,0,,,4
14,345,16,2,0,,,5
14,5920,12,2,0,,,2
14,6051,16,2,0,,,4
14,6139,16,2,0,,,5
14,6250,7,2,0,,,5
14,6285,16,2,0,,,3
14,6490,9,2,0,,,3
14,6523,89,2,0,,,4
14,7577,19,2,0,,,3
14,887,7,2,0,,,6
14,8352,34,2,0,,,2
14,8435,9,2,0,,,3
14,122,32,1,0,,,3
14,798,51,1,0,,,5
14,1774,22,1,0,,,4
14,1781,89,1,0,,,4
14,349,56,1,0,,,5
14,911,49,1,0,,,5
14,2246,2,1,0,,,7
14,842,19,1,0,,,5
14,803,12,1,0,,,4
14,2450,91,1,0,,,5
14,849,7,1,0,,,7
14,850,39,1,0,,,3
14,2778,38,1,0,,,4
14,2817,24,1,0,,,3
14,915,24,1,0,,,3
14,2829,19,1,0,,,5
14,2839,24,1,0,,,2
14,3065,56,1,0,,,6
14,780,12,1,0,,,4
14,3387,34,1,0,,,3
14,3609,56,1,0,,,7
14,927,89,1,0,,,4
14,859,56,1,0,,,7
14,3866,9,1,0,,,1
14,860,25,1,0,,,4
14,894,7,1,0,,,6
14,4057,89,1,0,,,4
14,863,19,1,0,,,5
14,4156,32,1,0,,,3
14,4232,22,1,0,,,4
14,4231,89,1,0,,,3
14,737,9,1,0,,,3
14,4339,34,1,0,,,3
14,864,24,1,0,,,2
14,4358,34,1,0,,,3
14,4503,25,1,0,,,4
14,4550,38,1,0,,,2
14,865,35,1,0,,,3
14,836,12,1,0,,,4
14,4658,19,1,0,,,5
14,4734,91,1,0,,,3
14,4792,87,1,0,,,3
14,868,66,1,0,,,4
14,4879,75,1,0,,,4
14,8,2,1,0,,,7
14,4886,19,1,0,,,5
14,4891,19,1,0,,,4
14,5151,24,1,0,,,1
14,5227,9,1,0,,,3
14,5328,75,1,0,,,3
14,5330,75,1,0,,,2
14,26,2,1,0,,,7
14,5570,12,1,0,,,4
14,5610,51,1,0,,,5
14,5624,35,1,0,,,2
14,5626,49,1,0,,,4
14,5632,35,1,0,,,3
14,5689,39,1,0,,,3
14,5867,51,1,0,,,5
14,5896,51,1,0,,,5
14,877,39,1,0,,,3
14,6126,81,1,0,,,3
14,6332,89,1,0,,,3
14,846,91,1,0,,,3
14,6430,49,1,0,,,6
14,6488,49,1,0,,,6
14,6524,22,1,0,,,4
14,6589,9,1,0,,,2
14,6621,89,1,0,,,1
14,879,87,1,0,,,3
14,6810,32,1,0,,,2
14,6846,9,1,0,,,1
14,6885,12,1,0,,,2
14,6923,38,1,0,,,4
14,942,7,1,0,,,5
14,7250,81,1,0,,,3
14,7289,7,1,0,,,2
14,7346,32,1,0,,,3
14,7390,7,1,0,,,7
14,343,19,1,0,,,5
14,7486,89,1,0,,,4
14,768,91,1,0,,,5
14,885,81,1,0,,,3
14,7747,81,1,0,,,2
14,7846,39,1,0,,,1
14,7951,66,1,0,,,4
14,8105,38,1,0,,,4
14,8155,91,1,0,,,5
14,8161,91,1,0,,,4
14,8264,39,1,0,,,3
14,8293,66,1,0,,,4
14,892,87,1,0,,,2
15,2871,39,1,1,-,1,3
15,792,62,1,1,-,1,4
15,7250,81,1,1,-,1,6
15,7747,81,1,1,1,-,5
15,2972,10,0,1,-,1,2
15,3499,10,0,1,1,-,1
15,3948,76,0,1,-,1,2
15,4991,13,0,1,-,1,5
15,5190,12,0,1,1,-,4
15,5992,38,0,1,1,-,3
15,6367,56,0,1,1,-,5
15,7470,16,0,1,1,-,2
15,7862,13,0,1,-,1,6
15,8124,75,0,1,1,-,1
15,8431,56,0,1,1,-,1
15,8317,13,4,0,,,6
15,1705,56,3,0,,,7
15,784,38,3,0,,,4
15,4436,13,3,0,,,6
15,8293,66,3,0,,,4
15,1519,38,2,0,,,5
15,1654,5,2,0,,,4
15,1774,22,2,0,,,3
15,56,5,2,0,,,3
15,348,81,2,0,,,7
15,2049,10,2,0,,,2
15,2552,7,2,0,,,4
15,2822,24,2,0,,,3
15,2949,56,2,0,,,6
15,781,81,2,0,,,5
15,3127,62,2,0,,,3
15,3375,1,2,0,,,3
15,3441,63,2,0,,,3
15,3607,38,2,0,,,5
15,734,62,2,0,,,3
15,4092,64,2,0,,,2
15,4139,39,2,0,,,3
15,4191,1,2,0,,,3
15,4410,51,2,0,,,2
15,4793,76,2,0,,,3
15,8,1,2,0,,,5
15,796,13,2,0,,,7
15,815,81,2,0,,,6
15,5582,12,2,0,,,6
15,5792,43,2,0,,,3
15,6039,61,2,0,,,2
15,6117,76,2,0,,,3
15,756,63,2,0,,,4
15,6592,51,2,0,,,3
15,6672,75,2,0,,,5
15,782,75,2,0,,,4
15,942,7,2,0,,,4
15,7277,75,2,0,,,4
15,347,13,2,0,,,7
15,7602,62,2,0,,,4
15,7609,82,2,0,,,3
15,888,22,2,0,,,3
15,8170,1,2,0,,,2
15,1498,5,1,0,,,4
15,718,63,1,0,,,4
15,1631,5,1,0,,,4
15,1632,5,1,0,,,2
15,786,14,1,0,,,3
15,1719,12,1,0,,,7
15,1730,43,1,0,,,1
15,788,63,1,0,,,4
15,1873,56,1,0,,,3
15,1999,61,1,0,,,3
15,789,56,1,0,,,7
15,838,13,1,0,,,7
15,18,7,1,0,,,4
15,2174,75,1,0,,,5
15,187,66,1,0,,,5
15,2293,64,1,0,,,3
15,802,13,1,0,,,4
15,2359,10,1,0,,,3
15,2364,14,1,0,,,2
15,2402,61,1,0,,,1
15,804,82,1,0,,,4
15,839,1,1,0,,,5
15,783,81,1,0,,,7
15,2561,12,1,0,,,3
15,850,39,1,0,,,4
15,2585,38,1,0,,,2
15,2603,62,1,0,,,4
15,790,7,1,0,,,3
15,2678,56,1,0,,,3
15,2748,7,1,0,,,4
15,2964,51,1,0,,,3
15,3041,61,1,0,,,3
15,3066,22,1,0,,,2
15,777,66,1,0,,,4
15,3284,39,1,0,,,4
15,791,75,1,0,,,5
15,780,12,1,0,,,7
15,3379,63,1,0,,,3
15,3399,61,1,0,,,3
15,3408,61,1,0,,,3
15,3412,61,1,0,,,2
15,3542,5,1,0,,,3
15,809,22,1,0,,,2
15,793,38,1,0,,,5
15,811,14,1,0,,,3
15,4078,1,1,0,,,5
15,4129,43,1,0,,,2
15,4228,82,1,0,,,4
15,4232,22,1,0,,,3
15,131,38,1,0,,,5
15,4305,82,1,0,,,4
15,4306,13,1,0,,,7
15,813,51,1,0,,,4
15,4392,81,1,0,,,7
15,4522,5,1,0,,,3
15,4574,64,1,0,,,1
15,794,66,1,0,,,5
15,836,12,1,0,,,7
15,814,38,1,0,,,4
15,4674,43,1,0,,,3
15,4675,16,1,0,,,3
15,4690,16,1,0,,,1
15,4710,43,1,0,,,2
15,663,76,1,0,,,3
15,4746,51,1,0,,,4
15,4760,51,1,0,,,2
15,4775,63,1,0,,,1
15,4787,76,1,0,,,2
15,4825,24,1,0,,,3
15,4865,13,1,0,,,6
15,795,82,1,0,,,3
15,4888,24,1,0,,,3
15,869,66,1,0,,,5
15,4897,1,1,0,,,5
15,743,13,1,0,,,7
15,5041,76,1,0,,,2
15,5071,39,1,0,,,4
15,5192,64,1,0,,,3
15,747,38,1,0,,,4
15,5328,75,1,0,,,5
15,5361,5,1,0,,,4
15,837,56,1,0,,,7
15,5432,43,1,0,,,1
15,818,56,1,0,,,6
15,5572,12,1,0,,,7
15,5591,16,1,0,,,2
15,5732,75,1,0,,,4
15,5735,13,1,0,,,7
15,819,81,1,0,,,5
15,750,1,1,0,,,4
15,820,61,1,0,,,1
15,6129,81,1,0,,,7
15,6190,63,1,0,,,4
15,6338,38,1,0,,,2
15,6397,75,1,0,,,2
15,6424,24,1,0,,,3
15,6439,82,1,0,,,4
15,759,75,1,0,,,5
15,6748,10,1,0,,,2
15,6797,62,1,0,,,2
15,6803,39,1,0,,,4
15,6831,7,1,0,,,4
15,6894,66,1,0,,,4
15,6898,10,1,0,,,3
15,6958,7,1,0,,,1
15,7142,61,1,0,,,2
15,85,14,1,0,,,4
15,7337,24,1,0,,,3
15,7359,56,1,0,,,6
15,829,13,1,0,,,7
15,7432,14,1,0,,,4
15,7471,16,1,0,,,1
15,7476,10,1,0,,,3
15,7478,64,1,0,,,1
15,7597,82,1,0,,,1
15,7710,16,1,0,,,3
15,7856,43,1,0,,,2
15,7923,66,1,0,,,4
15,7973,66,1,0,,,1
15,357,1,1,0,,,3
15,8198,14,1,0,,,4
15,833,66,1,0,,,3
15,8269,66,1,0,,,4
15,8343,13,1,0,,,5
15,8420,12,1,0,,,7
16,713,7,2,1,1,-,5
16,7470,16,2,1,1,-,3
16,723,40,1,1,1,-,5
16,6177,66,1,1,-,1,6
16,6594,80,1,1,1,-,1
16,6797,62,1,1,1,-,3
16,8231,30,1,1,1,-,3
16,35,40,1,1,1,-,5
16,1650,5,0,1,1,-,2
16,580,49,0,1,1,-,3
16,724,35,0,1,1,-,3
