id_mundial,id_seleccion,posicion,etapa,pts,pj,pg,pe,pp,gf,gc,dif
22,8,11,Octavos de Final,6,4,2,0,2,4,6,-2
22,82,12,Octavos de Final,6,4,2,0,2,5,9,-4
22,38,13,Octavos de Final,5,4,1,2,1,9,3,6
22,39,14,Octavos de Final,5,4,1,2,1,3,4,-1
22,70,15,Octavos de Final,4,4,1,1,2,3,5,-2
22,24,16,Octavos de Final,4,4,1,1,2,5,8,-3
22,1,17,Grupos 1ra Ronda,4,3,1,1,1,6,5,1
22,31,18,Grupos 1ra Ronda,4,3,1,1,1,4,3,1
22,16,19,Grupos 1ra Ronda,4,3,1,1,1,4,4,0
22,89,20,Grupos 1ra Ronda,4,3,1,1,1,2,2,0
22,86,21,Grupos 1ra Ronda,4,3,1,1,1,1,1,0
22,62,22,Grupos 1ra Ronda,4,3,1,1,1,2,3,-1
22,14,23,Grupos 1ra Ronda,4,3,1,1,1,1,2,-1
22,42,24,Grupos 1ra Ronda,3,3,1,0,2,5,7,-2
22,5,25,Grupos 1ra Ronda,3,3,1,0,2,3,5,-2
22,53,26,Grupos 1ra Ronda,3,3,1,0,2,4,7,-3
22,25,27,Grupos 1ra Ronda,3,3,1,0,2,3,11,-8
22,30,28,Grupos 1ra Ronda,1,3,0,1,2,1,3,-2
22,78,29,Grupos 1ra Ronda,1,3,0,1,2,5,8,-3
22,41,30,Grupos 1ra Ronda,1,3,0,1,2,1,6,-5
22,17,31,Grupos 1ra Ronda,0,3,0,0,3,2,7,-5
22,18,32,Grupos 1ra Ronda,0,3,0,0,3,1,7,-6
21,40,1,Final,19,7,6,1,0,14,6,8
21,27,2,Final,14,7,4,2,1,14,9,5
21,14,3,Partido 3er Puesto,18,7,6,0,1,16,6,10
21,49,4,Partido 3er Puesto,10,7,3,1,3,12,8,4
21,89,5,Cuartos de Final,12,5,4,0,1,7,3,4
21,12,6,Cuartos de Final,10,5,3,1,1,8,3,5
21,81,7,Cuartos de Final,9,5,3,0,2,6,4,2
21,76,8,Cuartos de Final,8,5,2,2,1,11,7,4
21,22,9,Octavos de Final,7,4,2,1,1,6,3,3
21,38,10,Octavos de Final,6,4,1,3,0,7,6,1
21,30,11,Octavos de Final,6,4,1,3,0,3,2,1
21,62,12,Octavos de Final,6,4,2,0,2,3,6,-3
21,71,13,Octavos de Final,5,4,1,2,1,6,6,0
21,82,14,Octavos de Final,5,4,1,2,1,5,5,0
21,58,15,Octavos de Final,4,4,1,1,2,6,7,-1
21,7,16,Octavos de Final,4,4,1,1,2,6,9,-3
21,77,17,Grupos 1ra Ronda,4,3,1,1,1,4,4,0
21,53,18,Grupos 1ra Ronda,4,3,1,1,1,2,2,0
21,24,19,Grupos 1ra Ronda,3,3,1,0,2,3,3,0
21,69,20,Grupos 1ra Ronda,3,3,1,0,2,2,2,0
21,63,21,Grupos 1ra Ronda,3,3,1,0,2,3,4,-1
21,1,22,Grupos 1ra Ronda,3,3,1,0,2,2,4,-2
21,78,23,Grupos 1ra Ronda,3,3,1,0,2,2,4,-2
21,86,24,Grupos 1ra Ronda,3,3,1,0,2,5,8,-3
21,70,25,Grupos 1ra Ronda,3,3,1,0,2,2,5,-3
21,5,26,Grupos 1ra Ronda,3,3,1,0,2,2,7,-5
21,61,27,Grupos 1ra Ronda,1,3,0,1,2,2,4,-2
21,54,28,Grupos 1ra Ronda,1,3,0,1,2,2,5,-3
21,25,29,Grupos 1ra Ronda,1,3,0,1,2,2,5,-3
21,8,30,Grupos 1ra Ronda,1,3,0,1,2,2,5,-3
21,32,31,Grupos 1ra Ronda,0,3,0,0,3,2,6,-4
21,67,32,Grupos 1ra Ronda,0,3,0,0,3,2,11,-9
20,1,1,Final,19,7,6,1,0,18,4,14
20,7,2,Final,16,7,5,1,1,8,4,4
20,66,3,Partido 3er Puesto,17,7,5,2,0,15,4,11
20,12,4,Partido 3er Puesto,11,7,3,2,2,11,14,-3
20,22,5,Cuartos de Final,12,5,4,0,1,12,4,8
20,14,6,Cuartos de Final,12,5,4,0,1,6,3,3
20,40,7,Cuartos de Final,10,5,3,1,1,10,3,7
20,25,8,Cuartos de Final,9,5,2,3,0,5,2,3
20,20,9,Octavos de Final,7,4,2,1,1,6,4,2
20,62,10,Octavos de Final,7,4,2,1,1,5,3,2
20,82,11,Octavos de Final,6,4,2,0,2,7,7,0
20,89,12,Octavos de Final,6,4,2,0,2,4,6,-2
20,43,13,Octavos de Final,5,4,1,2,1,3,5,-2
20,6,14,Octavos de Final,4,4,1,1,2,7,7,0
20,39,15,Octavos de Final,4,4,1,1,2,5,6,-1
20,63,16,Octavos de Final,4,4,1,1,2,3,5,-2
20,31,17,Grupos 1ra Ronda,4,3,1,1,1,3,3,0
20,71,18,Grupos 1ra Ronda,4,3,1,1,1,4,7,-3
20,27,19,Grupos 1ra Ronda,3,3,1,0,2,6,6,0
20,11,20,Grupos 1ra Ronda,3,3,1,0,2,4,4,0
20,26,21,Grupos 1ra Ronda,3,3,1,0,2,4,5,-1
20,56,22,Grupos 1ra Ronda,3,3,1,0,2,2,3,-1
20,38,23,Grupos 1ra Ronda,3,3,1,0,2,4,7,-3
20,76,24,Grupos 1ra Ronda,2,3,0,2,1,2,3,-1
20,42,25,Grupos 1ra Ronda,1,3,0,1,2,4,6,-2
20,49,26,Grupos 1ra Ronda,1,3,0,1,2,2,4,-2
