url_original,id_partido
1958_alemania_occidental_yugoslavia.php,858
1958_brasil_gales.php,859
1958_suecia_urss.php,860
1958_alemania_occidental_suecia.php,861
1958_francia_brasil.php,862
1958_alemania_occidental_francia.php,863
1958_suecia_brasil.php,864
1954_yugoslavia_francia.php,865
1954_austria_escocia.php,866
1954_uruguay_checoslovaquia.php,867
1954_brasil_mexico.php,868
1954_hungria_corea_del_sur.php,869
1954_inglaterra_belgica.php,870
1954_alemania_occidental_turquia.php,871
1954_suiza_italia.php,872
1954_francia_mexico.php,873
1954_brasil_yugoslavia.php,874
1954_austria_checoslovaquia.php,875
1954_uruguay_escocia.php,876
1954_hungria_alemania_occidental.php,877
1954_turquia_corea_del_sur.php,878
1954_inglaterra_suiza.php,879
1954_italia_belgica.php,880
1954_suiza_italia_2.php,881
1954_alemania_occidental_turquia_2.php,882
1954_uruguay_inglaterra.php,883
1954_austria_suiza.php,884
1954_hungria_brasil.php,885
1954_alemania_occidental_yugoslavia.php,886
1954_hungria_uruguay.php,887
1954_alemania_occidental_austria.php,888
1954_uruguay_austria.php,889
1954_hungria_alemania_occidental_2.php,890
1950_brasil_mexico.php,891
1950_suecia_italia.php,892
1950_yugoslavia_suiza.php,893
1950_inglaterra_chile.php,894
1950_espana_estados_unidos.php,895
1950_yugoslavia_mexico.php,896
1950_brasil_suiza.php,897
1950_suecia_paraguay.php,898
1950_estados_unidos_inglaterra.php,899
1950_espana_chile.php,900
1950_brasil_yugoslavia.php,901
1950_uruguay_bolivia.php,902
1950_suiza_mexico.php,903
1950_espana_inglaterra.php,904
1950_chile_estados_unidos.php,905
1950_italia_paraguay.php,906
1950_brasil_suecia.php,907
1950_uruguay_espana.php,908
1950_uruguay_suecia.php,909
1950_brasil_espana.php,910
1950_suecia_espana.php,911
1950_uruguay_brasil.php,912
1938_suiza_alemania.php,913
1938_francia_belgica.php,914
1938_italia_noruega.php,915
1938_brasil_polonia.php,916
1938_hungria_indias_orientales.php,917
1938_checoslovaquia_holanda.php,918
1938_cuba_rumania.php,919
1938_suiza_alemania_2.php,920
1938_cuba_rumania_2.php,921
1938_cuba_suecia.php,922
1938_italia_francia.php,923
1938_hungria_suiza.php,924
1938_brasil_checoslovaquia.php,925
1938_brasil_checoslovaquia_2.php,926
1938_hungria_suecia.php,927
1938_brasil_italia.php,928
1938_brasil_suecia.php,929
1938_italia_hungria.php,930
1934_alemania_belgica.php,931
1934_suecia_argentina.php,932
1934_italia_estados_unidos.php,933
1934_hungria_egipto.php,934
1934_espana_brasil.php,935
1934_checoslovaquia_rumania.php,936
1934_suiza_holanda.php,937
1934_austria_francia.php,938
1934_checoslovaquia_suiza.php,939
1934_austria_hungria.php,940
1934_alemania_suecia.php,941
1934_italia_espana.php,942
1934_italia_espana_2.php,943
1934_checoslovaquia_alemania.php,944
1934_italia_austria.php,945
1934_austria_alemania.php,946
1934_italia_checoslovaquia.php,947
1930_francia_mexico.php,948
1930_estados_unidos_belgica.php,949
1930_rumania_peru.php,950
1930_yugoslavia_brasil.php,951
1930_argentina_francia.php,952
1930_chile_mexico.php,953
1930_yugoslavia_bolivia.php,954
1930_estados_unidos_paraguay.php,955
1930_uruguay_peru.php,956
1930_argentina_mexico.php,957
1930_chile_francia.php,958
1930_paraguay_belgica.php,959
1930_brasil_bolivia.php,960
1930_uruguay_rumania.php,961
1930_argentina_chile.php,962
1930_argentina_estados_unidos.php,963
1930_uruguay_yugoslavia.php,964
1930_argentina_uruguay.php,965
