id_jugador,id_mundial,id_seleccion,camiseta,posicion,jugados,titular,capitan,no_jugo,goles,promedio_gol,tarjetas_amarillas,tarjetas_rojas,pg,pe,pp,posicion_final
1050,11,38,7,Delantero,1,1,0,2,1,1.00,0,0,0,0,1,10
1051,10,70,12,Mediocampista,7,7,0,0,3,0.43,0,0,6,0,1,3
1051,11,70,12,Mediocampista,6,6,0,0,1,0.17,0,0,3,1,2,5
1052,11,86,2,Defensor,3,3,0,0,1,0.33,0,0,1,1,1,9
1053,11,86,6,Mediocampista,3,3,0,0,1,0.33,0,0,1,1,1,9
1054,10,2,17,Delantero,6,4,0,1,0,0.00,0,0,6,0,0,1
1054,11,2,17,Delantero,3,3,0,3,1,0.33,0,0,0,2,1,6
1055,10,7,11,Delantero,6,4,0,0,3,0.50,1,0,1,2,3,8
1055,11,7,9,Mediocampista,6,3,0,1,1,0.17,0,0,5,0,1,1
1056,11,40,17,Delantero,2,2,0,1,1,0.50,0,0,0,0,2,12
1056,12,40,17,Delantero,3,3,0,4,0,0.00,0,0,2,1,0,4
1057,11,40,6,Defensor,2,2,0,1,1,0.50,0,0,1,0,1,12
1057,12,40,6,Defensor,4,1,0,3,0,0.00,0,0,1,1,2,4
1058,11,2,20,Mediocampista,4,3,0,2,1,0.25,1,0,1,2,1,6
1058,12,2,10,Mediocampista,2,1,0,5,0,0.00,0,0,0,1,1,2
1059,11,66,18,Mediocampista,4,0,0,3,1,0.25,1,1,1,2,1,2
1060,11,9,3,Defensor,6,6,0,0,1,0.17,0,0,3,0,3,7
1060,12,9,3,Defensor,5,5,0,0,0,0.00,1,0,2,1,2,8
1061,11,62,9,Delantero,3,3,0,0,1,0.33,0,0,0,0,3,16
1062,11,12,9,Delantero,3,2,0,4,1,0.33,0,0,1,2,0,3
1063,11,81,10,Delantero,3,3,0,0,1,0.33,0,0,0,1,2,13
1064,11,7,20,Defensor,7,7,0,0,1,0.14,0,0,5,1,1,1
1064,12,7,18,Defensor,5,5,0,0,0,0.00,0,0,2,0,3,11
1065,11,46,19,Delantero,1,0,0,2,1,1.00,0,0,0,0,1,15
1066,10,66,10,Delantero,1,0,0,6,0,0.00,0,0,0,0,1,2
1066,11,66,10,Delantero,7,7,0,0,1,0.14,1,0,3,2,2,2
1067,10,66,11,Mediocampista,0,0,0,7,0,0.00,0,0,0,0,0,2
1067,11,66,11,Mediocampista,7,7,0,0,1,0.14,1,0,3,2,2,2
1068,11,62,5,Defensor,3,3,0,0,1,0.33,1,0,0,0,3,16
1069,11,69,6,Mediocampista,5,5,0,1,1,0.20,3,0,2,1,2,8
1069,12,69,6,Mediocampista,3,3,0,0,0,0.00,1,0,0,2,1,20
1070,11,56,15,Mediocampista,5,2,0,2,1,0.20,0,0,3,1,1,4
1071,11,46,5,Mediocampista,3,3,0,0,1,0.33,1,0,0,0,3,15
1072,10,7,12,Arquero,1,1,0,5,0,0.00,0,0,0,1,0,8
1072,11,7,5,Arquero,7,7,0,0,0,0.00,0,0,5,1,1,1
1072,12,7,7,Arquero,5,5,0,0,0,0.00,0,0,2,0,3,11
1073,10,66,12,Defensor,7,7,0,0,1,0.14,0,0,5,1,1,2
1073,11,66,5,Defensor,7,7,0,0,0,0.00,1,0,3,2,2,2
1074,9,2,7,Defensor,6,6,0,0,0,0.00,0,0,5,0,1,3
1074,10,2,2,Defensor,7,7,0,0,0,0.00,2,0,6,0,1,1
1074,11,2,2,Defensor,6,6,0,0,0,0.00,0,0,1,4,1,6
1075,10,81,10,Delantero,6,6,0,0,4,0.67,0,0,2,2,2,5
1075,11,81,22,Delantero,3,1,0,0,0,0.00,0,0,0,1,2,13
1076,10,91,19,Delantero,3,3,0,3,3,1.00,1,0,1,1,1,7
1077,10,66,14,Delantero,7,7,0,0,3,0.43,2,0,5,1,1,2
1078,10,91,18,Delantero,4,2,0,2,2,0.50,1,0,0,1,3,7
1079,8,2,12,Mediocampista,6,6,0,0,0,0.00,1,0,4,1,1,2
1079,9,2,12,Mediocampista,6,6,0,0,1,0.17,1,0,5,0,1,3
1079,10,2,12,Mediocampista,7,7,0,0,2,0.29,1,0,6,0,1,1
1080,10,81,11,Delantero,6,6,0,0,2,0.33,0,0,2,2,2,5
1081,10,3,11,Delantero,4,4,0,2,2,0.50,1,0,1,2,1,6
1082,10,91,9,Delantero,6,6,0,0,2,0.33,0,0,1,2,3,7
1082,12,91,20,Delantero,3,3,0,0,0,0.00,0,0,1,1,1,16
1083,10,7,22,Delantero,3,3,0,3,2,0.67,0,0,1,1,1,8
1084,10,56,19,Delantero,3,2,0,0,1,0.33,0,0,1,1,1,10
1085,10,7,2,Delantero,6,6,0,0,1,0.17,0,0,1,2,3,8
1086,10,7,3,Delantero,5,5,0,1,1,0.20,3,0,1,2,2,8
1087,10,91,6,Defensor,5,5,0,1,1,0.20,0,0,1,2,2,7
1088,9,13,8,Mediocampista,3,2,0,0,1,0.33,0,0,0,1,2,13
1088,10,13,8,Mediocampista,3,3,0,0,1,0.33,0,0,0,2,1,12
1089,10,2,16,Mediocampista,4,4,0,3,1,0.25,0,0,4,0,0,1
1089,11,2,6,Mediocampista,6,6,0,0,0,0.00,1,0,1,4,1,6
1090,10,7,6,Mediocampista,4,3,1,2,1,0.25,0,0,1,1,2,8
1091,10,56,8,Mediocampista,3,3,0,0,1,0.33,0,0,1,1,1,10
1092,10,2,8,Defensor,3,3,0,4,1,0.33,0,0,2,0,1,1
1092,11,2,16,Mediocampista,0,0,0,6,0,0.00,0,0,0,0,0,6
1093,10,66,7,Defensor,4,0,0,3,1,0.25,0,0,2,1,1,2
1094,10,91,11,Delantero,5,5,0,1,1,0.20,0,0,1,2,2,7
1095,10,70,6,Defensor,7,7,0,0,1,0.14,1,0,6,0,1,3
1095,11,70,6,Defensor,5,5,0,1,0,0.00,1,0,3,1,1,5
1096,8,2,20,Delantero,0,0,0,6,0,0.00,0,0,0,0,0,2
1096,9,2,20,Delantero,5,1,0,1,0,0.00,0,0,4,0,1,3
1096,10,2,9,Delantero,6,5,0,1,1,0.17,0,0,5,0,1,1
1097,10,7,10,Defensor,6,6,0,0,1,0.17,1,0,1,2,3,8
1098,10,2,14,Mediocampista,7,6,0,0,1,0.14,0,0,6,0,1,1
1099,10,3,20,Delantero,6,5,0,0,1,0.17,0,0,2,2,2,6
1100,10,91,5,Defensor,6,6,0,0,1,0.17,2,0,1,2,3,7
1101,10,35,11,Delantero,3,3,0,0,1,0.33,0,0,1,2,0,9
1102,10,91,8,Mediocampista,5,5,0,1,1,0.20,2,0,1,2,2,7
1103,10,89,6,Defensor,3,3,0,0,1,0.33,0,0,0,1,2,13
1104,10,91,7,Mediocampista,5,4,0,1,1,0.20,0,0,1,2,2,7
1105,7,56,14,Delantero,1,1,0,2,0,0.00,0,0,0,1,0,9
1105,8,56,19,Mediocampista,2,2,0,1,0,0.00,0,0,1,0,1,9
1105,9,56,14,Mediocampista,4,0,0,2,2,0.50,1,0,2,1,1,2
1105,10,56,10,Mediocampista,2,2,0,1,1,0.50,0,0,1,1,0,10
1106,10,3,14,Mediocampista,6,6,0,0,1,0.17,2,0,2,2,2,6
1107,10,81,8,Delantero,5,4,0,1,1,0.20,0,0,2,1,2,5
1107,11,81,16,Delantero,1,0,0,2,0,0.00,0,0,0,0,1,13
1108,10,12,13,Delantero,6,5,0,1,1,0.17,0,0,3,1,2,4
1109,10,70,9,Defensor,7,7,0,0,0,0.00,0,0,6,0,1,3
1109,11,70,9,Defensor,6,6,0,0,0,0.00,0,0,3,1,2,5
1109,12,70,9,Defensor,7,7,0,0,0,0.00,1,0,3,3,1,3
1109,13,70,3,Defensor,1,0,0,3,0,0.00,0,0,0,0,1,14
1110,8,2,22,Arquero,0,0,0,6,0,0.00,0,0,0,0,0,2
1110,9,2,1,Arquero,5,5,0,1,0,0.00,0,0,4,0,1,3
1110,10,2,1,Arquero,7,7,0,0,0,0.00,0,0,6,0,1,1
1110,11,2,1,Arquero,6,6,0,0,0,0.00,1,0,1,4,1,6
1111,9,87,16,Delantero,4,4,0,0,4,1.00,1,0,2,1,1,5
1112,9,56,11,Delantero,6,6,0,0,3,0.50,0,0,3,2,1,2
1112,10,56,11,Delantero,2,2,0,1,0,0.00,0,0,1,1,0,10
1113,9,56,20,Delantero,6,6,0,0,2,0.33,1,0,3,2,1,2
1113,10,56,20,Delantero,1,0,0,2,0,0.00,1,0,0,0,1,10
1114,9,75,9,Delantero,3,3,0,0,2,0.67,0,0,1,0,2,10
1115,9,69,11,Delantero,4,4,0,0,2,0.50,0,0,2,0,2,7
1116,9,14,18,Delantero,2,2,0,1,2,1.00,0,0,1,0,1,10
1117,9,19,8,Delantero,3,3,0,0,2,0.67,0,0,0,0,3,15
1118,8,12,20,Mediocampista,1,1,0,2,1,1.00,0,0,0,0,1,11
1118,9,12,9,Mediocampista,6,6,0,0,2,0.33,1,0,6,0,0,1
1119,9,14,8,Mediocampista,3,3,0,0,2,0.67,0,0,1,0,2,10
1119,12,14,8,Mediocampista,3,1,0,2,0,0.00,0,0,1,1,1,10
1120,9,87,11,Mediocampista,4,3,0,0,1,0.25,1,0,2,1,1,5
1121,9,62,20,Delantero,2,0,0,2,1,0.50,0,0,2,0,0,6
1122,8,56,5,Defensor,2,2,0,1,0,0.00,0,0,1,0,1,9
1122,9,56,2,Defensor,6,6,0,0,1,0.17,1,0,3,2,1,2
1122,10,56,6,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,10
1123,9,12,4,Defensor,6,6,0,0,1,0.17,1,0,6,0,0,1
1124,9,69,7,Mediocampista,4,4,0,0,1,0.25,0,0,2,0,2,7
1125,9,69,4,Defensor,4,4,0,0,1,0.25,0,0,2,0,2,7
1125,11,69,4,Defensor,6,6,0,0,0,0.00,0,0,2,1,3,8
1126,9,49,21,Delantero,1,1,0,3,1,1.00,0,0,1,0,0,8
1127,9,12,5,Mediocampista,6,6,0,0,1,0.17,0,0,6,0,0,1
1128,7,89,11,Delantero,2,2,0,1,1,0.50,0,0,1,0,1,13
1128,9,89,7,Mediocampista,5,5,0,1,1,0.20,0,0,2,1,2,4
1128,10,89,7,Mediocampista,2,1,0,1,0,0.00,0,0,0,0,2,13
1129,9,75,7,Mediocampista,3,3,0,0,1,0.33,0,0,1,0,2,10
1130,7,13,19,Delantero,2,2,0,1,0,0.00,0,0,0,1,1,15
1130,8,13,7,Mediocampista,2,2,0,1,0,0.00,1,0,0,0,2,15
1130,9,13,11,Mediocampista,2,2,0,1,1,0.50,0,0,0,0,2,13
1131,9,56,13,Delantero,6,6,0,0,1,0.17,1,0,3,2,1,2
1132,8,89,21,Mediocampista,0,0,0,4,0,0.00,0,0,0,0,0,7
1132,9,89,9,Mediocampista,6,3,0,0,1,0.17,0,0,2,1,3,4
1132,10,89,8,Mediocampista,3,3,0,0,0,0.00,1,0,0,1,2,13
1133,8,62,10,Delantero,1,1,0,2,0,0.00,0,0,0,1,0,12
1133,9,62,21,Delantero,4,4,0,0,1,0.25,0,0,2,1,1,6
1134,8,12,11,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,11
1134,9,12,8,Mediocampista,4,4,0,2,1,0.25,1,0,4,0,0,1
1135,9,61,11,Delantero,3,3,0,0,1,0.33,0,0,0,1,2,14
1136,8,62,13,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,12
1136,9,62,17,Mediocampista,3,3,0,1,1,0.33,0,0,2,0,1,6
1137,9,81,10,Delantero,2,1,0,1,1,0.50,0,0,1,0,1,9
1137,10,81,6,Mediocampista,6,6,0,0,0,0.00,2,0,2,2,2,5
1138,9,61,14,Delantero,2,2,0,1,1,0.50,0,0,0,0,2,14
1139,9,87,21,Delantero,4,3,0,0,1,0.25,1,0,2,1,1,5
1140,9,13,17,Mediocampista,2,2,0,1,1,0.50,0,0,0,1,1,13
1141,9,2,14,Delantero,5,4,0,1,1,0.20,0,0,4,0,1,3
1142,9,89,10,Mediocampista,6,6,0,0,1,0.17,1,0,2,1,3,4
1143,9,89,6,Defensor,6,6,0,0,1,0.17,1,0,2,1,3,4
1144,9,49,4,Mediocampista,4,4,0,0,1,0.25,0,0,2,0,2,8
1145,9,75,16,Mediocampista,3,2,0,0,1,0.33,0,0,1,0,2,10
1146,9,13,16,Mediocampista,2,2,0,1,1,0.50,0,0,0,1,1,13
1146,10,13,17,Defensor,2,2,0,1,0,0.00,0,0,0,2,0,12
1147,8,62,3,Defensor,3,3,0,0,0,0.00,0,0,0,2,1,12
1147,9,62,3,Defensor,4,4,0,0,1,0.25,2,0,2,1,1,6
1148,8,49,16,Mediocampista,5,5,0,1,1,0.20,1,0,5,0,0,1
1148,9,49,11,Delantero,4,4,0,0,1,0.25,0,0,2,0,2,8
1149,6,2,17,Defensor,2,2,0,4,0,0.00,0,0,0,1,1,4
1149,7,2,3,Defensor,4,4,0,0,0,0.00,0,0,2,1,1,7
1149,8,2,3,Defensor,6,6,0,0,0,0.00,0,0,4,1,1,2
1149,9,2,3,Defensor,5,5,0,1,1,0.20,0,0,4,0,1,3
1150,9,55,10,Delantero,3,3,0,0,1,0.33,0,0,0,2,1,12
1151,9,81,18,Delantero,2,1,0,1,1,0.50,0,0,1,1,0,9
1152,7,13,12,Defensor,1,1,0,2,0,0.00,0,0,0,1,0,15
1152,8,13,6,Delantero,3,3,0,0,0,0.00,1,0,0,0,3,15
1152,9,13,14,Defensor,2,2,0,1,1,0.50,0,0,0,1,1,13
1152,10,13,3,Defensor,0,0,0,3,0,0.00,0,0,0,0,0,12
1153,8,89,1,Arquero,4,4,0,0,0,0.00,0,0,1,2,1,7
1153,9,89,1,Arquero,6,6,0,0,0,0.00,0,0,2,1,3,4
1153,10,89,1,Arquero,3,3,0,0,0,0.00,0,0,0,1,2,13
1154,9,89,2,Defensor,6,6,0,0,0,0.00,0,0,2,1,3,4
1155,8,56,6,Defensor,3,3,0,0,0,0.00,0,0,1,0,2,9
1155,9,56,3,Defensor,6,6,0,0,0,0.00,0,0,3,2,1,2
1155,10,56,3,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,10
1156,8,7,19,Delantero,4,4,0,0,3,0.75,1,0,2,1,1,5
1157,7,49,18,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,8
1157,8,49,21,Delantero,6,6,0,0,3,0.50,0,0,5,1,0,1
1158,8,87,19,Delantero,5,5,0,1,3,0.60,0,0,3,0,2,4
1159,7,87,22,Delantero,3,3,0,1,2,0.67,0,0,1,1,1,6
1159,8,87,11,Delantero,4,4,0,2,2,0.50,0,1,3,0,1,4
1160,8,20,12,Mediocampista,3,3,0,0,2,0.67,1,0,0,1,2,13
1161,7,46,3,Defensor,4,4,0,0,0,0.00,0,0,2,1,1,5
1161,8,46,5,Defensor,4,4,0,0,2,0.50,0,0,2,0,2,6
1162,8,23,8,Delantero,4,4,0,0,2,0.50,0,0,1,1,2,8
1163,8,38,8,Delantero,2,2,0,1,1,0.50,0,0,1,0,1,10
1164,7,13,15,Delantero,1,1,0,2,0,0.00,0,0,0,0,1,15
1164,8,13,9,Delantero,3,3,0,0,1,0.33,0,0,0,0,3,15
1164,9,13,19,Delantero,3,2,0,0,0,0.00,0,0,0,1,2,13
1165,8,87,18,Delantero,5,5,0,1,1,0.20,0,0,3,0,2,4
1166,8,56,3,Delantero,2,2,0,1,1,0.50,0,0,1,0,1,9
1167,8,62,20,Delantero,3,3,0,0,1,0.33,0,0,0,2,1,12
1167,9,62,9,Delantero,2,1,0,2,0,0.00,0,0,1,0,1,6
1168,7,89,8,Mediocampista,1,1,0,2,0,0.00,0,0,0,0,1,13
1168,8,89,7,Mediocampista,4,4,0,0,1,0.25,0,0,1,2,1,7
1168,9,89,20,Mediocampista,6,5,0,0,0,0.00,1,0,2,1,3,4
1169,8,40,10,Delantero,1,1,0,2,1,1.00,0,0,0,0,1,13
1170,8,2,11,Delantero,4,4,0,2,1,0.25,0,0,3,0,1,2
1171,7,46,16,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,5
1171,8,46,10,Delantero,4,4,0,0,1,0.25,0,0,2,0,2,6
1172,8,38,19,Delantero,1,1,0,2,1,1.00,0,0,0,0,1,10
1173,8,40,14,Delantero,3,3,0,0,1,0.33,0,0,0,1,2,13
1174,8,2,10,Delantero,6,6,0,0,1,0.17,0,0,4,1,1,2
1174,9,2,10,Delantero,3,2,0,3,0,0.00,0,0,2,0,1,3
1175,8,23,16,Defensor,2,2,0,2,1,0.50,0,0,0,1,1,8
1176,8,56,14,Mediocampista,3,3,0,0,1,0.33,0,0,1,0,2,9
1176,9,56,15,Mediocampista,6,6,0,0,0,0.00,0,0,3,2,1,2
1176,10,56,7,Mediocampista,3,3,0,0,0,0.00,0,0,1,1,1,10
1177,8,7,20,Delantero,4,4,0,0,1,0.25,0,0,2,1,1,5
1178,8,23,7,Mediocampista,4,4,0,0,1,0.25,0,0,1,1,2,8
1179,8,38,18,Mediocampista,2,2,0,1,1,0.50,0,0,1,0,1,10
1179,11,38,18,Defensor,2,1,1,1,0,0.00,0,0,1,0,1,10
1180,8,82,16,Delantero,2,2,0,1,1,0.50,0,0,0,0,2,16
1181,8,12,9,Defensor,1,1,0,2,1,1.00,0,0,0,0,1,11
1182,7,89,10,Mediocampista,2,2,0,1,0,0.00,0,0,1,0,1,13
1182,8,89,10,Delantero,4,4,0,0,1,0.25,0,0,1,2,1,7
1182,9,89,8,Mediocampista,1,1,1,5,0,0.00,0,0,1,0,0,4
1182,10,89,10,Mediocampista,3,3,0,0,0,0.00,0,0,0,1,2,13
1183,8,38,2,Defensor,3,3,0,0,1,0.33,0,0,1,0,2,10
1184,8,71,11,Delantero,6,6,0,0,1,0.17,0,0,5,0,1,3
1185,8,2,6,Defensor,6,6,0,0,1,0.17,1,0,4,1,1,2
1185,9,2,6,Defensor,2,1,0,4,0,0.00,0,0,2,0,0,3
1186,8,23,15,Delantero,2,2,0,2,1,0.50,0,0,1,0,1,8
1187,7,49,22,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,8
1187,8,49,1,Arquero,6,6,0,0,0,0.00,0,0,5,1,0,1
1187,9,49,1,Arquero,3,3,0,1,0,0.00,0,0,2,0,1,8
1188,8,49,2,Defensor,6,6,0,0,0,0.00,0,0,5,1,0,1
1189,7,7,3,Defensor,3,3,0,0,0,0.00,0,0,1,1,1,10
1189,8,7,7,Defensor,4,4,0,0,0,0.00,0,0,2,1,1,5
1190,7,49,16,Defensor,4,4,0,0,0,0.00,0,0,1,1,2,8
1190,8,49,6,Defensor,6,6,0,0,0,0.00,0,0,5,1,0,1
1190,9,49,6,Defensor,4,4,0,0,0,0.00,0,0,2,0,2,8
1191,8,71,4,Defensor,4,4,0,2,0,0.00,0,0,4,0,0,3
1192,8,71,10,Mediocampista,6,6,0,0,0,0.00,1,0,5,0,1,3
1193,7,12,20,Delantero,4,4,0,2,3,0.75,0,0,4,0,0,1
1194,7,91,10,Delantero,6,6,0,0,3,0.50,0,0,3,0,3,4
1195,6,19,18,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,9
1195,7,19,8,Delantero,6,6,0,0,3,0.50,0,0,3,1,2,2
1196,7,56,22,Delantero,1,1,0,2,2,2.00,0,0,1,0,0,9
1196,8,56,4,Mediocampista,3,3,1,0,0,0.00,0,0,1,0,2,9
1197,7,49,6,Mediocampista,4,4,0,0,2,0.50,0,0,1,1,2,8
1197,8,49,17,Mediocampista,0,0,0,6,0,0.00,0,0,0,0,0,1
1198,7,87,19,Delantero,4,4,0,0,2,0.50,0,0,2,1,1,6
1199,7,20,7,Delantero,6,6,0,0,2,0.33,0,0,4,0,2,3
1199,8,20,15,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,13
1200,7,20,6,Mediocampista,6,6,0,0,2,0.33,0,0,4,0,2,3
1201,7,89,9,Delantero,3,3,0,0,2,0.67,0,0,1,0,2,13
1201,8,89,9,Delantero,2,2,0,2,0,0.00,0,0,1,1,0,7
1202,7,20,8,Mediocampista,5,5,0,1,2,0.40,0,0,4,0,1,3
1203,7,22,13,Delantero,3,3,0,0,1,0.33,0,0,0,1,2,14
1204,7,38,18,Delantero,1,1,0,2,1,1.00,0,0,0,0,1,12
1204,8,38,21,Defensor,1,1,0,2,0,0.00,0,0,0,0,1,10
1205,7,2,10,Mediocampista,4,4,0,0,1,0.25,0,0,2,1,1,7
1205,8,2,7,Mediocampista,2,2,0,4,0,0.00,0,0,1,1,0,2
1206,7,89,22,Mediocampista,2,2,0,1,1,0.50,0,0,0,0,2,13
1207,7,22,15,Mediocampista,3,3,0,0,1,0.33,0,0,0,1,2,14
1208,7,62,7,Delantero,3,3,0,0,1,0.33,0,0,1,0,2,11
1209,7,62,11,Delantero,3,3,0,0,1,0.33,0,0,1,0,2,11
1209,8,62,6,Mediocampista,3,3,0,0,0,0.00,0,0,0,2,1,12
1209,9,62,16,Mediocampista,1,0,0,3,0,0.00,0,0,0,0,1,6
1210,7,7,7,Delantero,2,2,0,1,1,0.50,0,0,1,1,0,10
1211,7,49,8,Delantero,4,4,0,0,1,0.25,0,0,1,1,2,8
1211,8,49,8,Delantero,3,3,0,3,0,0.00,0,0,2,1,0,1
1212,7,62,9,Delantero,3,3,0,0,1,0.33,0,0,1,0,2,11
1213,7,49,9,Delantero,2,2,0,2,1,0.50,0,0,0,0,2,8
1214,7,19,18,Delantero,3,3,0,3,1,0.33,0,0,2,0,1,2
1215,7,22,17,Delantero,3,3,0,0,1,0.33,0,0,0,1,2,14
1216,7,87,16,Delantero,2,2,0,2,1,0.50,0,0,1,0,1,6
1217,7,19,14,Delantero,1,1,0,5,1,1.00,0,0,0,0,1,2
1218,6,19,5,Mediocampista,4,4,0,0,0,0.00,0,0,1,1,2,9
1218,7,19,6,Mediocampista,6,6,0,0,1,0.17,0,0,3,1,2,2
1219,7,91,17,Delantero,2,2,0,4,1,0.50,0,0,2,0,0,4
1220,7,56,7,Delantero,2,2,1,1,1,0.50,0,0,1,0,1,9
1221,7,38,12,Delantero,2,2,0,1,1,0.50,0,0,1,0,1,12
1221,8,38,20,Delantero,2,2,0,1,0,0.00,0,0,1,0,1,10
1222,7,22,20,Delantero,2,2,0,1,1,0.50,0,0,0,1,1,14
1223,7,91,4,Mediocampista,5,5,0,1,1,0.20,0,0,3,0,2,4
1224,6,7,21,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,13
1224,7,7,10,Delantero,2,2,0,1,1,0.50,0,0,1,0,1,10
1225,7,82,7,Defensor,3,3,0,0,1,0.33,0,0,0,0,3,16
1225,8,82,18,Defensor,1,1,1,2,0,0.00,0,0,0,0,1,16
1226,7,91,11,Delantero,5,5,0,1,1,0.20,0,0,2,0,3,4
1227,7,13,14,Delantero,2,2,0,1,1,0.50,0,0,0,1,1,15
1228,7,46,5,Defensor,4,4,0,0,1,0.25,0,0,2,1,1,5
1229,7,19,7,Mediocampista,3,3,0,3,1,0.33,0,0,1,1,1,2
1230,6,2,6,Mediocampista,6,6,0,0,0,0.00,0,0,2,2,2,4
1230,7,2,6,Mediocampista,4,4,0,0,1,0.25,0,0,2,1,1,7
1231,7,82,21,Mediocampista,3,3,0,0,1,0.33,0,0,0,0,3,16
1232,6,12,7,Delantero,6,6,0,0,1,0.17,0,0,5,1,0,1
1232,7,12,21,Delantero,6,6,0,0,1,0.17,0,0,5,1,0,1
1233,6,12,19,Mediocampista,4,4,0,2,0,0.00,0,0,4,0,0,1
1233,7,12,4,Mediocampista,6,6,0,0,1,0.17,0,0,5,1,0,1
1233,8,12,15,Mediocampista,0,0,0,3,0,0.00,0,0,0,0,0,11
1234,7,22,3,Defensor,1,1,1,2,1,1.00,0,0,0,0,1,14
1235,5,19,22,Arquero,0,0,0,2,0,0.00,0,0,0,0,0,14
1235,6,19,22,Arquero,0,0,0,4,0,0.00,0,0,0,0,0,9
1235,7,19,1,Arquero,6,6,0,0,0,0.00,0,0,3,1,2,2
1236,5,12,2,Defensor,3,3,0,0,1,0.33,0,0,1,1,1,6
1236,6,12,4,Defensor,1,1,0,5,0,0.00,0,0,1,0,0,1
1236,7,12,2,Defensor,6,6,0,0,0,0.00,0,0,5,1,0,1
1236,8,12,2,Defensor,2,2,0,1,0,0.00,0,0,1,0,1,11
1237,7,56,5,Defensor,2,2,0,1,0,0.00,0,0,1,1,0,9
1238,7,87,12,Mediocampista,4,4,0,0,0,0.00,0,0,2,1,1,6
1238,8,87,12,Mediocampista,5,5,0,1,0,0.00,1,0,3,0,2,4
1239,6,81,7,Delantero,5,5,0,1,4,0.80,0,0,4,0,1,2
1240,6,81,9,Delantero,5,5,0,1,4,0.80,0,0,4,0,1,2
1241,6,19,12,Delantero,3,3,0,1,4,1.33,0,0,1,1,1,9
1242,6,7,7,Delantero,3,3,0,0,3,1.00,0,0,1,0,2,13
1243,5,40,18,Delantero,2,2,0,0,1,0.50,0,0,1,0,1,9
1243,6,40,18,Delantero,6,6,0,0,3,0.50,0,0,4,0,2,3
1244,6,40,20,Delantero,5,5,0,1,3,0.60,0,0,3,0,2,3
1245,5,91,21,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,8
1245,6,91,13,Delantero,4,4,0,0,3,0.75,0,0,1,2,1,8
1246,6,68,7,Delantero,3,3,0,0,2,0.67,0,0,1,1,1,12
1247,6,41,10,Delantero,5,5,0,0,2,0.40,0,0,1,3,1,5
1248,6,12,18,Delantero,3,3,0,3,2,0.67,0,0,2,1,0,1
1248,7,12,9,Delantero,2,2,0,1,0,0.00,0,0,0,1,1,9
1249,6,19,8,Delantero,4,4,0,0,2,0.50,0,0,1,1,2,9
1250,6,19,13,Delantero,3,3,0,1,2,0.67,0,0,1,1,1,9
1251,6,87,11,Delantero,5,5,0,0,2,0.40,0,0,2,1,2,6
1252,6,49,9,Delantero,4,4,0,0,2,0.50,0,0,0,3,1,11
1252,7,49,13,Delantero,0,0,0,4,0,0.00,0,0,0,0,0,8
1253,6,81,4,Mediocampista,5,5,0,1,2,0.40,0,0,4,0,1,2
1254,5,91,22,Delantero,0,0,0,3,0,0.00,0,0,0,0,0,8
1254,6,91,12,Delantero,4,4,0,0,2,0.50,0,0,1,2,1,8
1255,6,40,22,Delantero,6,6,0,0,2,0.33,0,0,4,0,2,3
1256,6,7,19,Delantero,2,2,0,1,1,0.50,0,0,1,0,1,13
1257,6,35,13,Mediocampista,1,1,0,2,1,1.00,0,0,0,0,1,14
1258,6,62,19,Delantero,2,2,0,1,1,0.50,0,0,0,1,1,16
1259,6,46,20,Delantero,2,2,0,2,1,0.50,0,0,1,0,1,10
1260,5,46,5,Mediocampista,5,5,0,0,0,0.00,0,0,4,0,1,2
1260,6,46,5,Mediocampista,3,3,0,1,1,0.33,0,0,0,1,2,10
1261,6,41,9,Delantero,4,4,0,1,1,0.25,0,0,1,3,0,5
1262,6,2,14,Delantero,2,2,0,4,1,0.50,0,0,0,0,2,4
1263,6,35,19,Delantero,3,3,0,0,1,0.33,0,0,0,1,2,14
1264,6,52,8,Delantero,5,5,0,0,1,0.20,0,0,2,1,2,7
1265,5,12,8,Mediocampista,3,3,0,0,2,0.67,0,0,1,1,1,6
1265,6,12,6,Mediocampista,6,6,0,0,1,0.17,0,0,5,1,0,1
1265,7,12,8,Mediocampista,6,6,0,0,0,0.00,0,0,5,1,0,1
1266,6,40,16,Delantero,1,1,0,5,1,1.00,0,0,1,0,0,3
1267,6,19,14,Delantero,3,3,0,1,1,0.33,0,0,1,1,1,9
1268,4,49,,Delantero,3,3,0,0,0,0.00,0,0,1,0,2,8
1268,5,49,11,Delantero,3,3,0,0,1,0.33,0,0,1,1,1,7
1268,6,49,11,Delantero,1,1,0,3,1,1.00,0,0,0,1,0,11
1269,6,81,8,Mediocampista,5,5,0,1,1,0.20,0,0,4,0,1,2
