id_mundial,id_partido,id_jugador,id_seleccion,minuto,tipo_gol
18,266,526,56,83,normal
18,267,601,74,5,normal
18,267,568,74,36,normal
18,267,568,74,76,normal
18,268,607,58,26,normal
18,268,68,8,84,normal
18,268,68,8,89,normal
18,268,575,8,90,normal
18,271,606,83,31,normal
18,271,604,24,54,normal
18,271,97,24,72,normal
18,272,446,38,13,normal
18,272,129,38,17,normal
18,272,129,38,48,penal
18,272,355,38,81,normal
18,273,222,86,23,normal
18,273,573,5,57,normal
18,273,54,5,84,normal
18,273,595,86,90,normal
18,275,116,31,8,normal
18,275,115,31,54,normal
18,275,118,31,90,normal
18,276,583,49,83,normal
18,276,523,49,90,normal
18,277,605,81,89,normal
18,279,191,66,23,normal
18,279,619,66,27,normal
18,279,602,26,38,normal
18,281,584,71,63,normal
18,281,9,71,80,penal
18,282,589,56,22,normal
18,282,8362,39,27,autogol
18,283,143,42,2,normal
18,283,146,42,82,normal
18,286,141,40,9,normal
18,286,98,24,81,normal
18,287,565,82,16,normal
18,287,579,82,88,normal
18,288,224,86,8,normal
18,288,133,38,71,normal
18,288,355,38,76,normal
18,288,355,38,90,penal
18,289,613,88,4,normal
18,289,611,88,36,normal
18,289,569,88,46,normal
18,289,599,88,84,normal
18,291,591,25,25,normal
18,291,563,70,33,normal
18,291,563,70,66,normal
18,292,582,49,34,normal
18,292,574,81,51,normal
18,292,523,49,85,normal
18,292,363,81,90,normal
18,293,7168,68,25,autogol
18,293,193,68,86,normal
18,295,622,79,10,normal
18,295,593,79,20,normal
18,295,104,26,37,penal
18,295,104,26,67,normal
18,295,600,26,86,penal
18,296,566,71,6,normal
18,296,552,71,24,penal
18,296,587,62,29,normal
18,297,586,4,60,normal
18,297,578,53,75,normal
18,298,567,56,26,normal
18,298,594,56,87,normal
18,299,147,42,22,normal
18,299,136,39,43,normal
18,299,576,42,45,penal
18,301,616,27,2,normal
18,301,73,8,38,penal
18,301,603,27,56,normal
18,301,71,8,79,normal
18,302,571,40,55,normal
18,302,141,40,61,normal
18,303,615,82,23,normal
18,303,565,82,77,normal
18,304,596,38,36,normal
18,305,569,88,70,penal
18,308,580,49,60,normal
18,309,566,71,23,normal
18,310,618,56,90,penal
18,313,129,38,28,penal
18,313,612,40,41,normal
18,313,571,40,83,normal
18,313,35,40,90,normal
18,315,620,56,6,normal
18,315,570,56,59,normal
18,315,570,56,69,normal
18,319,35,40,33,penal
17,322,203,77,30,normal
17,323,669,16,39,normal
17,323,659,51,52,normal
17,324,365,30,45,normal
17,324,681,89,47,normal
17,324,365,30,83,normal
17,326,649,49,24,normal
17,326,640,81,59,normal
17,327,683,68,39,normal
17,327,641,68,55,normal
17,327,671,80,63,normal
17,327,657,80,90,penal
17,328,18,7,63,normal
17,329,133,38,44,normal
17,329,694,38,74,normal
17,329,651,37,82,normal
17,329,131,38,87,penal
17,330,44,62,60,penal
17,332,351,56,7,normal
17,332,351,56,27,normal
17,333,591,25,61,normal
17,333,697,25,65,normal
17,334,81,14,57,normal
17,334,689,58,59,normal
17,334,163,58,67,normal
17,334,695,14,75,normal
17,335,660,24,26,normal
17,335,102,24,53,normal
17,336,692,76,59,normal
17,336,663,76,64,penal
17,337,675,39,4,normal
17,337,4605,39,29,autogol
17,337,138,39,36,normal
17,337,644,71,39,normal
17,337,1583,71,71,autogol
17,340,503,16,66,normal
17,341,365,30,16,penal
17,341,652,77,52,normal
17,342,639,63,27,normal
17,342,363,81,35,normal
17,342,363,81,63,penal
17,343,547,68,10,autogol
17,343,132,38,53,normal
17,343,132,38,69,normal
17,343,131,38,83,penal
17,344,580,49,44,penal
17,345,212,80,4,normal
17,346,351,56,55,normal
17,346,113,27,73,normal
17,346,678,27,76,normal
17,348,115,31,5,normal
17,348,635,62,28,normal
17,348,693,62,57,normal
17,349,642,85,56,normal
17,349,677,25,86,normal
17,350,163,58,51,normal
17,351,668,39,24,normal
17,351,97,24,78,normal
17,352,81,14,13,normal
17,352,647,86,17,normal
17,353,199,71,14,normal
17,353,199,71,65,normal
17,353,199,71,77,normal
17,353,682,71,88,normal
17,354,550,30,22,normal
17,354,365,30,67,normal
17,355,655,77,20,penal
17,355,203,77,26,normal
17,355,203,77,38,normal
17,355,672,89,46,normal
17,355,51,89,69,normal
17,355,679,89,88,penal
17,357,633,51,7,normal
17,357,648,51,61,normal
17,357,653,51,87,normal
17,358,690,81,59,normal
17,358,352,7,88,normal
17,360,133,38,4,normal
17,360,210,80,31,normal
17,360,670,38,45,normal
17,360,213,80,53,normal
17,360,133,38,56,normal
17,361,638,37,45,normal
17,361,193,68,65,normal
17,361,650,68,73,normal
17,361,193,68,84,normal
17,363,637,85,6,normal
17,363,664,85,9,normal
17,363,636,85,85,normal
17,364,635,62,34,normal
17,364,585,56,85,normal
17,365,119,31,48,normal
17,366,673,58,48,normal
17,366,674,58,75,normal
17,367,696,14,7,normal
17,367,643,76,52,normal
17,367,686,14,78,normal
17,367,81,14,82,normal
17,367,691,76,88,normal
17,368,98,24,70,normal
17,369,676,70,3,normal
17,369,665,70,5,normal
17,369,698,70,66,normal
17,369,135,39,83,normal
17,371,656,49,5,normal
17,371,153,49,22,normal
17,371,658,49,44,normal
17,372,363,81,11,normal
17,372,204,77,37,normal
17,372,204,77,14,normal
17,373,132,38,8,normal
17,373,633,51,90,penal
17,374,138,39,8,normal
17,374,135,39,65,normal
17,376,636,85,12,normal
17,377,351,56,18,normal
17,377,685,24,88,normal
17,377,97,24,117,normal
17,381,634,85,4,normal
17,384,688,85,1,normal
17,384,666,24,9,normal
17,384,634,85,13,normal
17,384,634,85,32,normal
17,384,687,24,90,normal
16,387,732,61,37,normal
16,387,2797,64,45,autogol
16,387,169,61,60,normal
16,387,179,64,61,normal
16,389,351,56,11,normal
16,389,705,20,45,normal
16,389,705,20,48,normal
16,389,349,56,84,penal
16,390,763,30,69,normal
16,391,730,40,36,normal
16,391,4420,40,77,autogol
16,391,141,40,90,normal
16,394,735,24,27,normal
16,394,714,62,50,normal
16,394,173,62,75,normal
16,394,173,62,84,normal
16,395,131,38,21,normal
16,395,718,63,24,normal
16,395,133,38,47,normal
16,395,8438,63,73,autogol
16,395,756,63,78,normal
16,396,767,27,27,normal
16,396,731,57,45,normal
16,396,114,27,53,normal
16,396,110,27,69,normal
16,397,748,73,73,normal
16,398,18,7,28,normal
16,400,739,75,45,normal
16,401,716,49,42,normal
16,401,765,49,89,normal
16,405,728,56,7,normal
16,405,351,56,75,normal
16,405,351,56,89,normal
16,406,141,40,37,normal
16,406,769,40,68,normal
16,406,141,40,78,normal
16,406,745,40,85,normal
16,407,753,30,12,normal
16,407,210,80,51,normal
16,408,738,63,28,normal
16,410,707,66,37,normal
16,410,758,66,41,normal
16,410,187,66,71,normal
16,410,770,66,78,normal
16,410,708,66,83,normal
16,411,81,14,42,normal
16,411,81,14,47,normal
16,411,734,62,55,penal
16,411,44,62,62,normal
16,412,110,27,77,normal
16,413,713,7,31,normal
16,413,713,7,55,normal
16,413,18,7,73,normal
16,413,18,7,78,normal
16,413,18,7,83,penal
16,415,733,53,41,normal
16,415,158,53,83,normal
16,415,138,39,87,normal
16,416,762,22,82,normal
16,417,712,75,46,normal
16,417,153,49,81,normal
16,417,759,75,90,normal
16,421,766,20,20,normal
16,421,669,16,56,normal
16,422,131,38,6,penal
16,422,747,38,18,normal
16,422,132,38,55,normal
16,422,743,13,58,normal
16,422,132,38,81,normal
16,422,2012,38,88,autogol
16,422,742,38,90,normal
16,423,729,40,12,penal
16,423,744,30,42,penal
16,423,715,40,56,normal
16,424,720,68,1,normal
16,424,757,63,11,normal
16,424,722,68,58,normal
16,424,725,68,86,normal
16,425,209,80,18,normal
16,425,54,5,45,penal
16,425,58,5,74,penal
16,425,209,80,90,penal
16,426,754,14,7,normal
16,426,102,24,72,normal
16,427,707,66,4,normal
16,427,708,66,18,normal
16,427,714,62,75,normal
16,427,173,62,90,normal
16,429,710,73,3,normal
16,430,226,86,12,penal
16,430,712,75,71,normal
16,431,719,49,20,normal
16,431,580,49,29,normal
16,432,717,57,39,normal
16,432,717,57,54,normal
16,432,752,58,74,normal
16,433,760,7,36,normal
16,436,751,30,3,normal
16,436,711,30,12,normal
16,436,764,30,60,normal
16,436,736,30,76,normal
16,436,721,63,78,normal
16,437,723,40,113,normal
16,439,187,66,38,normal
16,439,710,73,48,normal
16,439,727,66,90,normal
16,440,18,7,6,penal
16,440,716,49,10,penal
16,440,153,49,16,normal
16,440,773,7,45,normal
16,441,110,27,45,penal
16,445,709,66,12,normal
16,445,746,7,17,normal
16,445,187,66,89,normal
16,447,110,27,46,normal
16,447,629,40,47,normal
16,447,629,40,69,normal
16,448,114,27,13,normal
16,448,774,66,21,normal
16,448,110,27,35,normal
15,451,814,38,51,normal
15,451,793,38,55,normal
15,451,700,24,85,normal
15,451,827,24,90,normal
15,452,804,82,39,normal
15,452,140,39,44,normal
15,453,813,51,11,normal
15,454,782,75,15,normal
15,454,785,75,34,normal
15,454,96,22,43,normal
15,454,782,75,89,normal
15,455,807,14,11,normal
15,456,177,64,84,normal
15,457,815,81,8,normal
15,457,808,16,31,normal
15,457,821,16,47,normal
15,457,781,81,75,normal
15,459,56,5,18,normal
15,459,794,66,50,normal
15,459,832,66,86,normal
15,460,18,7,2,normal
15,460,18,7,44,normal
15,460,12,7,60,normal
15,460,18,7,90,penal
15,462,834,63,21,normal
15,462,787,63,43,normal
15,462,788,63,55,normal
15,463,831,82,16,normal
15,463,785,75,35,normal
15,463,806,82,52,normal
15,463,795,82,65,normal
15,463,795,82,72,normal
15,464,3479,39,35,autogol
15,464,830,39,52,normal
15,464,96,22,90,normal
15,465,789,56,69,normal
15,467,792,62,42,normal
15,467,792,62,65,normal
15,467,798,51,84,normal
15,469,346,76,4,penal
15,469,783,81,37,penal
15,469,781,81,59,normal
15,469,781,81,81,normal
15,470,786,14,65,normal
15,471,54,5,7,penal
15,471,805,61,26,normal
15,471,56,5,45,normal
15,472,828,63,8,normal
15,472,790,7,21,normal
15,472,790,7,28,normal
15,473,347,13,5,penal
15,473,347,13,55,penal
15,473,796,13,65,normal
15,473,802,13,90,normal
15,474,759,75,18,normal
15,475,809,22,44,normal
15,475,816,22,90,normal
15,476,812,38,19,penal
15,476,784,38,66,normal
15,476,826,10,67,normal
15,476,784,38,70,normal
15,479,818,56,48,normal
15,479,801,62,57,normal
15,480,346,76,15,normal
15,480,346,76,41,normal
15,480,346,76,44,penal
15,480,345,16,46,normal
15,480,346,76,72,normal
15,480,346,76,75,normal
15,480,822,76,81,normal
15,482,187,66,43,normal
15,482,820,61,47,normal
15,482,825,66,77,normal
15,483,57,5,5,normal
15,484,810,63,45,normal
15,484,787,63,90,normal
15,485,347,13,61,normal
15,485,829,13,90,normal
15,487,131,38,15,normal
15,487,747,38,74,normal
15,487,800,38,86,penal
15,488,781,81,6,normal
15,488,348,81,51,normal
15,488,797,5,85,normal
15,488,348,81,88,normal
15,489,791,75,11,normal
15,489,18,7,16,penal
15,489,791,75,18,normal
15,489,785,75,58,normal
15,489,799,7,75,normal
15,490,187,66,11,normal
15,490,794,66,41,normal
15,492,788,63,25,normal
15,492,349,56,89,normal
15,492,349,56,100,penal
15,493,347,13,6,normal
15,493,734,62,18,penal
15,494,789,56,25,normal
15,494,784,38,58,normal
15,494,349,56,87,normal
15,497,783,81,78,normal
15,497,782,75,88,normal
15,497,782,75,101,normal
15,497,348,81,115,normal
15,498,349,56,20,normal
15,498,349,56,25,normal
15,498,347,13,44,penal
15,500,783,81,8,normal
15,500,819,81,30,normal
15,500,363,81,37,normal
15,500,348,81,40,normal
14,502,821,16,67,normal
14,503,844,75,41,normal
14,503,844,75,55,penal
14,504,342,56,78,normal
14,505,95,22,50,normal
14,505,888,22,85,normal
14,506,343,19,26,normal
14,506,842,19,40,penal
14,506,863,19,50,normal
14,506,850,39,60,normal
14,506,343,19,78,normal
14,506,873,19,90,normal
14,507,341,12,40,normal
14,507,341,12,63,normal
14,507,783,81,79,normal
14,509,851,25,49,normal
14,510,150,49,9,normal
14,510,884,51,73,normal
14,511,807,14,53,normal
14,511,853,14,64,normal
14,512,868,66,58,normal
14,512,122,32,83,penal
14,514,887,7,27,normal
14,514,849,7,79,normal
14,515,843,91,75,normal
14,516,859,56,11,normal
14,517,345,16,76,normal
14,517,345,16,86,normal
14,517,841,75,88,normal
14,518,842,19,31,penal
14,520,845,12,33,normal
14,521,874,35,11,normal
14,521,865,35,81,penal
14,521,885,81,86,normal
14,524,852,14,15,normal
14,524,85,14,24,normal
14,524,82,14,47,normal
14,524,848,89,73,normal
14,525,344,38,23,normal
14,525,864,24,43,normal
14,525,344,38,61,normal
14,525,344,38,81,normal
14,526,876,7,62,normal
14,526,841,75,68,normal
14,527,879,87,20,normal
14,527,892,87,29,normal
14,527,891,87,52,normal
14,527,854,87,63,normal
14,529,886,91,5,normal
14,529,846,91,9,normal
14,529,866,34,22,normal
14,529,846,91,46,normal
14,529,114,91,90,normal
14,530,342,56,9,normal
14,530,349,56,78,normal
14,531,878,9,49,normal
14,531,882,9,63,normal
14,531,877,39,83,normal
14,532,845,12,81,normal
14,533,856,81,32,normal
14,533,857,25,75,normal
14,533,875,25,87,normal
14,534,344,38,26,penal
14,534,889,14,29,normal
14,534,861,38,38,normal
14,535,858,89,90,normal
14,536,890,49,58,normal
14,537,862,66,11,normal
14,537,880,51,71,normal
14,538,345,16,106,normal
14,538,345,16,109,normal
14,538,95,22,115,normal
14,539,343,19,12,normal
14,539,860,25,54,normal
14,539,343,19,63,normal
14,539,870,19,75,normal
14,539,343,19,82,normal
14,540,790,7,80,normal
14,543,342,56,65,normal
14,543,883,56,85,normal
14,544,768,91,78,normal
14,544,814,38,83,normal
14,544,768,91,92,normal
14,545,840,49,119,normal
14,547,342,56,38,normal
14,549,840,49,25,normal
14,549,871,16,61,penal
14,549,855,16,65,normal
14,549,150,49,83,penal
14,549,150,49,105,penal
14,550,342,56,17,normal
14,550,790,7,67,normal
14,552,349,56,71,normal
14,552,840,49,81,normal
14,552,342,56,86,penal
13,554,362,56,43,normal
13,554,829,13,85,normal
13,555,906,12,62,normal
13,556,904,40,79,normal
13,557,899,7,6,normal
13,557,942,7,18,normal
13,557,899,7,46,normal
13,557,936,24,73,normal
13,558,951,87,2,normal
13,558,908,87,4,normal
13,558,897,87,24,penal
13,558,952,87,66,normal
13,558,3027,87,73,autogol
13,558,941,87,80,normal
13,560,905,62,23,normal
13,560,37,62,39,normal
13,560,947,14,45,normal
13,561,914,71,75,normal
13,562,950,52,6,normal
13,562,65,6,59,normal
13,563,898,30,57,normal
13,564,909,89,4,normal
13,564,901,2,84,normal
13,565,198,68,35,normal
13,566,939,87,53,normal
13,566,924,40,62,normal
13,567,929,13,11,normal
13,567,932,24,70,normal
13,568,362,56,6,penal
13,568,12,7,34,normal
13,569,923,46,2,normal
13,569,918,46,75,normal
13,570,341,12,66,normal
13,572,926,62,3,normal
13,572,198,68,85,normal
13,573,945,70,68,normal
13,574,130,38,2,normal
13,574,814,38,18,normal
13,574,916,52,47,normal
13,575,85,14,16,normal
13,575,83,14,21,penal
13,575,938,50,59,normal
13,576,128,35,18,normal
13,576,357,2,22,normal
13,576,901,2,50,normal
13,577,898,30,11,normal
13,577,934,30,41,normal
13,577,927,89,45,penal
13,577,744,30,52,normal
13,577,898,30,67,normal
13,577,898,30,80,normal
13,577,900,30,88,normal
13,578,912,87,58,normal
13,578,891,87,74,normal
13,579,907,40,29,normal
13,579,946,40,62,normal
13,579,940,40,84,normal
13,580,362,56,17,normal
13,580,915,24,62,normal
13,580,362,56,73,normal
13,580,2805,56,82,autogol
13,580,931,24,83,normal
13,581,899,7,3,normal
13,581,849,7,76,normal
13,582,948,14,30,normal
13,582,195,68,50,normal
13,582,949,14,59,normal
13,582,195,68,76,normal
13,583,150,49,9,normal
13,583,150,49,14,normal
13,583,150,49,34,normal
13,584,170,61,19,normal
13,584,170,61,27,normal
13,584,933,61,62,normal
13,584,919,71,79,normal
13,585,905,62,54,normal
13,586,341,12,15,normal
13,586,903,12,42,normal
13,586,341,12,87,normal
13,587,902,38,15,normal
13,587,902,38,68,normal
13,587,921,38,70,normal
13,588,900,30,43,penal
13,588,922,30,62,normal
13,590,897,87,27,normal
13,590,85,14,56,normal
13,590,897,87,70,normal
13,590,82,14,77,normal
13,590,917,14,102,normal
13,590,83,14,110,normal
13,590,897,87,111,penal
13,591,935,62,34,normal
13,591,944,62,61,normal
13,592,906,12,30,penal
13,592,903,12,55,normal
13,592,920,12,79,normal
13,592,341,12,83,penal
13,593,937,7,42,normal
13,594,26,2,87,normal
13,595,142,40,15,normal
13,595,907,40,57,normal
13,596,900,30,33,penal
13,596,130,38,43,normal
13,596,130,38,56,normal
13,596,793,38,68,penal
13,596,130,38,80,normal
13,596,130,38,89,penal
13,597,150,49,31,normal
13,597,911,49,56,normal
13,597,150,49,73,normal
13,599,341,12,17,normal
13,599,142,40,40,normal
13,600,82,14,35,normal
13,600,943,38,85,normal
13,601,12,7,51,normal
13,601,12,7,54,normal
13,601,150,49,80,normal
13,602,12,7,51,normal
13,602,12,7,63,normal
13,603,839,2,9,normal
13,603,357,2,89,normal
13,604,82,14,11,normal
13,604,925,40,27,normal
13,604,904,40,43,normal
13,604,83,14,73,normal
13,604,928,40,104,normal
13,604,910,40,111,penal
12,606,947,14,62,normal
12,607,978,87,34,normal
12,607,906,12,75,normal
12,607,961,12,88,normal
12,610,124,35,18,normal
12,610,126,35,29,normal
12,610,126,35,32,normal
12,610,184,65,54,normal
12,610,185,65,64,normal
12,610,1019,35,73,normal
12,610,976,35,79,normal
12,611,966,46,4,normal
12,611,969,46,11,normal
12,611,962,46,23,normal
12,611,1024,46,50,normal
12,611,962,46,54,normal
12,611,1017,33,64,normal
12,611,959,46,69,normal
12,611,1023,46,70,normal
12,611,959,46,72,normal
12,611,959,46,76,normal
12,611,966,46,83,normal
12,612,64,6,54,normal
12,612,338,2,67,normal
12,612,980,6,68,normal
12,613,1028,45,7,normal
12,613,1006,38,65,penal
12,614,970,49,1,normal
12,614,1022,40,24,normal
12,614,970,49,67,normal
12,614,1008,49,83,normal
12,615,967,19,21,penal
12,615,975,60,57,normal
12,617,76,9,22,normal
12,618,960,7,26,normal
12,618,12,7,28,normal
12,618,12,7,57,normal
12,618,977,7,60,normal
12,618,969,46,76,normal
12,619,989,56,18,normal
12,619,993,69,83,normal
12,620,1011,35,18,normal
12,620,340,12,33,normal
12,620,443,12,48,normal
12,620,961,12,63,normal
12,620,957,12,87,normal
12,622,988,14,19,normal
12,623,994,87,24,normal
12,623,912,87,48,normal
12,623,979,87,68,normal
12,624,997,91,10,normal
12,624,596,38,14,penal
12,624,1020,38,66,normal
12,625,964,49,62,normal
12,625,2086,49,66,autogol
12,626,338,2,9,normal
12,626,338,2,57,normal
12,626,338,2,66,normal
12,626,1018,2,83,normal
12,626,1010,20,90,normal
12,627,956,52,9,normal
12,627,1004,45,60,normal
12,628,928,40,31,normal
12,628,142,40,43,normal
12,628,972,40,48,normal
12,628,974,60,75,normal
12,628,982,40,89,normal
12,629,76,9,55,normal
12,629,75,9,67,normal
12,630,123,35,15,normal
12,630,986,87,59,normal
12,630,1021,87,84,normal
12,630,127,35,86,normal
12,631,1026,46,27,normal
12,631,991,14,76,normal
12,632,945,70,55,normal
12,632,334,70,58,normal
12,632,339,70,61,normal
12,632,984,70,68,normal
12,632,987,70,76,normal
12,632,1003,69,83,normal
12,633,996,56,60,normal
12,633,1009,16,61,normal
12,634,968,7,22,penal
12,634,960,7,54,normal
12,635,340,12,28,normal
12,635,340,12,31,normal
12,635,957,12,64,normal
12,635,971,12,70,normal
12,636,1015,91,88,penal
12,637,972,40,66,normal
12,637,967,19,84,penal
12,638,60,6,7,normal
12,638,60,6,31,normal
12,638,981,6,35,normal
12,638,1012,20,59,penal
12,638,1005,20,73,normal
12,639,956,52,47,normal
12,640,999,2,10,normal
12,641,964,49,27,normal
12,642,928,40,39,normal
12,643,339,70,4,normal
12,643,339,70,26,normal
12,643,339,70,53,normal
12,645,973,56,57,normal
12,645,985,56,67,normal
12,645,968,7,83,normal
12,646,1013,87,48,normal
12,647,965,52,27,normal
12,647,1016,9,50,normal
12,647,998,9,68,normal
12,647,965,52,75,normal
12,648,340,12,11,normal
12,648,971,12,66,normal
12,648,662,12,75,normal
12,648,992,7,89,normal
12,649,872,2,50,normal
12,649,963,2,75,normal
12,649,1027,38,82,normal
12,650,958,40,33,normal
12,650,940,40,46,normal
12,650,940,40,68,normal
12,650,956,52,75,normal
12,650,958,40,80,normal
12,652,337,56,5,normal
12,652,906,12,12,normal
12,652,337,56,25,normal
12,652,957,12,68,normal
12,652,337,56,74,normal
12,654,872,2,17,normal
12,654,142,40,26,penal
12,654,1025,40,92,normal
12,654,958,40,98,normal
12,654,338,2,102,normal
12,654,963,2,108,normal
12,655,337,56,22,normal
12,655,337,56,73,normal
12,656,995,40,13,normal
12,656,336,70,40,normal
12,656,1007,70,44,normal
12,656,1002,70,46,normal
12,656,990,40,72,normal
11,659,1068,62,45,penal
11,659,223,86,55,normal
11,659,1053,86,79,normal
11,659,1052,86,87,normal
11,660,1056,40,1,normal
11,660,337,56,29,normal
11,660,1070,56,54,normal
11,661,1047,46,10,normal
11,661,1033,7,15,normal
11,661,960,7,83,normal
11,662,188,66,40,penal
11,662,188,66,62,normal
11,662,188,66,79,penal
11,663,76,9,9,normal
11,663,1050,38,21,normal
11,663,75,9,76,normal
11,664,123,35,14,normal
11,664,1048,69,43,normal
11,664,333,69,71,normal
11,664,333,69,77,normal
11,665,1063,81,37,normal
11,665,1062,12,45,normal
11,666,1040,2,15,normal
11,666,1058,2,30,normal
11,666,338,2,38,normal
11,666,1038,2,44,normal
11,666,338,2,73,normal
11,666,1038,2,89,normal
11,667,968,7,45,penal
11,667,142,40,60,normal
11,667,1033,7,73,normal
11,668,334,70,43,normal
11,669,337,56,34,normal
11,669,1036,56,36,normal
11,669,1044,56,60,normal
11,669,1065,46,81,penal
11,672,3485,35,43,autogol
11,672,1049,53,60,normal
11,673,75,9,42,penal
11,674,1036,56,67,normal
11,676,1057,40,22,normal
11,676,1045,40,37,normal
11,676,1071,46,41,normal
11,676,940,40,42,normal
11,677,339,70,43,normal
11,677,1061,62,52,normal
11,677,1051,70,56,normal
11,677,339,70,84,normal
11,678,1069,69,2,normal
11,678,333,69,36,penal
11,678,333,69,39,penal
11,678,160,53,41,normal
11,678,333,69,79,normal
11,679,1043,38,75,normal
11,680,188,66,34,penal
11,680,124,35,44,normal
11,680,125,35,47,penal
11,680,125,35,68,normal
11,680,186,66,71,normal
11,681,1035,12,40,normal
11,682,1037,66,6,normal
11,682,188,66,35,penal
11,682,186,66,36,normal
11,682,186,66,53,normal
11,682,1060,9,79,normal
11,682,1067,66,82,normal
11,684,1034,12,15,normal
11,684,1034,12,28,normal
11,684,340,12,73,penal
11,685,34,7,16,normal
11,685,34,7,71,normal
11,687,336,70,65,normal
11,688,1042,2,3,normal
11,688,1039,66,27,normal
11,688,1040,2,70,normal
11,688,1066,66,84,normal
11,689,337,56,14,normal
11,690,34,7,21,normal
11,690,1064,7,43,normal
11,690,34,7,48,normal
11,690,1033,7,50,normal
11,690,1055,7,67,normal
11,690,1033,7,72,normal
11,691,1037,56,18,autogol
11,691,1037,66,50,normal
11,691,1039,66,75,normal
11,692,1041,12,12,normal
11,692,334,70,45,normal
11,692,1035,12,57,normal
11,692,1035,12,63,normal
11,693,338,2,19,normal
11,693,1074,9,59,autogol
11,693,75,9,66,normal
11,693,1054,2,68,normal
11,693,75,9,87,normal
11,694,1046,56,38,normal
11,694,1041,12,64,normal
11,694,1034,12,72,normal
10,698,3009,3,58,autogol
10,698,1081,3,72,normal
10,699,1101,35,26,normal
10,699,123,35,34,normal
10,701,334,70,7,normal
10,701,336,70,8,normal
10,701,1097,7,60,normal
10,701,334,70,62,normal
10,701,1086,7,66,normal
10,703,186,66,7,normal
10,703,186,66,86,normal
10,706,1076,91,8,normal
10,706,1094,91,14,normal
10,706,1082,91,18,normal
10,706,1100,91,22,normal
10,706,1076,91,30,normal
10,706,1087,91,35,normal
10,706,1102,91,61,normal
10,706,1104,91,65,normal
10,706,1076,91,81,normal
10,707,1099,3,55,normal
10,707,8448,20,69,normal
10,709,1055,7,19,normal
10,709,6549,56,35,autogol
10,711,1088,13,75,normal
10,711,1103,89,87,normal
10,712,87,12,12,normal
10,712,361,12,66,normal
10,712,1108,12,79,normal
10,715,1078,91,81,normal
10,715,123,35,88,normal
10,716,336,70,38,normal
10,716,1051,70,44,normal
10,716,1091,56,85,normal
10,718,335,66,5,penal
10,718,335,66,45,penal
10,718,186,66,71,normal
10,718,1073,13,78,autogol
10,718,1093,66,88,normal
10,719,1075,81,46,normal
10,719,1080,81,74,normal
10,719,1075,81,77,normal
10,720,334,70,43,normal
10,722,1077,66,10,normal
10,722,1073,66,25,normal
10,722,186,66,73,normal
10,722,1077,66,90,normal
10,723,361,12,60,normal
10,724,335,66,7,normal
10,724,188,66,59,normal
10,725,361,12,32,normal
10,725,1090,7,35,normal
10,725,87,12,49,normal
10,726,1051,70,24,penal
10,726,1078,91,43,normal
10,726,334,70,62,normal
10,728,1082,91,27,normal
10,728,1075,81,29,normal
10,728,1107,81,85,normal
10,729,1081,3,14,normal
10,729,1055,7,20,normal
10,731,335,66,50,normal
10,731,1077,66,65,normal
10,732,334,70,76,normal
9,735,151,49,65,normal
9,736,1142,89,23,normal
9,736,1143,89,50,normal
9,737,1130,13,13,normal
9,737,1088,13,49,normal
9,737,1115,69,50,normal
9,737,1125,69,55,normal
9,737,333,69,73,normal
9,738,1131,56,10,normal
9,740,1119,14,12,normal
9,740,1119,14,54,normal
9,740,1116,14,79,penal
9,742,333,69,65,normal
9,742,1124,69,67,normal
9,742,333,69,75,normal
9,743,1117,19,5,normal
9,743,1145,75,52,normal
9,743,1114,75,75,penal
9,744,1111,87,14,normal
9,744,1120,87,57,normal
9,744,1111,87,63,normal
9,744,1139,87,76,normal
9,744,1116,14,86,normal
9,746,1151,81,53,normal
9,746,1150,55,56,normal
9,747,176,62,45,normal
9,747,176,62,46,normal
9,747,1133,62,58,normal
9,747,1121,62,83,normal
9,750,1111,87,51,normal
9,750,1111,87,74,normal
9,751,1137,81,90,normal
9,754,1152,13,40,normal
9,754,1135,61,61,normal
9,755,1126,49,50,penal
9,756,1147,62,14,penal
9,759,1136,62,13,normal
9,759,1147,56,25,autogol
9,759,1112,56,63,normal
9,759,1105,56,70,normal
9,759,1112,56,76,normal
9,760,1132,89,116,normal
8,767,1174,2,15,normal
8,767,329,2,20,normal
8,767,330,2,39,normal
8,767,330,2,52,normal
8,767,329,2,77,penal
8,768,1158,87,31,normal
8,768,1165,87,33,normal
8,768,1158,87,88,normal
8,770,1167,62,48,normal
8,770,1173,40,62,normal
8,771,1176,56,8,normal
8,771,1166,56,88,normal
8,772,200,71,2,normal
8,772,331,46,60,normal
8,772,200,71,67,normal
8,772,202,71,90,normal
8,773,1156,7,65,normal
8,773,1179,38,71,normal
8,773,1156,7,79,normal
8,774,1169,40,15,penal
8,774,1182,89,26,normal
8,774,1168,89,31,normal
8,776,1180,82,28,normal
8,776,1183,38,57,normal
8,776,1163,38,75,normal
8,777,1160,20,26,penal
8,777,1162,23,88,normal
8,778,8162,71,17,autogol
8,778,24,71,38,normal
8,778,202,71,81,normal
8,780,1159,87,57,normal
8,781,152,49,37,normal
8,781,1157,49,75,normal
8,784,1156,7,53,normal
8,784,1177,7,81,normal
8,785,1178,23,42,normal
8,786,1157,49,38,normal
8,786,1157,49,75,normal
8,787,1172,38,22,normal
8,787,1170,2,38,normal
8,787,53,2,84,normal
8,788,332,87,28,normal
8,788,1160,20,32,normal
