id_mundial,id_partido,id_jugador,id_seleccion,camiseta,posicion,rol,capitan,minuto_entrada,minuto_salida,goles_count
22,10,499,1,1,AR,Titular,1,,,0
22,10,7029,1,2,DF,Titular,0,,,0
22,10,6819,1,3,DF,Titular,0,,,0
22,10,7615,1,15,DF,Titular,0,,,0
22,10,7225,1,23,DF,Titular,0,,,0
22,10,4851,1,6,MC,Titular,0,,,0
22,10,19,1,13,MC,Titular,0,,67,0
22,10,5966,1,14,MC,Titular,0,,79,0
22,10,278,1,21,MC,Titular,0,,67,1
22,10,240,1,7,DL,Titular,0,,79,0
22,10,274,1,10,DL,Titular,0,,90,0
22,10,3945,1,8,MC,Ingreso,0,67,,0
22,10,441,1,11,MC,Ingreso,0,79,,0
22,10,4270,1,18,MC,Ingreso,0,67,,0
22,10,239,1,9,DL,Ingreso,0,79,,0
22,10,5912,1,26,DL,Ingreso,0,90,,0
22,10,7836,1,12,AR,Suplente,0,,,0
22,10,7737,1,22,AR,Suplente,0,,,0
22,10,3856,1,4,DF,Suplente,0,,,0
22,10,4752,1,5,DF,Suplente,0,,,0
22,10,4882,1,16,DF,Suplente,0,,,0
22,10,4039,1,20,DF,Suplente,0,,,0
22,10,2167,1,25,DF,Suplente,0,,,0
22,10,2423,1,17,MC,Suplente,0,,,0
22,10,7173,1,19,MC,Suplente,0,,,0
22,10,1561,1,24,DL,Suplente,0,,,0
22,10,3905,58,12,AR,Titular,0,,,0
22,10,4423,58,4,DF,Titular,0,,,0
22,10,5995,58,5,DF,Titular,0,,57,0
22,10,7112,58,19,DF,Titular,0,,75,0
22,10,8346,58,22,DF,Titular,1,,,0
22,10,3449,58,6,MC,Titular,0,,,0
22,10,5015,58,11,MC,Titular,0,,46,0
22,10,4427,58,14,MC,Titular,0,,,0
22,10,4682,58,15,MC,Titular,0,,,0
22,10,166,58,17,MC,Titular,0,,71,0
22,10,290,58,25,DL,Titular,0,,57,0
22,10,7796,58,16,DF,Ingreso,0,46,,0
22,10,162,58,8,MC,Ingreso,0,71,,1
22,10,5790,58,9,MC,Ingreso,0,57,,0
22,10,5771,58,10,MC,Ingreso,0,75,,0
22,10,247,58,18,DL,Ingreso,0,57,,1
22,10,4740,58,1,AR,Suplente,0,,,0
22,10,7230,58,23,AR,Suplente,0,,,0
22,10,8311,58,2,DF,Suplente,0,,,0
22,10,7697,58,3,DF,Suplente,0,,,0
22,10,4426,58,26,DF,Suplente,0,,,0
22,10,7333,58,7,MC,Suplente,0,,,0
22,10,5892,58,13,MC,Suplente,0,,,0
22,10,7461,58,24,MC,Suplente,0,,,0
22,10,5350,58,20,DL,Suplente,0,,,0
22,10,7887,58,21,DL,Suplente,0,,,0
22,28,7391,38,23,AR,Titular,0,,,0
22,28,47,38,18,DF,Titular,0,,82,0
22,28,2665,38,20,DF,Titular,0,,,0
22,28,5093,38,24,DF,Titular,0,,,0
22,28,39,38,5,MC,Titular,1,,,0
22,28,273,38,9,MC,Titular,0,,66,0
22,28,6937,38,16,MC,Titular,0,,,0
22,28,6493,38,26,MC,Titular,0,,,0
22,28,248,38,10,DL,Titular,0,,66,0
22,28,243,38,11,DL,Titular,0,,54,0
22,28,295,38,21,DL,Titular,0,,,0
22,28,2046,38,14,DF,Ingreso,0,82,,0
22,28,4901,38,8,MC,Ingreso,0,66,,0
22,28,36,38,7,DL,Ingreso,0,54,,1
22,28,8247,38,12,DL,Ingreso,0,66,,0
22,28,7165,38,1,AR,Suplente,0,,,0
22,28,6821,38,13,AR,Suplente,0,,,0
22,28,1998,38,2,DF,Suplente,0,,,0
22,28,3781,38,3,DF,Suplente,0,,,0
22,28,7815,38,4,DF,Suplente,0,,,0
22,28,4026,38,15,DF,Suplente,0,,,0
22,28,5246,38,6,MC,Suplente,0,,,0
22,28,303,38,19,MC,Suplente,0,,,0
22,28,6618,38,17,DL,Suplente,0,,,0
22,28,7192,38,22,DL,Suplente,0,,,0
22,28,3557,38,25,DL,Suplente,0,,,0
22,28,499,1,1,AR,Titular,1,,,0
22,28,7029,1,2,DF,Titular,0,,,0
22,28,6819,1,3,DF,Titular,0,,87,0
22,28,4752,1,5,DF,Titular,0,,70,0
22,28,7615,1,15,DF,Titular,0,,,0
22,28,4851,1,6,MC,Titular,0,,,0
22,28,3945,1,8,MC,Titular,0,,,0
22,28,19,1,13,MC,Titular,0,,70,0
22,28,5966,1,14,MC,Titular,0,,,0
22,28,278,1,21,MC,Titular,0,,70,0
22,28,274,1,10,DL,Titular,0,,85,0
22,28,4882,1,16,DF,Ingreso,0,70,,0
22,28,7225,1,23,DF,Ingreso,0,87,,0
22,28,4270,1,18,MC,Ingreso,0,85,,0
22,28,7173,1,19,MC,Ingreso,0,70,,0
22,28,239,1,9,DL,Ingreso,0,70,,1
22,28,7836,1,12,AR,Suplente,0,,,0
22,28,7737,1,22,AR,Suplente,0,,,0
22,28,3856,1,4,DF,Suplente,0,,,0
22,28,4039,1,20,DF,Suplente,0,,,0
22,28,2167,1,25,DF,Suplente,0,,,0
22,28,441,1,11,MC,Suplente,0,,,0
22,28,2423,1,17,MC,Suplente,0,,,0
22,28,240,1,7,DL,Suplente,0,,,0
22,28,1561,1,24,DL,Suplente,0,,,0
22,28,5912,1,26,DL,Suplente,0,,,0
22,44,6035,25,1,AR,Titular,1,,,0
22,44,307,25,3,DF,Titular,0,,,1
22,44,272,25,4,DF,Titular,0,,74,0
22,44,457,25,6,DF,Titular,0,,,0
22,44,6346,25,8,DF,Titular,0,,3,0
22,44,433,25,19,DF,Titular,0,,,0
22,44,2354,25,5,MC,Titular,0,,,0
22,44,306,25,17,MC,Titular,0,,3,1
22,44,1590,25,20,MC,Titular,0,,46,0
22,44,8048,25,11,DL,Titular,0,,74,0
22,44,453,25,12,DL,Titular,0,,,0
22,44,5548,25,22,DF,Ingreso,0,74,,0
22,44,2212,25,9,MC,Ingreso,0,74,,0
22,44,7118,25,14,MC,Ingreso,0,46,,0
22,44,8259,25,24,MC,Ingreso,0,3,,0
22,44,2910,25,7,DL,Ingreso,0,3,,0
22,44,1766,25,18,AR,Suplente,0,,,0
22,44,7296,25,23,AR,Suplente,0,,,0
22,44,5506,25,16,DF,Suplente,0,,,0
22,44,2739,25,2,MC,Suplente,0,,,0
22,44,444,25,10,MC,Suplente,0,,,0
22,44,7813,25,13,MC,Suplente,0,,,0
22,44,5276,25,21,MC,Suplente,0,,,0
22,44,4216,25,25,MC,Suplente,0,,,0
22,44,8374,25,26,MC,Suplente,0,,,0
22,44,2580,25,15,DF,Suplente,0,,,0
22,44,499,1,1,AR,Titular,1,,,0
22,44,7029,1,2,DF,Titular,0,,,0
22,44,6819,1,3,DF,Titular,0,,66,0
22,44,7615,1,15,DF,Titular,0,,3,0
22,44,4851,1,6,MC,Titular,0,,,0
22,44,3945,1,8,MC,Titular,0,,46,0
22,44,19,1,13,MC,Titular,0,,66,0
22,44,5966,1,14,MC,Titular,0,,,0
22,44,7173,1,19,MC,Titular,0,,,0
22,44,278,1,21,MC,Titular,0,,55,0
22,44,274,1,10,DL,Titular,0,,,1
22,44,3856,1,4,DF,Ingreso,0,3,,0
22,44,4882,1,16,DF,Ingreso,0,46,,0
22,44,441,1,11,MC,Ingreso,0,66,,0
22,44,240,1,7,DL,Ingreso,0,66,,2
22,44,239,1,9,DL,Ingreso,0,55,,1
22,44,7836,1,12,AR,Suplente,0,,,0
22,44,7737,1,22,AR,Suplente,0,,,0
22,44,4752,1,5,DF,Suplente,0,,,0
22,44,4039,1,20,DF,Suplente,0,,,0
22,44,7225,1,23,DF,Suplente,0,,,0
22,44,2167,1,25,DF,Suplente,0,,,0
22,44,2423,1,17,MC,Suplente,0,,,0
22,44,4270,1,18,MC,Suplente,0,,,0
22,44,1561,1,24,DL,Suplente,0,,,0
22,44,5912,1,26,DL,Suplente,0,,,0
22,5,366,7,23,AR,Titular,0,,,0
22,5,7675,7,3,DF,Titular,0,,71,0
22,5,6992,7,13,DF,Titular,0,,59,0
22,5,23,7,19,DF,Titular,0,,,0
22,5,294,7,26,DF,Titular,0,,,0
22,5,6419,7,5,MC,Titular,0,,59,0
22,5,3094,7,7,MC,Titular,0,,,0
22,5,3885,7,17,MC,Titular,0,,59,0
22,5,5,7,10,DL,Titular,1,,,1
22,5,33,7,11,DL,Titular,0,,,0
22,5,5512,7,22,DL,Titular,0,,,0
22,5,5513,7,25,DF,Ingreso,0,59,,0
22,5,1543,7,8,MC,Ingreso,0,71,,0
22,5,269,7,24,MC,Ingreso,0,59,,0
22,5,230,7,9,DL,Ingreso,0,59,,0
22,5,1912,7,1,AR,Suplente,0,,,0
22,5,7049,7,12,AR,Suplente,0,,,0
22,5,3676,7,2,DF,Suplente,0,,,0
22,5,5851,7,4,DF,Suplente,0,,,0
22,5,6588,7,6,DF,Suplente,0,,,0
22,5,6379,7,14,MC,Suplente,0,,,0
22,5,1750,7,16,MC,Suplente,0,,,0
22,5,6946,7,18,MC,Suplente,0,,,0
22,5,289,7,20,MC,Suplente,0,,,0
22,5,2936,7,15,DL,Suplente,0,,,0
22,5,20,7,21,DL,Suplente,0,,,0
22,5,1695,5,21,AR,Titular,0,,,0
22,5,1677,5,5,DF,Titular,0,,,0
22,5,1507,5,12,DF,Titular,0,,,0
22,5,1698,5,13,DF,Titular,0,,9,0
22,5,7690,5,17,DF,Titular,0,,,0
22,5,373,5,7,MC,Titular,1,,4,0
22,5,1689,5,8,MC,Titular,0,,,0
22,5,4698,5,23,MC,Titular,0,,,0
22,5,1678,5,9,DL,Titular,0,,89,0
22,5,55,5,10,DL,Titular,0,,,1
22,5,59,5,11,DL,Titular,0,,78,1
22,5,1680,5,2,DF,Ingreso,0,78,,0
22,5,1674,5,4,DF,Ingreso,0,89,,0
22,5,1676,5,6,DF,Ingreso,0,9,,0
22,5,1672,5,18,MC,Ingreso,0,,4,0
22,5,1938,5,25,DL,Ingreso,0,89,,0
22,5,1658,5,1,AR,Suplente,0,,,0
22,5,1675,5,22,AR,Suplente,0,,,0
22,5,5366,5,3,DF,Suplente,0,,,0
22,5,6335,5,14,MC,Suplente,0,,,0
22,5,1684,5,15,MC,Suplente,0,,,0
22,5,1694,5,16,MC,Suplente,0,,,0
22,5,1679,5,24,MC,Suplente,0,,,0
22,5,7323,5,26,MC,Suplente,0,,,0
22,5,2029,5,19,DL,Suplente,0,,,0
22,5,1673,5,20,DL,Suplente,0,,,0
22,22,7656,70,1,AR,Titular,0,,,0
22,22,2677,70,2,DF,Titular,0,,,0
22,22,4872,70,14,DF,Titular,0,,,0
22,22,3868,70,15,DF,Titular,0,,,0
22,22,2221,70,18,DF,Titular,0,,,0
22,22,2273,70,6,MC,Titular,0,,,0
22,22,406,70,10,MC,Titular,0,,,0
22,22,311,70,20,MC,Titular,0,,63,1
22,22,3690,70,24,MC,Titular,0,,,0
22,22,5745,70,7,DL,Titular,0,,71,0
22,22,10,70,9,DL,Titular,1,,,1
22,22,4689,70,13,MC,Ingreso,0,63,,0
22,22,6596,70,23,DL,Ingreso,0,71,,0
22,22,7414,70,12,AR,Suplente,0,,,0
22,22,3963,70,22,AR,Suplente,0,,,0
22,22,4524,70,3,DF,Suplente,0,,,0
22,22,8233,70,4,DF,Suplente,0,,,0
22,22,379,70,5,DF,Suplente,0,,,0
22,22,4035,70,25,DF,Suplente,0,,,0
22,22,7665,70,8,MC,Suplente,0,,,0
22,22,3996,70,11,MC,Suplente,0,,,0
22,22,8444,70,17,MC,Suplente,0,,,0
22,22,7666,70,19,MC,Suplente,0,,,0
22,22,8372,70,21,MC,Suplente,0,,,0
22,22,7413,70,26,MC,Suplente,0,,,0
22,22,7646,70,16,DL,Suplente,0,,,0
22,22,1695,5,21,AR,Titular,0,,,0
22,22,1674,5,4,DF,Titular,0,,,0
22,22,1677,5,5,DF,Titular,0,,,0
22,22,1676,5,6,DF,Titular,0,,65,0
22,22,1507,5,12,DF,Titular,0,,,0
22,22,1689,5,8,MC,Titular,0,,85,0
22,22,1694,5,16,MC,Titular,0,,46,0
22,22,4698,5,23,MC,Titular,0,,,0
22,22,1678,5,9,DL,Titular,0,,,0
22,22,55,5,10,DL,Titular,1,,,0
22,22,59,5,11,DL,Titular,0,,85,0
22,22,1680,5,2,DF,Ingreso,0,65,,0
22,22,1672,5,18,MC,Ingreso,0,,46,0
22,22,1679,5,24,MC,Ingreso,0,85,,0
22,22,2029,5,19,DL,Ingreso,0,5,,0
22,22,1673,5,20,DL,Ingreso,0,85,,0
22,22,1658,5,1,AR,Suplente,0,,,0
22,22,1675,5,22,AR,Suplente,0,,,0
22,22,5366,5,3,DF,Suplente,0,,,0
22,22,1698,5,13,DF,Suplente,0,,,0
22,22,7690,5,17,DF,Suplente,0,,,0
22,22,373,5,7,MC,Suplente,0,,,0
22,22,6335,5,14,MC,Suplente,0,,,0
22,22,1684,5,15,MC,Suplente,0,,,0
22,22,7323,5,26,MC,Suplente,0,,,0
22,22,1938,5,25,DL,Suplente,0,,,0
22,39,1695,5,21,AR,Titular,0,,,0
22,39,1680,5,2,DF,Titular,0,,88,0
22,39,1674,5,4,DF,Titular,0,,,0
22,39,1677,5,5,DF,Titular,0,,37,0
22,39,1507,5,12,DF,Titular,0,,,0
22,39,7690,5,17,DF,Titular,0,,,0
22,39,1684,5,15,MC,Titular,0,,46,0
22,39,4698,5,23,MC,Titular,0,,,0
22,39,1678,5,9,DL,Titular,0,,,0
22,39,55,5,10,DL,Titular,1,,,1
22,39,59,5,11,DL,Titular,0,,62,0
22,39,5366,5,3,DF,Ingreso,0,46,,0
22,39,7323,5,26,MC,Ingreso,0,37,,0
22,39,2029,5,19,DL,Ingreso,0,88,,0
22,39,1673,5,20,DL,Ingreso,0,62,,0
22,39,1658,5,1,AR,Suplente,0,,,0
22,39,1675,5,22,AR,Suplente,0,,,0
22,39,1676,5,6,DF,Suplente,0,,,0
22,39,1698,5,13,DF,Suplente,0,,,0
22,39,373,5,7,MC,Suplente,0,,,0
22,39,6335,5,14,MC,Suplente,0,,,0
22,39,1694,5,16,MC,Suplente,0,,,0
22,39,1672,5,18,MC,Suplente,0,,,0
22,39,1679,5,24,MC,Suplente,0,,,0
22,39,1938,5,25,DL,Suplente,0,,,0
22,39,1689,5,8,MC,Suplente,0,,,0
22,39,29,62,13,AR,Titular,1,,,0
22,39,5848,62,3,DF,Titular,0,,,0
22,39,1770,62,4,DF,Titular,0,,86,0
22,39,5878,62,15,DF,Titular,0,,,0
22,39,7160,62,19,DF,Titular,0,,86,0
22,39,3757,62,23,DF,Titular,0,,,0
22,39,256,62,24,MC,Titular,0,,,1
22,39,8033,62,10,DL,Titular,0,,46,0
22,39,6611,62,17,DL,Titular,0,,77,0
22,39,292,62,20,DL,Titular,0,,77,1
22,39,408,62,22,DL,Titular,0,,,0
22,39,1773,62,26,DF,Ingreso,0,86,,0
22,39,6942,62,8,MC,Ingreso,0,77,,0
22,39,28,62,9,DL,Ingreso,0,77,,0
22,39,3721,62,11,DL,Ingreso,0,86,,0
22,39,1866,62,21,DL,Ingreso,0,46,,0
22,39,7685,62,1,AR,Suplente,0,,,0
22,39,2953,62,12,AR,Suplente,0,,,0
22,39,1888,62,2,DF,Suplente,0,,,0
22,39,8025,62,5,DF,Suplente,0,,,0
22,39,1925,62,6,DF,Suplente,0,,,0
22,39,6999,62,7,MC,Suplente,0,,,0
22,39,4050,62,14,MC,Suplente,0,,,0
22,39,4229,62,16,MC,Suplente,0,,,0
22,39,464,62,18,MC,Suplente,0,,,0
22,39,1767,62,25,DL,Suplente,0,,,0
20,161,4631,24,1,AR,Titular,0,,,0
20,161,8354,24,3,DF,Titular,0,,,0
20,161,284,24,5,DF,Titular,0,,,0
20,161,5167,24,12,DF,Titular,0,,,0
20,161,4287,24,20,DF,Titular,0,,,0
20,161,472,24,13,MC,Titular,1,,,1
20,161,4118,24,14,MC,Titular,0,,78,0
20,161,4802,24,16,MC,Titular,0,,,0
20,161,100,24,17,MC,Titular,0,,64,0
20,161,99,24,9,DL,Titular,0,,,1
20,161,544,24,10,DL,Titular,0,,57,0
20,161,473,24,11,DL,Ingreso,0,64,,0
20,161,4842,24,18,DL,Ingreso,0,57,,0
20,161,4546,24,19,DL,Ingreso,0,78,,0
20,161,4841,24,21,AR,Suplente,0,,,0
20,161,5147,24,23,AR,Suplente,0,,,0
20,161,4814,24,2,DF,Suplente,0,,,0
20,161,5047,24,4,DF,Suplente,0,,,0
20,161,4346,24,6,DF,Suplente,0,,,0
20,161,6423,24,22,DF,Suplente,0,,,0
20,161,4811,24,7,MC,Suplente,0,,,0
20,161,4066,24,8,MC,Suplente,0,,,0
20,161,6422,24,15,MC,Suplente,0,,,0
20,161,5339,6,23,AR,Titular,0,,,0
20,161,2389,6,2,DF,Titular,1,,89,0
20,161,63,6,5,DF,Titular,0,,,1
20,161,5702,6,6,DF,Titular,0,,,0
20,161,5641,6,12,DF,Titular,0,,,0
20,161,5422,6,20,DF,Titular,0,,,0
20,161,451,6,11,MC,Titular,0,,77,1
20,161,2215,6,14,MC,Titular,0,,,0
20,161,61,6,18,MC,Titular,0,,73,1
20,161,459,6,10,DL,Titular,0,,,0
20,161,62,6,13,DL,Titular,0,,,1
20,161,2164,6,4,DF,Ingreso,0,89,,0
20,161,5061,6,8,MC,Ingreso,0,77,,0
20,161,3837,6,9,DL,Ingreso,0,73,,0
20,161,7350,6,1,AR,Suplente,0,,,0
20,161,8395,6,16,AR,Suplente,0,,,0
20,161,3841,6,3,DF,Suplente,0,,,0
20,161,2558,6,17,DF,Suplente,0,,,0
20,161,8324,6,7,MC,Suplente,0,,,0
20,161,7680,6,19,MC,Suplente,0,,,0
20,161,5904,6,22,MC,Suplente,0,,,0
20,161,7494,6,15,DL,Suplente,0,,,0
20,161,5389,6,21,DL,Suplente,0,,,0
20,177,5339,6,23,AR,Titular,0,,,0
20,177,2164,6,4,DF,Titular,0,,,0
20,177,63,6,5,DF,Titular,1,,,0
20,177,5702,6,6,DF,Titular,0,,,0
20,177,5641,6,12,DF,Titular,0,,,0
20,177,5422,6,20,DF,Titular,0,,,0
20,177,451,6,11,MC,Titular,0,,71,0
20,177,2215,6,14,MC,Titular,0,,,0
20,177,61,6,18,MC,Titular,0,,77,0
20,177,459,6,10,DL,Titular,0,,,0
20,177,62,6,13,DL,Titular,0,,90,1
20,177,8324,6,7,MC,Ingreso,0,71,,0
20,177,3837,6,9,DL,Ingreso,0,77,,0
20,177,7494,6,15,DL,Ingreso,0,90,,0
20,177,7350,6,1,AR,Suplente,0,,,0
20,177,8395,6,16,AR,Suplente,0,,,0
20,177,2389,6,2,DF,Suplente,0,,,0
20,177,3841,6,3,DF,Suplente,0,,,0
20,177,2558,6,17,DF,Suplente,0,,,0
20,177,5061,6,8,MC,Suplente,0,,,0
20,177,7680,6,19,MC,Suplente,0,,,0
20,177,5904,6,22,MC,Suplente,0,,,0
20,177,5389,6,21,DL,Suplente,0,,,0
20,177,1616,76,1,AR,Titular,0,,,0
20,177,4974,76,2,DF,Titular,0,,,0
20,177,4366,76,4,DF,Titular,0,,,0
20,177,2222,76,14,DF,Titular,1,,,0
20,177,3871,76,8,MC,Titular,0,,46,0
20,177,7326,76,17,MC,Titular,0,,67,0
20,177,7143,76,19,MC,Titular,0,,,0
20,177,3538,76,20,MC,Titular,0,,,0
20,177,4911,76,23,MC,Titular,0,,,0
20,177,471,76,9,DL,Titular,0,,,1
20,177,469,76,11,DL,Titular,0,,81,0
20,177,3155,76,7,MC,Ingreso,0,46,,0
20,177,3339,76,10,MC,Ingreso,0,67,,0
20,177,4702,76,6,DL,Ingreso,0,81,,0
20,177,5254,76,12,AR,Suplente,0,,,0
20,177,7066,76,16,AR,Suplente,0,,,0
20,177,7219,76,3,DF,Suplente,0,,,0
20,177,7280,76,5,DF,Suplente,0,,,0
20,177,3971,76,13,DF,Suplente,0,,,0
20,177,8332,76,22,DF,Suplente,0,,,0
20,177,5811,76,15,MC,Suplente,0,,,0
20,177,8410,76,18,MC,Suplente,0,,,0
20,177,4401,76,21,MC,Suplente,0,,,0
20,183,499,1,1,AR,Titular,0,,,0
20,183,4312,1,4,DF,Titular,0,,,0
20,183,5700,1,17,DF,Titular,0,,,0
20,183,2305,1,20,DF,Titular,0,,,0
20,183,5972,1,21,DF,Titular,0,,70,0
20,183,560,1,7,MC,Titular,0,,109,0
20,183,482,1,8,MC,Titular,0,,,1
20,183,558,1,16,MC,Titular,1,,,0
20,183,405,1,18,MC,Titular,0,,,0
20,183,19,1,13,DL,Titular,0,,,0
20,183,441,1,19,DL,Titular,0,,46,0
20,183,470,1,6,MC,Ingreso,0,70,,0
20,183,4982,1,23,MC,Ingreso,0,109,,0
20,183,439,1,9,DL,Ingreso,0,46,,1
20,183,8414,1,12,AR,Suplente,0,,,0
20,183,8203,1,22,AR,Suplente,0,,,0
20,183,3997,1,2,DF,Suplente,0,,,0
20,183,3856,1,3,DF,Suplente,0,,,0
20,183,3333,1,15,DF,Suplente,0,,,0
20,183,3302,1,14,MC,Suplente,0,,,0
20,183,353,1,10,DL,Suplente,0,,,0
20,183,1,1,11,DL,Suplente,0,,,0
20,183,442,1,5,DF,Suplente,0,,,0
20,183,5339,6,23,AR,Titular,0,,,0
20,183,3841,6,3,DF,Titular,0,,,0
20,183,2164,6,4,DF,Titular,0,,,0
20,183,63,6,5,DF,Titular,1,,97,0
20,183,5422,6,20,DF,Titular,0,,,0
20,183,5061,6,8,MC,Titular,0,,,0
20,183,7680,6,19,MC,Titular,0,,78,0
20,183,5904,6,22,MC,Titular,0,,,0
20,183,459,6,10,DL,Titular,0,,,0
20,183,62,6,13,DL,Titular,0,,,0
20,183,7494,6,15,DL,Titular,0,,100,0
20,183,2389,6,2,DF,Ingreso,0,97,,0
20,183,451,6,11,MC,Ingreso,0,78,,0
20,183,61,6,18,MC,Ingreso,0,100,,1
20,183,7350,6,1,AR,Suplente,0,,,0
20,183,8395,6,16,AR,Suplente,0,,,0
20,183,5702,6,6,DF,Suplente,0,,,0
20,183,5641,6,12,DF,Suplente,0,,,0
20,183,2558,6,17,DF,Suplente,0,,,0
20,183,8324,6,7,MC,Suplente,0,,,0
20,183,2215,6,14,MC,Suplente,0,,,0
20,183,3837,6,9,DL,Suplente,0,,,0
20,183,5389,6,21,DL,Suplente,0,,,0
22,57,6149,66,23,AR,Titular,0,,,0
22,57,7768,66,2,DF,Titular,0,,,0
22,57,7972,66,4,DF,Titular,1,,,0
22,57,1613,66,5,DF,Titular,0,,,0
22,57,252,66,17,DF,Titular,0,,64,0
22,57,267,66,22,DF,Titular,0,,,0
22,57,3096,66,15,MC,Titular,0,,46,0
22,57,261,66,21,MC,Titular,0,,,0
22,57,2234,66,7,DL,Titular,0,,46,0
22,57,231,66,8,DL,Titular,0,,113,0
22,57,262,66,10,DL,Titular,0,,78,0
22,57,2230,66,11,MC,Ingreso,0,46,,0
22,57,4928,66,20,MC,Ingreso,0,46,,0
22,57,3077,66,9,DL,Ingreso,0,64,,0
22,57,5087,66,12,DL,Ingreso,0,113,,0
22,57,244,66,19,DL,Ingreso,0,78,,2
22,57,6450,66,1,AR,Suplente,0,,,0
22,57,2279,66,13,AR,Suplente,0,,,0
22,57,3088,66,3,DF,Suplente,0,,,0
22,57,455,66,6,DF,Suplente,0,,,0
22,57,5404,66,16,DF,Suplente,0,,,0
22,57,3709,66,26,DF,Suplente,0,,,0
22,57,285,66,14,MC,Suplente,0,,,0
22,57,7714,66,24,MC,Suplente,0,,,0
22,57,7394,66,25,MC,Suplente,0,,,0
22,57,4496,66,18,DL,Suplente,0,,,0
22,57,366,7,23,AR,Titular,0,,,0
22,57,6992,7,13,DF,Titular,0,,78,0
22,57,23,7,19,DF,Titular,0,,,0
22,57,5513,7,25,DF,Titular,0,,112,0
22,57,294,7,26,DF,Titular,0,,106,1
22,57,3094,7,7,MC,Titular,0,,66,0
22,57,1543,7,8,MC,Titular,0,,78,0
22,57,289,7,20,MC,Titular,0,,,0
22,57,269,7,24,MC,Titular,0,,,0
22,57,230,7,9,DL,Titular,0,,82,0
22,57,5,7,10,DL,Titular,1,,,1
22,57,7675,7,3,DF,Ingreso,0,78,,0
22,57,5851,7,4,DF,Ingreso,0,106,,0
22,57,6588,7,6,DF,Ingreso,0,78,,0
22,57,6419,7,5,MC,Ingreso,0,66,,0
22,57,33,7,11,DL,Ingreso,0,112,,0
22,57,5512,7,22,DL,Ingreso,0,82,,0
22,57,1912,7,1,AR,Suplente,0,,,0
22,57,7049,7,12,AR,Suplente,0,,,0
22,57,3676,7,2,DF,Suplente,0,,,0
22,57,6379,7,14,MC,Suplente,0,,,0
22,57,1750,7,16,MC,Suplente,0,,,0
22,57,3885,7,17,MC,Suplente,0,,,0
22,57,6946,7,18,MC,Suplente,0,,,0
22,57,2936,7,15,DL,Suplente,0,,,0
22,57,20,7,21,DL,Suplente,0,,,0
22,61,366,7,23,AR,Titular,0,,,0
22,61,7675,7,3,DF,Titular,0,,,0
22,61,6992,7,13,DF,Titular,0,,,0
22,61,23,7,19,DF,Titular,0,,,0
22,61,294,7,26,DF,Titular,0,,86,0
22,61,6419,7,5,MC,Titular,0,,62,0
22,61,3094,7,7,MC,Titular,0,,74,0
22,61,289,7,20,MC,Titular,0,,86,0
22,61,269,7,24,MC,Titular,0,,,0
22,61,230,7,9,DL,Titular,0,,74,2
22,61,5,7,10,DL,Titular,1,,,1
22,61,3676,7,2,DF,Ingreso,0,86,,0
22,61,5513,7,25,DF,Ingreso,0,62,,0
22,61,6379,7,14,MC,Ingreso,0,74,,0
22,61,2936,7,15,DL,Ingreso,0,86,,0
22,61,20,7,21,DL,Ingreso,0,74,,0
22,61,1912,7,1,AR,Suplente,0,,,0
22,61,7049,7,12,AR,Suplente,0,,,0
22,61,6588,7,6,DF,Suplente,0,,,0
22,61,1750,7,16,MC,Suplente,0,,,0
22,61,3885,7,17,MC,Suplente,0,,,0
22,61,6946,7,18,MC,Suplente,0,,,0
22,61,33,7,11,DL,Suplente,0,,,0
22,61,5512,7,22,DL,Suplente,0,,,0
22,61,5851,7,4,DF,Suplente,0,,,0
22,61,1543,7,8,MC,Suplente,0,,,0
22,61,5239,27,1,AR,Titular,0,,,0
22,61,5302,27,6,DF,Titular,0,,,0
22,61,7482,27,19,DF,Titular,0,,46,0
22,61,279,27,20,DF,Titular,0,,,0
22,61,4638,27,22,DF,Titular,0,,,0
22,61,4963,27,8,MC,Titular,0,,,0
22,61,11,27,10,MC,Titular,1,,81,0
22,61,2468,27,11,MC,Titular,0,,50,0
22,61,6438,27,15,MC,Titular,0,,46,0
22,61,109,27,4,DL,Titular,0,,,0
22,61,112,27,9,DL,Titular,0,,72,0
22,61,291,27,7,MC,Ingreso,0,81,,0
22,61,8125,27,13,MC,Ingreso,0,46,,0
22,61,288,27,14,DL,Ingreso,0,72,,0
22,61,300,27,16,DL,Ingreso,0,50,,0
22,61,296,27,18,DL,Ingreso,0,46,,0
22,61,3980,27,12,AR,Suplente,0,,,0
22,61,4441,27,23,AR,Suplente,0,,,0
22,61,7532,27,2,DF,Suplente,0,,,0
22,61,2084,27,3,DF,Suplente,0,,,0
22,61,3474,27,5,DF,Suplente,0,,,0
22,61,432,27,21,DF,Suplente,0,,,0
22,61,7630,27,24,DF,Suplente,0,,,0
22,61,7611,27,25,MC,Suplente,0,,,0
22,61,4468,27,26,MC,Suplente,0,,,0
22,61,2486,27,17,DL,Suplente,0,,,0
22,64,366,7,23,AR,Titular,0,,,0
22,64,7675,7,3,DF,Titular,0,,1,0
22,64,6992,7,13,DF,Titular,0,,,0
22,64,23,7,19,DF,Titular,0,,,0
22,64,294,7,26,DF,Titular,0,,91,0
22,64,3094,7,7,MC,Titular,0,,102,0
22,64,289,7,20,MC,Titular,0,,116,0
22,64,269,7,24,MC,Titular,0,,,0
