mundial,url_partido,seleccion,jugador,minuto,tipo_gol,fecha_scraping
2018,https://www.losmundialesdefutbol.com/partidos/2018_nigeria_argentina.php,Argentina,Lionel Messi,14,normal,2026-03-16T23:29:22.239499
2018,https://www.losmundialesdefutbol.com/partidos/2018_nigeria_argentina.php,Nigeria,Victor Moses,51,penal,2026-03-16T23:29:22.239499
2018,https://www.losmundialesdefutbol.com/partidos/2018_nigeria_argentina.php,Argentina,Marcos Rojo,86,normal,2026-03-16T23:29:22.239499
2018,https://www.losmundialesdefutbol.com/partidos/2018_francia_argentina.php,Francia,Antoine Griezmann,13,penal,2026-03-16T23:29:24.248719
2018,https://www.losmundialesdefutbol.com/partidos/2018_francia_argentina.php,Argentina,Angel Di Maria,41,normal,2026-03-16T23:29:24.248719
2018,https://www.losmundialesdefutbol.com/partidos/2018_francia_argentina.php,Argentina,Gabriel Mercado,48,normal,2026-03-16T23:29:24.248719
2018,https://www.losmundialesdefutbol.com/partidos/2018_francia_argentina.php,Francia,Benjamin Pavard,57,normal,2026-03-16T23:29:24.248719
2018,https://www.losmundialesdefutbol.com/partidos/2018_francia_argentina.php,Francia,Kylian Mbappé,64,normal,2026-03-16T23:29:24.248719
2018,https://www.losmundialesdefutbol.com/partidos/2018_francia_argentina.php,Francia,Kylian Mbappé,68,normal,2026-03-16T23:29:24.248719
2018,https://www.losmundialesdefutbol.com/partidos/2018_francia_argentina.php,Argentina,Sergio Agüero,90,normal,2026-03-16T23:29:24.248719
2018,https://www.losmundialesdefutbol.com/partidos/2018_francia_australia.php,Francia,Antoine Griezmann,58,penal,2026-03-16T23:29:26.031670
2018,https://www.losmundialesdefutbol.com/partidos/2018_francia_australia.php,Australia,Mile Jedinak,62,penal,2026-03-16T23:29:26.031670
2018,https://www.losmundialesdefutbol.com/partidos/2018_francia_australia.php,Francia,Aziz Behich,81,autogol,2026-03-16T23:29:26.031670
2018,https://www.losmundialesdefutbol.com/partidos/2018_francia_peru.php,Francia,Kylian Mbappé,34,normal,2026-03-16T23:29:29.004730
2018,https://www.losmundialesdefutbol.com/partidos/2018_uruguay_francia.php,Francia,Raphael Varane,40,normal,2026-03-16T23:29:32.187544
2018,https://www.losmundialesdefutbol.com/partidos/2018_uruguay_francia.php,Francia,Antoine Griezmann,61,normal,2026-03-16T23:29:32.187544
2018,https://www.losmundialesdefutbol.com/partidos/2018_francia_belgica.php,Francia,Samuel Umtiti,51,normal,2026-03-16T23:29:34.020050
1958,https://www.losmundialesdefutbol.com/partidos/1958_brasil_austria.php,Brasil,Jose Altafini,38,normal,2026-03-16T23:29:35.652039
1958,https://www.losmundialesdefutbol.com/partidos/1958_brasil_austria.php,Brasil,Nilton Santos,49,normal,2026-03-16T23:29:35.652039
1958,https://www.losmundialesdefutbol.com/partidos/1958_brasil_austria.php,Brasil,Jose Altafini,89,normal,2026-03-16T23:29:35.652039
1958,https://www.losmundialesdefutbol.com/partidos/1958_brasil_urss.php,Brasil,Vava,3,normal,2026-03-16T23:29:37.903689
1958,https://www.losmundialesdefutbol.com/partidos/1958_brasil_urss.php,Brasil,Vava,77,normal,2026-03-16T23:29:37.903689
1958,https://www.losmundialesdefutbol.com/partidos/1958_brasil_gales.php,Brasil,Pelé,66,normal,2026-03-16T23:29:39.847708
1962,https://www.losmundialesdefutbol.com/partidos/1962_brasil_mexico.php,Brasil,Zagallo,56,normal,2026-03-16T23:29:41.576845
1962,https://www.losmundialesdefutbol.com/partidos/1962_brasil_mexico.php,Brasil,Pelé,73,normal,2026-03-16T23:29:41.576845
1962,https://www.losmundialesdefutbol.com/partidos/1962_brasil_espana.php,España,Adelardo,35,normal,2026-03-16T23:29:44.777085
1962,https://www.losmundialesdefutbol.com/partidos/1962_brasil_espana.php,Brasil,Amarildo,72,normal,2026-03-16T23:29:44.777085
1962,https://www.losmundialesdefutbol.com/partidos/1962_brasil_espana.php,Brasil,Amarildo,86,normal,2026-03-16T23:29:44.777085
1962,https://www.losmundialesdefutbol.com/partidos/1962_brasil_inglaterra.php,Brasil,Garrincha,31,normal,2026-03-16T23:29:46.709449
1962,https://www.losmundialesdefutbol.com/partidos/1962_brasil_inglaterra.php,Inglaterra,Gerry Hitchens,38,normal,2026-03-16T23:29:46.709449
1962,https://www.losmundialesdefutbol.com/partidos/1962_brasil_inglaterra.php,Brasil,Vava,53,normal,2026-03-16T23:29:46.709449
1962,https://www.losmundialesdefutbol.com/partidos/1962_brasil_inglaterra.php,Brasil,Garrincha,59,normal,2026-03-16T23:29:46.709449
1962,https://www.losmundialesdefutbol.com/partidos/1962_chile_brasil.php,Brasil,Garrincha,9,normal,2026-03-16T23:29:48.347578
1962,https://www.losmundialesdefutbol.com/partidos/1962_chile_brasil.php,Brasil,Garrincha,32,normal,2026-03-16T23:29:48.347578
1962,https://www.losmundialesdefutbol.com/partidos/1962_chile_brasil.php,Chile,Jorge Toro,42,normal,2026-03-16T23:29:48.347578
1962,https://www.losmundialesdefutbol.com/partidos/1962_chile_brasil.php,Brasil,Vava,47,normal,2026-03-16T23:29:48.347578
1962,https://www.losmundialesdefutbol.com/partidos/1962_chile_brasil.php,Chile,Leonel Sanchez,61,penal,2026-03-16T23:29:48.347578
1962,https://www.losmundialesdefutbol.com/partidos/1962_chile_brasil.php,Brasil,Vava,78,normal,2026-03-16T23:29:48.347578
1966,https://www.losmundialesdefutbol.com/partidos/1966_brasil_bulgaria.php,Brasil,Pelé,15,normal,2026-03-16T23:29:50.393764
1966,https://www.losmundialesdefutbol.com/partidos/1966_brasil_bulgaria.php,Brasil,Garrincha,63,normal,2026-03-16T23:29:50.393764
1966,https://www.losmundialesdefutbol.com/partidos/1966_hungria_brasil.php,Hungría,Ferenc Bene,2,normal,2026-03-16T23:29:51.829050
1966,https://www.losmundialesdefutbol.com/partidos/1966_hungria_brasil.php,Brasil,Tostao,14,normal,2026-03-16T23:29:51.829050
1966,https://www.losmundialesdefutbol.com/partidos/1966_hungria_brasil.php,Hungría,Janos Farkas,64,normal,2026-03-16T23:29:51.829050
1966,https://www.losmundialesdefutbol.com/partidos/1966_hungria_brasil.php,Hungría,Kalman Meszoly,73,penal,2026-03-16T23:29:51.829050
1966,https://www.losmundialesdefutbol.com/partidos/1966_portugal_brasil.php,Portugal,Simoes,15,normal,2026-03-16T23:29:53.989057
1966,https://www.losmundialesdefutbol.com/partidos/1966_portugal_brasil.php,Portugal,Eusebio,27,normal,2026-03-16T23:29:53.989057
1966,https://www.losmundialesdefutbol.com/partidos/1966_portugal_brasil.php,Brasil,Rildo,73,normal,2026-03-16T23:29:53.989057
1966,https://www.losmundialesdefutbol.com/partidos/1966_portugal_brasil.php,Portugal,Eusebio,85,normal,2026-03-16T23:29:53.989057
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_checoslovaquia.php,Checoslovaquia,Ladislav Petras,11,normal,2026-03-16T23:29:55.623629
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_checoslovaquia.php,Brasil,Rivelino,24,normal,2026-03-16T23:29:55.623629
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_checoslovaquia.php,Brasil,Pelé,59,normal,2026-03-16T23:29:55.623629
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_checoslovaquia.php,Brasil,Jairzinho,61,normal,2026-03-16T23:29:55.623629
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_checoslovaquia.php,Brasil,Jairzinho,83,normal,2026-03-16T23:29:55.623629
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_inglaterra.php,Brasil,Jairzinho,59,normal,2026-03-16T23:29:57.359565
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_rumania.php,Brasil,Pelé,19,normal,2026-03-16T23:29:59.216078
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_rumania.php,Brasil,Jairzinho,22,normal,2026-03-16T23:29:59.216078
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_rumania.php,Rumania,Florea Dumitrache,34,normal,2026-03-16T23:29:59.216078
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_rumania.php,Brasil,Pelé,67,normal,2026-03-16T23:29:59.216078
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_rumania.php,Rumania,Emerich Dembrovschi,84,normal,2026-03-16T23:29:59.216078
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_peru.php,Brasil,Rivelino,11,normal,2026-03-16T23:30:01.382576
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_peru.php,Brasil,Tostao,15,normal,2026-03-16T23:30:01.382576
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_peru.php,Perú,Alberto Gallardo,28,normal,2026-03-16T23:30:01.382576
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_peru.php,Brasil,Tostao,52,normal,2026-03-16T23:30:01.382576
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_peru.php,Perú,Teofilo Cubillas,70,normal,2026-03-16T23:30:01.382576
1970,https://www.losmundialesdefutbol.com/partidos/1970_brasil_peru.php,Brasil,Jairzinho,75,normal,2026-03-16T23:30:01.382576
1970,https://www.losmundialesdefutbol.com/partidos/1970_uruguay_brasil.php,Uruguay,Luis Cubilla,19,normal,2026-03-16T23:30:03.441334
1970,https://www.losmundialesdefutbol.com/partidos/1970_uruguay_brasil.php,Brasil,Clodoaldo,44,normal,2026-03-16T23:30:03.441334
1970,https://www.losmundialesdefutbol.com/partidos/1970_uruguay_brasil.php,Brasil,Jairzinho,76,normal,2026-03-16T23:30:03.441334
1970,https://www.losmundialesdefutbol.com/partidos/1970_uruguay_brasil.php,Brasil,Rivelino,89,normal,2026-03-16T23:30:03.441334
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_yugoslavia.php,Alemania Occidental,Lothar Matthaeus,28,normal,2026-03-16T23:30:06.177653
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_yugoslavia.php,Alemania Occidental,Juergen Klinsmann,39,normal,2026-03-16T23:30:06.177653
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_yugoslavia.php,Yugoslavia,Davor Jozic,55,normal,2026-03-16T23:30:06.177653
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_yugoslavia.php,Alemania Occidental,Lothar Matthaeus,64,normal,2026-03-16T23:30:06.177653
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_yugoslavia.php,Alemania Occidental,Rudi Voeller,70,normal,2026-03-16T23:30:06.177653
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_emiratos_arabes.php,Alemania Occidental,Rudi Voeller,35,normal,2026-03-16T23:30:07.505054
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_emiratos_arabes.php,Alemania Occidental,Juergen Klinsmann,37,normal,2026-03-16T23:30:07.505054
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_emiratos_arabes.php,Emiratos Arabes,Khalid Ismail,46,normal,2026-03-16T23:30:07.505054
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_emiratos_arabes.php,Alemania Occidental,Lothar Matthaeus,47,normal,2026-03-16T23:30:07.505054
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_emiratos_arabes.php,Alemania Occidental,Uwe Bein,58,normal,2026-03-16T23:30:07.505054
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_emiratos_arabes.php,Alemania Occidental,Rudi Voeller,75,normal,2026-03-16T23:30:07.505054
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_colombia.php,Alemania Occidental,Pierre Littbarski,88,normal,2026-03-16T23:30:09.137620
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_colombia.php,Colombia,Freddy Rincon,90,normal,2026-03-16T23:30:09.137620
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_holanda.php,Alemania Occidental,Juergen Klinsmann,51,normal,2026-03-16T23:30:10.173875
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_holanda.php,Alemania Occidental,Andreas Brehme,82,normal,2026-03-16T23:30:10.173875
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_holanda.php,Paises Bajos,Ronald Koeman,89,penal,2026-03-16T23:30:10.173875
1990,https://www.losmundialesdefutbol.com/partidos/1990_alemania_occidental_checoslovaquia.php,Alemania Occidental,Lothar Matthaeus,25,penal,2026-03-16T23:30:12.202322
1990,https://www.losmundialesdefutbol.com/partidos/1990_inglaterra_alemania_occidental.php,Alemania Occidental,Andreas Brehme,60,normal,2026-03-16T23:30:14.150598
1990,https://www.losmundialesdefutbol.com/partidos/1990_inglaterra_alemania_occidental.php,Inglaterra,Gary Lineker,80,normal,2026-03-16T23:30:14.150598
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_bolivia.php,Alemania,Juergen Klinsmann,61,normal,2026-03-16T23:30:16.223035
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_espana.php,España,Goikoetxea,14,normal,2026-03-16T23:30:18.488288
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_espana.php,Alemania,Juergen Klinsmann,48,normal,2026-03-16T23:30:18.488288
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_corea_del_sur.php,Alemania,Juergen Klinsmann,12,normal,2026-03-16T23:30:20.308410
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_corea_del_sur.php,Alemania,Karlheinz Riedle,20,normal,2026-03-16T23:30:20.308410
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_corea_del_sur.php,Alemania,Juergen Klinsmann,37,normal,2026-03-16T23:30:20.308410
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_corea_del_sur.php,Corea del Sur,Sun Hong Hwang,52,normal,2026-03-16T23:30:20.308410
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_corea_del_sur.php,Corea del Sur,Myung Bo Hong,63,normal,2026-03-16T23:30:20.308410
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_belgica.php,Alemania,Rudi Voeller,6,normal,2026-03-16T23:30:21.573850
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_belgica.php,Bélgica,Georges Grun,8,normal,2026-03-16T23:30:21.573850
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_belgica.php,Alemania,Juergen Klinsmann,11,normal,2026-03-16T23:30:21.573850
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_belgica.php,Alemania,Rudi Voeller,40,normal,2026-03-16T23:30:21.573850
1994,https://www.losmundialesdefutbol.com/partidos/1994_alemania_belgica.php,Bélgica,Philippe Albert,90,normal,2026-03-16T23:30:21.573850
1994,https://www.losmundialesdefutbol.com/partidos/1994_bulgaria_alemania.php,Alemania,Lothar Matthaeus,47,penal,2026-03-16T23:30:23.744370
1994,https://www.losmundialesdefutbol.com/partidos/1994_bulgaria_alemania.php,Bulgaria,Hristo Stoichkov,75,normal,2026-03-16T23:30:23.744370
1994,https://www.losmundialesdefutbol.com/partidos/1994_bulgaria_alemania.php,Bulgaria,Iordan Letchkov,78,normal,2026-03-16T23:30:23.744370
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_estados_unidos.php,Alemania,Andreas Moeller,10,normal,2026-03-16T23:30:26.042589
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_estados_unidos.php,Alemania,Juergen Klinsmann,67,normal,2026-03-16T23:30:26.042589
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_rf_de_yugoslavia.php,RF de Yugoslavia,Predrag Mijatovic,13,normal,2026-03-16T23:30:28.013863
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_rf_de_yugoslavia.php,RF de Yugoslavia,Dragan Stojkovic,52,normal,2026-03-16T23:30:28.013863
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_rf_de_yugoslavia.php,Alemania,Sinisa Mihajlovic,72,autogol,2026-03-16T23:30:28.013863
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_rf_de_yugoslavia.php,Alemania,Oliver Bierhoff,78,normal,2026-03-16T23:30:28.013863
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_iran.php,Alemania,Oliver Bierhoff,50,normal,2026-03-16T23:30:30.235581
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_iran.php,Alemania,Juergen Klinsmann,57,normal,2026-03-16T23:30:30.235581
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_mexico.php,México,Luis Hernandez,47,normal,2026-03-16T23:30:32.751172
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_mexico.php,Alemania,Juergen Klinsmann,75,normal,2026-03-16T23:30:32.751172
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_mexico.php,Alemania,Oliver Bierhoff,86,normal,2026-03-16T23:30:32.751172
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_croacia.php,Croacia,Robert Jarni,45,normal,2026-03-16T23:30:34.308958
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_croacia.php,Croacia,Goran Vlaovic,80,normal,2026-03-16T23:30:34.308958
1998,https://www.losmundialesdefutbol.com/partidos/1998_alemania_croacia.php,Croacia,Davor Suker,85,normal,2026-03-16T23:30:34.308958
2018,https://www.losmundialesdefutbol.com/partidos/2018_rusia_arabia_saudita.php,Rusia,Yury Gazinsky,12,normal,2026-03-16T23:32:35.795643
2018,https://www.losmundialesdefutbol.com/partidos/2018_rusia_arabia_saudita.php,Rusia,Denis Cheryshev,43,normal,2026-03-16T23:32:35.795643
2018,https://www.losmundialesdefutbol.com/partidos/2018_rusia_arabia_saudita.php,Rusia,Artem Dzyuba,71,normal,2026-03-16T23:32:35.795643
2018,https://www.losmundialesdefutbol.com/partidos/2018_rusia_arabia_saudita.php,Rusia,Denis Cheryshev,90,normal,2026-03-16T23:32:35.795643
2018,https://www.losmundialesdefutbol.com/partidos/2018_rusia_arabia_saudita.php,Rusia,Aleksandr Golovin,90,normal,2026-03-16T23:32:35.795643
2018,https://www.losmundialesdefutbol.com/partidos/2018_portugal_espana.php,Portugal,Cristiano Ronaldo,4,penal,2026-03-16T23:32:41.118071
2018,https://www.losmundialesdefutbol.com/partidos/2018_portugal_espana.php,España,Diego Costa,24,normal,2026-03-16T23:32:41.118071
2018,https://www.losmundialesdefutbol.com/partidos/2018_portugal_espana.php,Portugal,Cristiano Ronaldo,44,normal,2026-03-16T23:32:41.118071
2018,https://www.losmundialesdefutbol.com/partidos/2018_portugal_espana.php,España,Diego Costa,55,normal,2026-03-16T23:32:41.118071
2018,https://www.losmundialesdefutbol.com/partidos/2018_portugal_espana.php,España,Nacho,58,normal,2026-03-16T23:32:41.118071
2018,https://www.losmundialesdefutbol.com/partidos/2018_portugal_espana.php,Portugal,Cristiano Ronaldo,88,normal,2026-03-16T23:32:41.118071
2018,https://www.losmundialesdefutbol.com/partidos/2018_marruecos_iran.php,Irán,Aziz Bouhaddouz,90,autogol,2026-03-16T23:32:45.090217
2018,https://www.losmundialesdefutbol.com/partidos/2018_peru_dinamarca.php,Dinamarca,Yussuf Yurary Poulsen,59,normal,2026-03-16T23:32:49.505490
2018,https://www.losmundialesdefutbol.com/partidos/2018_croacia_nigeria.php,Croacia,Oghenekaro Etebo,32,autogol,2026-03-16T23:32:54.605002
2018,https://www.losmundialesdefutbol.com/partidos/2018_croacia_nigeria.php,Croacia,Luka Modric,71,penal,2026-03-16T23:32:54.605002
2018,https://www.losmundialesdefutbol.com/partidos/2018_brasil_suiza.php,Brasil,Philippe Coutinho,20,normal,2026-03-16T23:32:58.208710
2018,https://www.losmundialesdefutbol.com/partidos/2018_brasil_suiza.php,Suiza,Steven Zuber,50,normal,2026-03-16T23:32:58.208710
2018,https://www.losmundialesdefutbol.com/partidos/2018_costa_rica_serbia.php,Serbia,Aleksandar Kolarov,56,normal,2026-03-16T23:33:00.787591
2018,https://www.losmundialesdefutbol.com/partidos/2018_alemania_mexico.php,México,Hirving Lozano,35,normal,2026-03-16T23:33:04.370857
2018,https://www.losmundialesdefutbol.com/partidos/2018_suecia_corea_del_sur.php,Suecia,Andreas Granqvist,65,penal,2026-03-16T23:33:07.940400
2018,https://www.losmundialesdefutbol.com/partidos/2018_tunez_inglaterra.php,Inglaterra,Harry Kane,11,normal,2026-03-16T23:33:14.131421
2018,https://www.losmundialesdefutbol.com/partidos/2018_tunez_inglaterra.php,Túnez,Ferjani Sassi,35,penal,2026-03-16T23:33:14.131421
2018,https://www.losmundialesdefutbol.com/partidos/2018_tunez_inglaterra.php,Inglaterra,Harry Kane,90,normal,2026-03-16T23:33:14.131421
2018,https://www.losmundialesdefutbol.com/partidos/2018_polonia_senegal.php,Senegal,Thiago Cionek,37,autogol,2026-03-16T23:33:18.591645
2018,https://www.losmundialesdefutbol.com/partidos/2018_polonia_senegal.php,Senegal,M'Baye Niang,60,normal,2026-03-16T23:33:18.591645
2018,https://www.losmundialesdefutbol.com/partidos/2018_polonia_senegal.php,Polonia,Grzegorz Krychowiak,86,normal,2026-03-16T23:33:18.591645
2018,https://www.losmundialesdefutbol.com/partidos/2018_colombia_japon.php,Japón,Shinji Kagawa,6,penal,2026-03-16T23:33:21.755762
2018,https://www.losmundialesdefutbol.com/partidos/2018_colombia_japon.php,Colombia,Juan Quintero,39,normal,2026-03-16T23:33:21.755762
2018,https://www.losmundialesdefutbol.com/partidos/2018_colombia_japon.php,Japón,Yuya Osako,73,normal,2026-03-16T23:33:21.755762
2018,https://www.losmundialesdefutbol.com/partidos/2018_uruguay_arabia_saudita.php,Uruguay,Luis Suarez,23,normal,2026-03-16T23:33:27.592579
2018,https://www.losmundialesdefutbol.com/partidos/2018_portugal_marruecos.php,Portugal,Cristiano Ronaldo,4,normal,2026-03-16T23:33:31.669861
2018,https://www.losmundialesdefutbol.com/partidos/2018_iran_espana.php,España,Diego Costa,54,normal,2026-03-16T23:33:35.375840
2018,https://www.losmundialesdefutbol.com/partidos/2018_dinamarca_australia.php,Dinamarca,Christian Eriksen,7,normal,2026-03-16T23:33:40.495508
2018,https://www.losmundialesdefutbol.com/partidos/2018_dinamarca_australia.php,Australia,Mile Jedinak,38,penal,2026-03-16T23:33:40.495508
2018,https://www.losmundialesdefutbol.com/partidos/2018_nigeria_islandia.php,Nigeria,Ahmed Musa,49,normal,2026-03-16T23:33:44.647843
2018,https://www.losmundialesdefutbol.com/partidos/2018_nigeria_islandia.php,Nigeria,Ahmed Musa,75,normal,2026-03-16T23:33:44.647843
2018,https://www.losmundialesdefutbol.com/partidos/2018_brasil_costa_rica.php,Brasil,Philippe Coutinho,90,normal,2026-03-16T23:33:47.953149
2018,https://www.losmundialesdefutbol.com/partidos/2018_brasil_costa_rica.php,Brasil,Neymar Jr.,90,normal,2026-03-16T23:33:47.953149
2018,https://www.losmundialesdefutbol.com/partidos/2018_serbia_suiza.php,Serbia,Aleksandar Mitrović,5,normal,2026-03-16T23:33:52.283296
2018,https://www.losmundialesdefutbol.com/partidos/2018_serbia_suiza.php,Suiza,Granit Xhaka,52,normal,2026-03-16T23:33:52.283296
2018,https://www.losmundialesdefutbol.com/partidos/2018_serbia_suiza.php,Suiza,Xherdan Shaqiri,90,normal,2026-03-16T23:33:52.283296
2018,https://www.losmundialesdefutbol.com/partidos/2018_alemania_suecia.php,Suecia,Ola Toivonen,32,normal,2026-03-16T23:33:54.012620
2018,https://www.losmundialesdefutbol.com/partidos/2018_alemania_suecia.php,Alemania,Marco Reus,48,normal,2026-03-16T23:33:54.012620
2018,https://www.losmundialesdefutbol.com/partidos/2018_alemania_suecia.php,Alemania,Toni Kroos,90,normal,2026-03-16T23:33:54.012620
2018,https://www.losmundialesdefutbol.com/partidos/2018_corea_del_sur_mexico.php,México,Carlos Vela,26,penal,2026-03-16T23:33:57.086307
2018,https://www.losmundialesdefutbol.com/partidos/2018_corea_del_sur_mexico.php,México,Javier Hernandez,66,normal,2026-03-16T23:33:57.086307
2018,https://www.losmundialesdefutbol.com/partidos/2018_corea_del_sur_mexico.php,Corea del Sur,Heung-Min Son,90,normal,2026-03-16T23:33:57.086307
2018,https://www.losmundialesdefutbol.com/partidos/2018_belgica_tunez.php,Bélgica,Eden Hazard,6,penal,2026-03-16T23:34:00.675823
2018,https://www.losmundialesdefutbol.com/partidos/2018_belgica_tunez.php,Bélgica,Romelu Lukaku,16,normal,2026-03-16T23:34:00.675823
2018,https://www.losmundialesdefutbol.com/partidos/2018_belgica_tunez.php,Túnez,Dylan Bronn,18,normal,2026-03-16T23:34:00.675823
2018,https://www.losmundialesdefutbol.com/partidos/2018_belgica_tunez.php,Bélgica,Romelu Lukaku,45,normal,2026-03-16T23:34:00.675823
2018,https://www.losmundialesdefutbol.com/partidos/2018_belgica_tunez.php,Bélgica,Eden Hazard,51,normal,2026-03-16T23:34:00.675823
2018,https://www.losmundialesdefutbol.com/partidos/2018_belgica_tunez.php,Bélgica,Michy Batshuayi,90,normal,2026-03-16T23:34:00.675823
2018,https://www.losmundialesdefutbol.com/partidos/2018_belgica_tunez.php,Túnez,Wahbi Khazri,90,normal,2026-03-16T23:34:00.675823
2018,https://www.losmundialesdefutbol.com/partidos/2018_japon_senegal.php,Senegal,Sadio Mané,11,normal,2026-03-16T23:34:08.451539
2018,https://www.losmundialesdefutbol.com/partidos/2018_japon_senegal.php,Japón,Takashi Inui,34,normal,2026-03-16T23:34:08.451539
2018,https://www.losmundialesdefutbol.com/partidos/2018_japon_senegal.php,Senegal,Moussa Wagué,71,normal,2026-03-16T23:34:08.451539
2018,https://www.losmundialesdefutbol.com/partidos/2018_japon_senegal.php,Japón,Keisuke Honda,78,normal,2026-03-16T23:34:08.451539
2018,https://www.losmundialesdefutbol.com/partidos/2018_uruguay_rusia.php,Uruguay,Luis Suarez,10,normal,2026-03-16T23:34:12.384462
2018,https://www.losmundialesdefutbol.com/partidos/2018_uruguay_rusia.php,Uruguay,Denis Cheryshev,23,autogol,2026-03-16T23:34:12.384462
2018,https://www.losmundialesdefutbol.com/partidos/2018_uruguay_rusia.php,Uruguay,Edinson Cavani,90,normal,2026-03-16T23:34:12.384462
2018,https://www.losmundialesdefutbol.com/partidos/2018_iran_portugal.php,Portugal,Ricardo Quaresma,45,normal,2026-03-16T23:34:17.870692
2018,https://www.losmundialesdefutbol.com/partidos/2018_iran_portugal.php,Irán,Karim Ansarifard,90,penal,2026-03-16T23:34:17.870692
2018,https://www.losmundialesdefutbol.com/partidos/2018_espana_marruecos.php,Marruecos,Khalid Boutaïb,14,normal,2026-03-16T23:34:21.452599
2018,https://www.losmundialesdefutbol.com/partidos/2018_espana_marruecos.php,España,Isco,19,normal,2026-03-16T23:34:21.452599
2018,https://www.losmundialesdefutbol.com/partidos/2018_espana_marruecos.php,Marruecos,Youssef En-Nesyri,81,normal,2026-03-16T23:34:21.452599
2018,https://www.losmundialesdefutbol.com/partidos/2018_espana_marruecos.php,España,Iago Aspas,90,normal,2026-03-16T23:34:21.452599
2018,https://www.losmundialesdefutbol.com/partidos/2018_australia_peru.php,Perú,André Carrillo,18,normal,2026-03-16T23:34:26.473034
2018,https://www.losmundialesdefutbol.com/partidos/2018_australia_peru.php,Perú,Paolo Guerrero,50,normal,2026-03-16T23:34:26.473034
2018,https://www.losmundialesdefutbol.com/partidos/2018_islandia_croacia.php,Croacia,Milan Badelj,53,normal,2026-03-16T23:34:31.591363
2018,https://www.losmundialesdefutbol.com/partidos/2018_islandia_croacia.php,Islandia,Gylfi Sigurdsson,76,penal,2026-03-16T23:34:31.591363
2018,https://www.losmundialesdefutbol.com/partidos/2018_islandia_croacia.php,Croacia,Ivan Perisic,90,normal,2026-03-16T23:34:31.591363
